,회사명,거래소코드,회계년도,설비투자효율,총자본투자효율,부채구성비율,비유동장기적합률,재고자산보유기간,매출채권회수기간,매입채무회전률,경영자본회전률,경영자본순이익률,자기자본순이익률,자기자본증가율,년,key,부도
580,(주)서남,294630.0,2019/12,-65.65,-27.56,43.18829564886947,72.41,521.4285714285714,179.80295566502463,4.04,0.14,-42.04,-64.38,-16.15,2019.0,2946302020.0,0.0
581,(주)서남,294630.0,2020/12,-42.57,-16.64,24.597830153385708,62.72,598.360655737705,27.320359281437128,7.13,0.12,-39.37,-50.26,102.21,2020.0,2946302021.0,0.0
582,(주)서린바이오사이언스,38070.0,2019/12,66.64,21.76,24.385332632199976,57.59,91.9395465994962,50.764951321279554,7.42,0.77,12.75,14.83,10.83,2019.0,380702020.0,0.0
583,(주)서린바이오사이언스,38070.0,2020/12,92.37,17.58,20.8716888972384,58.17,66.12318840579711,47.52604166666667,8.45,0.96,7.37,7.96,0.02,2020.0,380702021.0,0.0
584,(주)서부티엔디,6730.0,2019/12,8.94,4.34,62.87552202613499,145.44,1.7345435536758067,18.97089397089397,42.02,0.13,0.0,0.01,3.7,2019.0,67302020.0,0.0
585,(주)서부티엔디,6730.0,2020/12,4.58,2.15,64.37853478672892,111.99,2.430416833133573,23.60931435963777,37.4,0.08,-1.65,-2.55,-3.68,2020.0,67302021.0,0.0
586,(주)서산,79650.0,2019/12,30.64,4.56,7.631035500049169,76.94,20.24403771491958,67.71799628942486,23.17,1.24,0.71,0.36,-3.99,2019.0,796502020.0,0.0
587,(주)서산,79650.0,2020/12,-1.28,-0.19,12.07070962520864,33.64,20.857142857142858,67.97020484171323,19.64,0.82,-5.22,-3.86,-7.46,2020.0,796502021.0,0.0
588,(주)서연탑메탈,19770.0,2019/12,20.49,7.25,45.93674446143978,85.51,4.187220373981875,94.8051948051948,8.55,1.19,-0.22,-0.38,-1.09,2019.0,197702020.0,0.0
589,(주)서연탑메탈,19770.0,2020/12,25.66,8.22,45.25461955446524,66.48,4.098360655737705,74.48979591836734,8.32,1.19,3.6,6.13,5.23,2020.0,197702021.0,0.0
590,(주)서울리거,43710.0,2019/12,-133.32,-5.05,22.162658452789955,71.06,12.568870523415978,80.57395143487858,312.89,1.04,-12.87,-12.49,6.65,2019.0,437102020.0,0.0
591,(주)서울리거,43710.0,2020/12,-931.27,-41.24,36.39929230703643,56.95,99.18478260869564,296.7479674796748,111.09,0.37,-71.46,-61.56,-43.24,2020.0,437102021.0,0.0
592,(주)서울옥션,63170.0,2019/12,2.49,0.86,62.876839252129656,67.59,848.8372093023256,102.52808988764043,11.58,0.16,-5.18,-11.39,-13.34,2019.0,631702020.0,0.0
593,(주)서울옥션,63170.0,2020/12,11.87,4.41,60.41585288903578,60.65,688.6792452830189,68.48030018761726,18.01,0.2,-0.83,-2.11,-1.85,2020.0,631702021.0,0.0
594,(주)서울제약,18680.0,2019/12,31.57,17.53,59.86740019748906,103.42,69.78967495219885,45.39800995024876,21.96,0.77,-2.67,-6.36,-6.14,2019.0,186802020.0,0.0
595,(주)서울제약,18680.0,2020/12,29.11,15.02,55.6716394979028,83.95,58.87096774193548,39.12111468381565,32.13,0.77,-1.98,-4.68,1.41,2020.0,186802021.0,0.0
596,(주)서원인텍,93920.0,2019/12,56.71,8.39,11.748617528068367,32.08,10.7321376065863,122.89562289562288,12.98,0.95,4.87,4.84,1.04,2019.0,939202020.0,0.0
597,(주)서원인텍,93920.0,2020/12,117.22,14.68,8.84589689344171,23.78,9.023485784919654,133.6996336996337,11.31,0.75,13.94,14.04,11.03,2020.0,939202021.0,0.0
598,(주)서전기전,189860.0,2019/12,23.06,11.23,33.403287246049665,79.49,26.75953079178885,101.67130919220055,11.4,1.14,2.49,3.58,2.31,2019.0,1898602020.0,0.0
599,(주)서전기전,189860.0,2020/12,29.34,15.26,28.691855284263056,77.33,21.57210401891253,96.81697612732096,13.59,1.11,4.58,6.53,5.95,2020.0,1898602021.0,0.0
600,(주)서진시스템,178320.0,2019/12,150.62,6.95,34.05026134159302,48.03,55.725190839694655,528.9855072463769,1.73,0.39,5.19,5.84,3.53,2019.0,1783202020.0,0.0
601,(주)서진시스템,178320.0,2020/12,-68.64,-2.1,56.61828434760666,88.03,108.63095238095238,357.84313725490193,2.81,0.36,-12.31,-12.19,-5.25,2020.0,1783202021.0,0.0
602,(주)서진오토모티브,122690.0,2019/12,5.21,2.33,68.9035002900793,178.28,51.04895104895105,77.16701902748413,6.79,0.85,-9.94,-20.69,-19.03,2019.0,1226902020.0,0.0
603,(주)서진오토모티브,122690.0,2020/12,7.95,3.49,73.88572851424084,214.33,57.93650793650794,75.1028806584362,5.53,0.89,-8.39,-20.23,-19.25,2020.0,1226902021.0,0.0
604,(주)서플러스글로벌,140070.0,2019/12,66.14,5.94,27.74319862072996,37.55,392.47311827956986,4.462102689486553,137.75,0.66,1.74,2.0,0.79,2019.0,1400702020.0,0.0
605,(주)서플러스글로벌,140070.0,2020/12,136.48,9.55,38.4158865721744,57.23,282.94573643410854,1.1004582730342498,232.98,0.84,8.17,8.55,7.43,2020.0,1400702021.0,0.0
606,(주)서한,11370.0,2019/12,238.12,5.13,35.63932456443098,25.09,54.31547619047619,19.64477933261572,8.91,1.37,2.47,3.28,1.25,2019.0,113702020.0,0.0
607,(주)서한,11370.0,2020/12,313.31,7.52,41.50566890084624,25.74,57.93650793650794,8.392733961830306,9.07,1.12,4.18,5.86,5.18,2020.0,113702021.0,0.0
608,(주)서희건설,35890.0,2019/12,859.86,16.97,53.4767743730008,52.31,1.2525307985312788,55.725190839694655,11.25,1.89,9.94,18.41,36.63,2019.0,358902020.0,0.0
609,(주)서희건설,35890.0,2020/12,1060.11,21.46,47.97634393600746,43.51,0.9770591856947828,64.2605633802817,10.24,1.61,16.2,26.76,35.62,2020.0,358902021.0,0.0
610,(주)석경에이티,357550.0,2019/12,28.52,15.35,48.621670545642615,104.59,96.56084656084656,45.34161490683229,66.56,0.38,6.28,12.38,47.37,2019.0,3575502020.0,0.0
611,(주)석경에이티,357550.0,2020/12,26.12,9.88,23.355360855360853,49.75,103.10734463276836,43.92298435619735,67.29,0.3,4.52,6.64,107.83,2020.0,3575502021.0,0.0
612,(주)선광,3100.0,2019/12,10.9,5.42,25.15975189266172,105.22,0.7680653171162829,60.732113144758735,45.41,0.3,1.0,0.77,-0.1,2019.0,31002020.0,0.0
613,(주)선광,3100.0,2020/12,13.59,7.2,26.78773116333501,104.32,0.0,60.43046357615894,50.14,0.29,3.42,2.89,1.03,2020.0,31002021.0,0.0
614,(주)선데이토즈,123420.0,2019/12,333.22,9.41,10.727542926254978,27.84,0.0,37.59011328527291,0.0,0.67,1.56,1.24,-1.06,2019.0,1234202020.0,0.0
615,(주)선데이토즈,123420.0,2020/12,571.8,16.39,11.057692307692308,20.4,0.0,33.54779411764706,0.0,0.68,10.24,9.64,4.92,2020.0,1234202021.0,0.0
616,(주)선익시스템,171090.0,2019/12,59.74,12.61,23.951705281816736,46.14,61.6554054054054,30.569514237855948,11.38,0.79,6.49,8.18,7.97,2019.0,1710902020.0,0.0
617,(주)선익시스템,171090.0,2020/12,31.05,7.22,14.747395173920792,49.7,43.09327036599763,37.98126951092612,11.01,0.64,2.23,2.48,-0.05,2020.0,1710902021.0,0.0
618,(주)성광벤드,14620.0,2019/12,11.48,5.02,8.295772309971015,54.17,228.125,81.11111111111111,11.12,0.44,2.17,2.2,1.46,2019.0,146202020.0,0.0
619,(주)성광벤드,14620.0,2020/12,7.03,3.06,7.191540070642296,51.46,260.7142857142857,85.88235294117646,14.13,0.39,0.64,0.65,0.49,2020.0,146202021.0,0.0
620,(주)성도이엔지,37350.0,2019/12,-314.72,-21.61,70.28111439180424,77.79,6.006253085403982,44.29611650485437,9.17,2.12,-27.56,-48.02,-34.39,2019.0,373502020.0,0.0
621,(주)성도이엔지,37350.0,2020/12,379.4,31.86,42.52963520859257,93.03,0.9587601786183346,47.58800521512386,7.27,1.58,32.02,48.95,65.12,2020.0,373502021.0,0.0
622,(주)성우하이텍,15750.0,2019/12,28.31,5.18,44.67076538959831,93.25,40.691192865105904,117.74193548387096,16.21,1.08,-2.44,-2.64,-3.8,2019.0,157502020.0,0.0
623,(주)성우하이텍,15750.0,2020/12,25.85,5.19,46.18374835208829,88.22,38.46153846153846,108.63095238095238,17.76,1.03,-1.25,-1.38,-1.05,2020.0,157502021.0,0.0
624,(주)성창오토텍,80470.0,2019/12,70.7,8.64,48.969086021505376,74.27,40.15401540154016,93.35038363171356,4.52,1.05,-1.14,-2.01,-2.22,2019.0,804702020.0,0.0
625,(주)성창오토텍,80470.0,2020/12,78.59,8.9,53.05428765659901,68.22,39.97809419496166,105.79710144927536,4.32,1.02,1.72,3.16,1.85,2020.0,804702021.0,0.0
626,(주)세경하이테크,148150.0,2019/12,129.72,18.64,19.62056700683812,33.7,11.835278858625164,163.67713004484304,8.36,1.17,14.16,16.95,55.58,2019.0,1481502020.0,0.0
627,(주)세경하이테크,148150.0,2020/12,16.65,3.12,29.76467866875039,38.13,12.59924059371764,244.9664429530201,11.81,0.67,-2.75,-3.26,-5.19,2020.0,1481502021.0,0.0
628,(주)세동,53060.0,2019/12,-0.21,-0.12,101.12114437040093,0.0,14.364423455332544,33.98510242085661,4.93,1.48,-15.91,0.0,0.0,2019.0,530602020.0,0.0
629,(주)세동,53060.0,2020/12,16.84,10.32,100.62623917984428,0.0,17.472474868358066,33.85899814471243,4.35,1.36,-1.86,0.0,0.0,2020.0,530602021.0,0.0
630,(주)세보엠이씨,11560.0,2019/12,18.29,1.81,48.472109260295966,36.57,5.896607431340873,18.02469135802469,16.68,2.43,-1.96,-3.25,-4.85,2019.0,115602020.0,0.0
631,(주)세보엠이씨,11560.0,2020/12,82.32,6.89,50.70355107295582,36.01,3.577729856890806,21.06174264281593,16.95,2.27,2.89,5.46,4.13,2020.0,115602021.0,0.0
632,(주)세영디앤씨,52190.0,2019/12,-265.9,-39.56,6.267701667890485,60.82,1.290162949347849,39.037433155080215,19.18,0.13,-118.63,-67.24,-1.21,2019.0,521902020.0,0.0
633,(주)세영디앤씨,52190.0,2020/12,-290.06,-20.43,10.67973729334498,47.87,3.3004792476715794,528.9855072463769,23.98,0.04,-35.56,-25.68,-22.76,2020.0,521902021.0,0.0
634,(주)세운메디칼,100700.0,2019/12,119.77,17.23,10.349502862307924,43.79,85.28037383177569,128.5211267605634,16.01,0.83,13.07,10.43,9.99,2019.0,1007002020.0,0.0
635,(주)세운메디칼,100700.0,2020/12,112.82,16.5,8.516269097237798,46.83,83.9080459770115,110.27190332326283,10.87,0.72,12.37,10.65,7.1,2020.0,1007002021.0,0.0
636,(주)세원,234100.0,2019/12,60.66,13.27,40.25720966484801,91.04,23.60931435963777,94.31524547803618,8.66,1.3,1.46,1.83,1.85,2019.0,2341002020.0,0.0
637,(주)세원,234100.0,2020/12,167.57,28.95,29.93227326266196,82.06,29.48303715670436,90.57071960297766,9.05,1.35,25.34,24.38,48.47,2020.0,2341002021.0,0.0
638,(주)세원물산,24830.0,2019/12,31.1,13.61,33.43532361080791,105.97,55.98159509202454,43.87019230769231,9.76,0.67,7.64,7.2,7.57,2019.0,248302020.0,0.0
639,(주)세원물산,24830.0,2020/12,27.96,13.12,34.92585765424565,105.83,64.2605633802817,30.16528925619835,12.16,0.76,9.01,9.27,9.43,2020.0,248302021.0,0.0
640,(주)세종메디칼,258830.0,2019/12,42.76,14.54,6.256077795786062,54.45,40.02192982456141,44.51219512195122,0.0,0.42,7.94,6.9,6.43,2019.0,2588302020.0,0.0
641,(주)세종메디칼,258830.0,2020/12,16.23,5.44,4.729862154569805,60.79,61.96943972835314,46.55612244897959,276.1,0.35,-1.81,-1.62,-5.45,2020.0,2588302021.0,0.0
642,(주)세중,39310.0,2019/12,1153.4,10.85,10.921285750442928,49.68,0.0,15.876468029578078,40.06,0.23,-0.82,-0.58,0.1,2019.0,393102020.0,0.0
643,(주)세중,39310.0,2020/12,470.26,3.98,10.650811505704644,57.78,0.0,0.3044558997714495,95.15,0.08,-2.54,-1.64,-1.26,2020.0,393102021.0,0.0
644,(주)세진티에스,67770.0,2019/12,-23.61,-4.03,3.7027297112501976,41.95,4.718200620475698,48.15303430079155,24.21,0.36,-8.24,-6.63,-6.42,2019.0,677702020.0,0.0
645,(주)세진티에스,67770.0,2020/12,53.08,8.8,4.259927797833935,40.43,3.1574394463667823,27.03703703703704,61.57,0.61,5.97,4.89,5.01,2020.0,677702021.0,0.0
646,(주)세코닉스,53450.0,2019/12,31.62,7.23,58.51482878639461,78.67,60.833333333333336,94.31524547803618,6.33,1.37,-1.9,-3.76,-4.45,2019.0,534502020.0,0.0
647,(주)세코닉스,53450.0,2020/12,-9.26,-2.25,76.88788798444723,163.88,70.1923076923077,86.9047619047619,6.23,1.34,-14.47,-33.23,-55.29,2020.0,534502021.0,0.0
648,(주)세화피앤씨,252500.0,2019/12,46.76,17.83,11.63603065861765,48.08,84.29561200923787,79.6943231441048,25.48,0.97,1.97,2.29,0.75,2019.0,2525002020.0,0.0
649,(주)세화피앤씨,252500.0,2020/12,90.72,29.6,10.982402085678734,40.49,53.91432791728213,59.93431855500821,31.17,1.16,13.54,15.26,15.32,2020.0,2525002021.0,0.0
650,(주)센코,347000.0,2019/12,21.78,5.91,36.37383940414243,45.63,63.03972366148532,62.60720411663808,24.45,1.18,-14.36,-22.16,34.3,2019.0,3470002020.0,0.0
651,(주)센코,347000.0,2020/12,32.03,10.77,20.24954978132236,42.06,84.10138248847926,82.2072072072072,21.84,0.69,3.79,5.06,148.54,2020.0,3470002021.0,0.0
652,(주)셀레믹스,331920.0,2020/12,-107.21,-4.93,4.0589561750384,7.77,53.6764705882353,89.02439024390245,13.78,0.17,-15.4,-16.05,0.0,2020.0,3319202021.0,0.0
653,(주)셀루메드,49180.0,2019/12,-670.74,-81.29,89.41772151898734,361.57,123.72881355932202,147.77327935222672,16.58,0.41,-119.17,-254.27,-83.5,2019.0,491802020.0,0.0
654,(주)셀루메드,49180.0,2020/12,39.03,3.13,38.9152146970912,90.06,67.84386617100373,116.98717948717947,16.66,0.79,-8.02,-11.45,501.31,2020.0,491802021.0,0.0
655,(주)셀리드,299660.0,2019/12,-27.23,-5.22,2.2583593571482976,49.07,0.0,0.0,0.0,0.0,-6.69,-4.86,0.0,2019.0,2996602020.0,0.0
656,(주)셀리드,299660.0,2020/12,-17.07,-6.52,4.2591093117408905,75.33,0.0,0.0,0.0,0.0,-11.89,-8.37,-7.86,2020.0,2996602021.0,0.0
657,(주)셀리버리,268600.0,2019/12,-1048.21,-48.29,11.585326333527773,8.67,5.161929005798331,61.344537815126046,0.0,0.07,-62.55,-62.3,-23.79,2019.0,2686002020.0,0.0
658,(주)셀리버리,268600.0,2020/12,-657.43,-17.3,36.55727410932646,9.89,0.0,37.74560496380558,0.0,0.02,-38.72,-52.53,40.72,2020.0,2686002021.0,0.0
659,(주)셀바스에이아이,108860.0,2019/12,89.9,12.77,38.61726954492416,108.11,0.0,109.93975903614458,0.0,0.52,-5.91,-3.52,-1.21,2019.0,1088602020.0,0.0
660,(주)셀바스에이아이,108860.0,2020/12,124.67,20.01,31.235237317091286,87.74,0.0,85.88235294117646,0.0,0.48,9.99,6.41,9.99,2020.0,1088602021.0,0.0
661,(주)셀바스헬스케어,208370.0,2019/12,14.4,5.34,47.04718967313868,78.59,111.62079510703364,71.01167315175098,34.51,0.47,-7.55,-15.88,63.19,2019.0,2083702020.0,0.0
662,(주)셀바스헬스케어,208370.0,2020/12,45.73,13.46,43.31296222487933,72.61,81.47321428571428,36.72032193158954,125.06,0.46,1.57,2.66,2.81,2020.0,2083702021.0,0.0
663,(주)셀트리온제약,68760.0,2019/12,26.64,10.74,40.54291052698629,87.67,79.34782608695653,285.15625,18.06,0.39,2.17,3.48,4.64,2019.0,687602020.0,0.0
664,(주)셀트리온제약,68760.0,2020/12,27.61,11.0,45.16060758107923,87.33,68.86792452830188,218.56287425149705,16.44,0.49,4.36,7.21,7.33,2020.0,687602021.0,0.0
665,(주)셀트리온헬스케어,91990.0,2019/12,19645.41,3.4,37.347082095293445,10.88,429.4117647058824,223.92638036809817,1.9,0.41,2.19,3.58,3.49,2019.0,919902020.0,0.0
666,(주)셀트리온헬스케어,91990.0,2020/12,35897.34,11.02,44.20945400685653,22.85,207.38636363636363,147.77327935222672,2.77,0.67,9.6,15.94,18.43,2020.0,919902021.0,0.0
667,(주)소룩스,290690.0,2019/12,74.44,28.5,57.90946979907521,104.73,8.859223300970873,55.21936459909228,8.72,1.57,12.78,33.1,38.0,2019.0,2906902020.0,0.0
668,(주)소룩스,290690.0,2020/12,62.31,16.45,35.393351259595306,68.47,11.627906976744184,74.94866529774127,7.48,1.02,7.85,14.04,111.87,2020.0,2906902021.0,0.0
669,(주)소리바다,53110.0,2019/12,-615.22,-14.33,52.80301475663676,156.14,17.787524366471736,50.20632737276479,6.86,1.53,-104.38,-55.06,-24.59,2019.0,531102020.0,0.0
670,(주)소리바다,53110.0,2020/12,-4515.38,-118.05,74.60900990715933,165.92,31.090289608177173,44.67564259485924,3.87,0.83,-242.63,-243.9,-67.78,2020.0,531102021.0,0.0
671,(주)소마젠,950200.0,2019/12,0.0,0.0,166.82464454976304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,9502002020.0,0.0
672,(주)소마젠,950200.0,2020/12,-417.81,-24.98,26.4064815729671,40.06,35.06243996157541,74.1869918699187,20.51,0.38,-43.3,-57.96,0.0,2020.0,9502002021.0,0.0
673,(주)소프트센,32680.0,2019/12,1455.57,5.11,44.5904511607534,11.35,23.778501628664497,93.35038363171356,4.28,1.47,-5.22,-9.79,-8.84,2019.0,326802020.0,0.0
674,(주)소프트센,32680.0,2020/12,-4836.03,-0.57,37.44221608985288,67.82,9.282807731434383,102.24089635854342,2.63,1.07,-5.19,-6.73,8.21,2020.0,326802021.0,0.0
675,(주)손오공,66910.0,2019/12,123.85,12.67,53.94682652267423,36.8,89.90147783251233,61.86440677966101,4.98,1.89,-5.94,-12.09,25.77,2019.0,669102020.0,0.0
676,(주)손오공,66910.0,2020/12,156.6,13.51,55.99970998380744,28.77,83.9080459770115,53.36257309941521,5.89,2.03,-4.77,-10.02,-9.54,2020.0,669102021.0,0.0
677,(주)솔고바이오메디칼,43100.0,2019/12,-179.7,-27.88,40.08134373594572,60.86,180.69306930693068,80.21978021978022,13.43,0.41,-48.16,-48.03,-38.64,2019.0,431002020.0,0.0
678,(주)솔고바이오메디칼,43100.0,2020/12,65.0,12.77,35.80305737542188,87.01,201.6574585635359,79.6943231441048,15.56,0.49,5.01,5.36,5.52,2020.0,431002021.0,0.0
679,(주)솔루에타,154040.0,2019/12,17.08,3.79,32.4300569710062,86.84,29.15335463258786,56.67701863354037,21.99,1.06,-9.14,-7.55,-1.19,2019.0,1540402020.0,0.0
680,(주)솔루에타,154040.0,2020/12,20.02,3.83,42.262444320984045,108.78,24.365821094793056,51.77304964539008,15.79,0.76,-7.45,-7.43,-7.17,2020.0,1540402021.0,0.0
681,(주)솔본,35610.0,2019/12,2215.01,5.12,1.570561049011178,91.08,0.0,368.6868686868687,4.37,0.18,41.48,4.94,5.05,2019.0,356102020.0,0.0
682,(주)솔본,35610.0,2020/12,908.26,1.79,2.063347192644424,89.89,1.8113245000248128,347.6190476190476,35.18,0.24,6.15,0.63,-1.13,2020.0,356102021.0,0.0
683,(주)솔트룩스,304100.0,2019/12,1098.82,15.6,7.337353370707119,31.91,0.0,122.48322147651008,7.93,0.47,3.73,4.15,46.1,2019.0,3041002020.0,0.0
684,(주)솔트룩스,304100.0,2020/12,455.62,10.44,8.54165046278292,37.87,0.0,75.72614107883817,14.98,0.49,1.5,1.21,49.46,2020.0,3041002021.0,0.0
685,(주)쇼박스,86980.0,2019/12,14685.8,42.19,14.880069724792852,37.78,0.0,49.59239130434782,13.3,0.49,2.08,2.38,0.06,2019.0,869802020.0,0.0
686,(주)쇼박스,86980.0,2020/12,18473.21,22.45,10.581665891112143,33.31,0.0,30.85376162299239,20.37,0.32,-1.78,-1.9,-4.35,2020.0,869802021.0,0.0
687,(주)수산아이앤티,50960.0,2019/12,56.81,11.66,4.273751445958859,46.34,13.88360593381514,102.24089635854342,25.0,0.25,4.57,3.9,4.75,2019.0,509602020.0,0.0
688,(주)수산아이앤티,50960.0,2020/12,72.59,14.19,4.909890733645523,67.52,23.472668810289388,91.25,22.94,0.31,7.18,5.31,5.62,2020.0,509602021.0,0.0
689,(주)수성이노베이션,84180.0,2019/12,-4.66,-2.84,65.28623111300277,129.95,72.56461232604373,100.82872928176796,12.85,0.53,-14.52,-38.3,2.2,2019.0,841802020.0,0.0
690,(주)수성이노베이션,84180.0,2020/12,5.7,3.16,60.03477588871715,94.43,71.42857142857143,84.10138248847926,15.84,0.48,-5.1,-11.82,26.81,2020.0,841802021.0,0.0
691,(주)수젠텍,253840.0,2019/12,-56.84,-14.21,46.362856954428544,43.77,151.45228215767634,149.59016393442624,17.28,0.11,-27.79,-47.52,57.86,2019.0,2538402020.0,0.0
692,(주)수젠텍,253840.0,2020/12,-257.38,-49.33,12.682906779196582,32.11,52.66955266955267,25.65003513703444,76.27,0.75,-73.73,-92.05,161.2,2020.0,2538402021.0,0.0
693,(주)슈프리마,236200.0,2019/12,651.59,23.35,8.007113855239757,44.26,54.31547619047619,49.39106901217862,24.76,0.71,26.32,21.63,26.11,2019.0,2362002020.0,0.0
694,(주)슈프리마,236200.0,2020/12,158.54,8.92,4.927545628424157,51.1,77.16701902748413,68.09701492537313,20.86,0.54,9.31,6.75,6.97,2020.0,2362002021.0,0.0
695,(주)슈프리마아이디,317770.0,2019/12,202.19,5.33,3.660011352698734,15.15,126.29757785467127,44.78527607361963,29.49,0.43,4.45,4.13,92.55,2019.0,3177702020.0,0.0
696,(주)슈프리마아이디,317770.0,2020/12,92.21,2.51,4.653604753836241,16.11,143.7007874015748,39.673913043478265,30.12,0.22,1.27,1.22,2.35,2020.0,3177702021.0,0.0
697,(주)슈프리마에이치큐,94840.0,2019/12,592.3,7.01,6.029101257688424,71.23,43.04245283018868,30.190239867659223,10.38,0.34,14.65,5.02,3.36,2019.0,948402020.0,0.0
698,(주)슈프리마에이치큐,94840.0,2020/12,423.3,4.65,4.876293297345929,68.27,35.33397870280736,28.96825396825397,13.68,0.4,10.03,3.57,3.29,2020.0,948402021.0,0.0
699,(주)슈피겐코리아,192440.0,2019/12,153.77,23.17,12.096139231406486,51.64,29.03739061256961,39.673913043478265,40.67,1.09,18.37,15.74,13.37,2019.0,1924402020.0,0.0
700,(주)슈피겐코리아,192440.0,2020/12,126.87,17.96,13.375290564366926,58.28,36.75730110775428,46.7948717948718,29.06,1.13,11.68,9.46,6.67,2020.0,1924402021.0,0.0
701,(주)스맥,99440.0,2019/12,-4.63,-1.39,54.85262016043711,71.29,133.6996336996337,177.18446601941747,5.92,0.68,-7.24,-15.16,2.03,2019.0,994402020.0,0.0
702,(주)스맥,99440.0,2020/12,-21.38,-7.25,57.52505896226416,76.97,148.3739837398374,190.10416666666669,6.07,0.56,-14.48,-31.0,-20.22,2020.0,994402021.0,0.0
703,(주)스카이문스테크놀로지,33790.0,2019/12,-86.13,-38.2,25.73529411764705,68.14,40.51054384017758,77.991452991453,31.09,0.15,-31.8,-45.63,-41.19,2019.0,337902020.0,0.0
704,(주)스카이문스테크놀로지,33790.0,2020/12,8.39,3.81,25.21243161448027,70.96,8.992362650899235,17.192651907677813,100.11,1.02,-3.4,-4.23,-3.62,2020.0,337902021.0,0.0
705,(주)스카이이앤엠,131100.0,2020/06,-121.53,-33.85,71.61879114302813,201.4,37.628865979381445,68.22429906542057,27.41,0.5,-64.04,-167.0,0.0,2020.0,1311002021.0,0.0
706,(주)스킨앤스킨,159910.0,2019/12,-72.04,-2.91,23.46657623670044,55.48,35.714285714285715,38.70625662778368,11.7,0.6,-20.48,-19.1,-2.27,2019.0,1599102020.0,0.0
707,(주)스킨앤스킨,159910.0,2020/12,-1778.43,-157.8,32.27427019687712,48.6,24.12425644415069,22.76980661260137,15.46,1.23,-129.5,-119.91,-72.37,2020.0,1599102021.0,0.0
708,(주)스타플렉스,115570.0,2019/12,-4.78,-1.11,52.4921853639071,99.78,79.6943231441048,81.11111111111111,19.48,0.67,-12.4,-18.89,-17.91,2019.0,1155702020.0,0.0
709,(주)스타플렉스,115570.0,2020/12,-57.23,-11.68,53.50096437987719,123.04,90.12345679012346,88.80778588807785,19.64,0.62,-20.09,-31.79,-18.25,2020.0,1155702021.0,0.0
710,(주)스튜디오산타클로스엔터테인먼트,204630.0,2019/12,-69.7,-9.16,28.30522631453345,89.73,19.55008034279593,77.991452991453,0.0,0.97,-34.94,-21.36,-19.27,2019.0,2046302020.0,0.0
711,(주)스튜디오산타클로스엔터테인먼트,204630.0,2020/12,-24.46,-3.59,46.67032656252599,107.86,130.35714285714286,18.863049095607234,0.0,0.38,-18.32,-21.3,-11.08,2020.0,2046302021.0,0.0
712,(주)스페코,13810.0,2019/12,1075.19,7.18,43.3357108614057,110.81,112.3076923076923,67.97020484171323,9.61,1.2,10.6,5.91,6.98,2019.0,138102020.0,0.0
713,(주)스페코,13810.0,2020/12,1293.15,8.13,43.55255291163458,115.03,114.0625,78.15845824411134,8.72,1.04,9.2,5.43,-2.59,2020.0,138102021.0,0.0
714,(주)스포츠서울,39670.0,2019/03,-274.9,-41.33,69.36088635786982,99.12,12.27716111671712,47.96320630749014,97.56,0.23,-65.93,-138.81,-30.58,2019.0,396702020.0,0.0
715,(주)스포츠서울,39670.0,2020/03,-187.55,-103.37,144.80473525059512,0.0,13.810064320847522,38.871139510117146,119.74,0.37,-62.03,0.0,0.0,2020.0,396702021.0,0.0
716,(주)승일,49830.0,2019/12,12.38,6.27,17.820108667044877,77.22,46.61558109833972,58.87096774193548,9.83,0.85,-0.37,-0.41,-1.14,2019.0,498302020.0,0.0
717,(주)승일,49830.0,2020/12,14.32,7.23,18.790896650068422,74.71,45.56803995006242,58.68167202572347,8.47,0.87,0.53,0.57,0.51,2020.0,498302021.0,0.0
718,(주)시공테크,20710.0,2019/12,64.32,9.95,32.29769657501206,64.94,0.0,36.94331983805668,10.53,1.31,9.83,10.01,9.74,2019.0,207102020.0,0.0
719,(주)시공테크,20710.0,2020/12,35.82,5.7,28.3700753365444,77.18,0.0,48.73164218958611,7.66,1.08,4.32,4.23,3.31,2020.0,207102021.0,0.0
720,(주)시너지이노베이션,48870.0,2019/12,143.38,10.67,37.58285730312918,146.36,45.17326732673267,84.49074074074073,21.21,0.57,27.02,9.25,43.11,2019.0,488702020.0,0.0
721,(주)시너지이노베이션,48870.0,2020/12,-254.73,-17.34,37.122750757170856,130.88,30.265339966832503,55.38694992412746,31.76,0.97,-114.7,-35.58,5.73,2020.0,488702021.0,0.0
722,(주)시노펙스,25320.0,2019/12,70.99,10.51,34.4180709733608,74.48,8.999013806706113,102.24089635854342,6.04,1.09,3.79,3.8,13.3,2019.0,253202020.0,0.0
723,(주)시노펙스,25320.0,2020/12,-11.0,-3.18,35.85553745056189,108.52,13.548626577579808,114.0625,4.59,0.99,-14.37,-13.72,-11.63,2020.0,253202021.0,0.0
724,(주)시스웍,269620.0,2019/12,82.73,5.84,21.07864158957708,46.27,83.52402745995423,229.55974842767296,15.96,0.45,5.75,4.57,7.37,2019.0,2696202020.0,0.0
725,(주)시스웍,269620.0,2020/12,94.63,4.44,38.18345418938231,73.69,189.119170984456,123.3108108108108,20.8,0.45,5.02,4.33,51.1,2020.0,2696202021.0,0.0
726,(주)시큐브,131090.0,2019/12,210.46,20.91,15.854634719035168,23.6,0.0216912907387697,107.03812316715542,4.54,0.53,15.12,17.83,18.19,2019.0,1310902020.0,0.0
