회사명,거래소코드,회계년도,자기자본배율,당좌비율,이자보상배율(이자비용),총자본회전률,재고자산회전률,총자본증가율,매출액증가율,부가가치율
(주)경동인베스트,012320,2005/12,1110.56,95.86,30.52,1.46,68.83,13.31,22.36,13.51
(주)경동인베스트,012320,2006/12,1212.75,107.51,22.39,1.61,72.54,7.88,22.04,11.72
(주)경동인베스트,012320,2007/12,1333.43,116.89,22.09,1.61,78.89,13.42,10.64,11.18
(주)경동인베스트,012320,2008/12,1486.89,117.45,35.06,2.08,103.79,11.64,45.11,8.39
(주)경동인베스트,012320,2009/12,1636.48,119.66,37.83,1.89,78.5,19.17,4.91,7.64
(주)경동인베스트,012320,2010/12,1872.35,124.92,61.78,2.18,80.66,18.28,37.47,7.03
(주)경동인베스트,012320,2011/12,2369.79,124.89,62.58,2.29,202.51,47.72,40.67,5.4
(주)경동인베스트,012320,2012/12,2691.24,122.69,52.51,2.28,2515.82,24.14,33.09,4.56
(주)경동인베스트,012320,2013/12,2966.22,130.17,66.34,2.29,2907.82,-0.6,10.83,3.55
(주)경동인베스트,012320,2014/12,3218.56,140.25,54.04,2.12,2705.46,-5.2,-9.93,3.98
(주)경동인베스트,012320,2015/12,3148.12,155.56,29.77,1.33,1371,-15.86,-43.63,2.75
(주)경동인베스트,012320,2016/12,3192.42,151.5,28.09,1.12,1033.82,-2.44,-24.51,7.37
(주)경동인베스트,012320,2017/12,2619.75,18036.29,999999999,0,1.2,-64.81,-99.94,879.96
(주)경동인베스트,012320,2018/12,2625.11,10508.05,-1131.57,0.02,169.75,0.23,1118.23,33.52
(주)경동인베스트,012320,2019/12,2607.24,571.15,-4.64,0.03,65.34,-0.69,15.82,3.2
(주)경동인베스트,012320,2020/12,2583.7,3096.31,24.34,0.02,45.58,-3.03,-10.88,44.6
(주)경방,000050,2000/12,5107.35,32.29,0.49,0.44,4.69,155.36,-20.04,36.48
(주)경방,000050,2001/12,4762.63,32.67,0.32,0.32,5.14,-2.65,3.4,26.8
(주)경방,000050,2002/12,3767.99,41.61,1.09,0.35,5.48,-3.19,7.26,31.73
(주)경방,000050,2003/12,3768.47,35.01,-0.25,0.35,4.79,0.49,-2.91,27.67
(주)경방,000050,2004/12,3672.64,34.61,-1.36,0.33,4.07,-3.6,-6.38,6.98
(주)경방,000050,2005/12,3677.43,42.28,0.65,0.32,3.97,-1.76,-5.71,21.02
(주)경방,000050,2006/12,3468.2,43.09,-0.3,0.28,4.12,17.15,-4.7,-5.93
(주)경방,000050,2007/12,4047.88,47.38,-5.77,0.26,4.11,-5.36,-2.6,66.36
(주)경방,000050,2008/12,3917.29,24.91,0.46,0.23,3.79,39.54,1.73,-4.62
(주)경방,000050,2009/12,7270.52,64.13,-1.07,0.16,4.77,85.48,14.52,21.31
(주)경방,000050,2010/12,7468.18,43.75,1.93,0.19,7.72,-2.91,53.57,26.16
(주)경방,000050,2011/12,6506,14.46,1.24,0.2,4.96,-5.58,1.28,14.98
(주)경방,000050,2012/12,6439.76,42.37,0.43,0.2,4.36,-2.27,-3.75,13.41
(주)경방,000050,2013/12,5501.5,49.54,2.9,0.21,6.16,-3.11,-0.24,21.9
(주)경방,000050,2014/12,4753.34,12.62,2.93,0.2,7.32,1.09,-2.95,21.11
(주)경방,000050,2015/12,4900.71,32.08,4.38,0.24,8.52,-1.22,19.75,20.74
(주)경방,000050,2016/12,5035.48,38.86,7.08,0.25,8.81,-1.79,1.99,21.2
(주)경방,000050,2017/12,5186.63,19.65,7.8,0.24,10.27,-3.07,-8.21,23.39
(주)경방,000050,2018/12,5319.56,51.11,7.97,0.23,9.62,2.29,-3.13,23.62
(주)경방,000050,2019/12,5403.79,139.4,6.99,0.2,10.24,5.68,-9.15,24.47
(주)경방,000050,2020/12,5540.49,28.15,4.79,0.18,24.37,-6.47,-10.84,25.62
(주)경보제약,214390,2000/12,77.03,12.82,1.53,1.08,3.78,0,0,18.16
(주)경보제약,214390,2001/12,124.74,44.33,1.22,0.87,3.38,25.37,-9.71,19.5
(주)경보제약,214390,2002/12,89.51,11.75,1.37,0.64,3.3,53.63,4.2,12.68
(주)경보제약,214390,2003/12,100.14,9,2.42,0.59,3.27,-5.43,9.29,14.64
(주)경보제약,214390,2004/12,110.39,19.5,2.13,0.63,3.37,4.52,5.41,13.63
(주)경보제약,214390,2005/12,44.7,28.53,0.19,0.69,3.88,-21.33,-0.58,-31.55
(주)경보제약,214390,2006/12,186.18,23.48,2.41,0.92,4.61,20.53,30.26,13.15
(주)경보제약,214390,2007/12,93.27,27.63,0.92,0.9,4.07,-7.52,3.05,4.88
(주)경보제약,214390,2008/12,133.43,39.66,2.8,1.14,4.78,30.48,40.21,12.74
(주)경보제약,214390,2009/12,209.8,35.05,3.82,1.34,5.18,9.02,38.58,16.91
(주)경보제약,214390,2010/12,307.24,43.41,5.93,1.37,5.21,14.92,15.24,20.03
(주)경보제약,214390,2011/12,375.48,66.61,5.6,1.24,4.9,7.75,0.13,20.07
(주)경보제약,214390,2012/12,499.39,57.53,9.56,1.29,4.61,1.94,8.85,22.94
(주)경보제약,214390,2013/12,624.66,85.33,19.13,1.27,4.63,12.62,6.15,24.07
(주)경보제약,214390,2014/12,635.15,63.5,25.51,1.12,4.51,24.4,4.66,29.66
(주)경보제약,214390,2015/12,1027.46,86.12,29.2,0.98,3.84,16.34,4.86,26.59
(주)경보제약,214390,2016/12,1082.55,75.17,16.24,0.94,3.85,4.22,4.88,22.49
(주)경보제약,214390,2017/12,1183.84,103.8,24.47,0.94,4.01,0.56,2.64,26.67
(주)경보제약,214390,2018/12,1246.61,108.83,19.43,0.94,3.97,8.18,5.05,23.66
(주)경보제약,214390,2019/12,1247.87,73.81,4.77,0.83,3.31,7.31,-4.79,20.63
(주)경보제약,214390,2020/12,1305.54,81.08,6.63,0.88,3.46,6.49,12.3,21.73
(주)경인양행,012610,2000/12,364.49,100.63,2.81,1.07,3.96,13.98,14.61,22.4
(주)경인양행,012610,2001/12,382.87,111.93,8.27,1.17,4.15,-0.58,16.48,27.91
(주)경인양행,012610,2002/12,400.41,141.23,44.16,1.34,4.49,1.05,14.74,21.42
(주)경인양행,012610,2003/12,415.77,113.91,949.34,1.2,4.11,10.06,-5.73,20.22
(주)경인양행,012610,2004/12,407.57,122.5,999999999,1.13,4.03,20.08,8.55,20.3
(주)경인양행,012610,2005/12,457.46,105.2,0.33,0.91,3.2,8.69,-8.12,11.28
(주)경인양행,012610,2006/12,447.95,106.13,-0.41,0.87,2.88,-5.03,-3.49,10.31
(주)경인양행,012610,2007/12,468.62,54.21,1.63,0.86,2.52,26.54,9.46,15.13
(주)경인양행,012610,2008/12,537.61,73.47,2.8,0.88,2.84,35.15,34.88,21.03
(주)경인양행,012610,2009/12,796.43,67.01,3.78,0.68,2.94,33.81,2.82,18.45
(주)경인양행,012610,2010/12,811.41,68.86,0.34,0.65,3.11,8.24,15.5,11.63
(주)경인양행,012610,2011/12,847.37,73.62,0.99,0.53,2.49,3.92,-13.62,10.36
(주)경인양행,012610,2012/12,864.6,79.37,1.54,0.58,3.13,-1.94,9.79,11.76
(주)경인양행,012610,2013/12,881.64,70.55,9.2,0.71,3.68,13.91,29.58,16.56
(주)경인양행,012610,2014/12,923.02,77.81,8.03,0.7,3.22,-2.64,3.98,14.76
(주)경인양행,012610,2015/12,920.4,61.98,0.07,0.65,2.92,2.41,-8.08,9.89
(주)경인양행,012610,2016/12,945.74,64.35,2.46,0.64,2.79,5.94,2.43,11.68
(주)경인양행,012610,2017/12,944.86,65.08,0.11,0.66,2.98,2.37,8.2,9.38
(주)경인양행,012610,2018/12,981.46,61.78,4.74,0.69,2.97,16.17,14.79,16.95
(주)경인양행,012610,2019/12,986.05,46.39,4.18,0.68,2.62,10.48,10.14,15.23
(주)경인양행,012610,2020/12,928.3,58.31,-1.56,0.56,2.43,1.32,-12.59,9.73
(주)계몽사,011840,2000/12,0,31.02,-0.38,1.67,15.92,0,0,38.71
(주)계몽사,011840,2002/09,20.27,57.6,-127.83,0.92,4.27,0,0,-50.61
(주)고제,002540,2000/12,114.26,55.35,0.53,0.73,8.19,13.64,66.09,19.03
(주)고제,002540,2001/12,0,3.3,-0.13,0.64,5.65,-50.4,-30,-439.14
(주)고제,002540,2002/12,103.77,96.77,0.21,0.97,6.76,-0.02,-0.38,37.84
(주)고제,002540,2003/12,97.31,43.7,-2.11,0.71,5.42,33.29,-14.61,21.11
(주)고제,002540,2004/12,80.8,38.55,-4.99,0.63,6.66,-14.28,-5.67,-9.25
(주)고제,002540,2005/12,50.55,47.32,-4.7,0.26,4.04,-36.14,-69.31,-94.01
(주)고제,002540,2006/12,99.73,27.84,-9.65,0.2,5.06,14.54,-33.98,-549.42
(주)고제,002540,2007/12,1.98,41.16,-3.68,0.19,7.52,16.5,7.5,-373.48
(주)고제,002540,2008/12,48.99,54.34,-2.78,0.02,2.12,18.01,-89.62,-826.22
(주)고제,002540,2009/12,64.23,51.69,0.65,0.23,19.7,-20.34,1231.94,-240.1
(주)고합,004460,2000/12,0,67.62,-0.27,0.41,7.05,-32.51,29.02,-45.69
(주)고합,004460,2001/12,0,98.97,-0.14,0.7,10.34,-68.45,-10.33,-15.71
(주)광명전기,017040,2000/12,-133.39,250.93,0.74,0.93,10.43,2.62,-23.48,19.73
(주)광명전기,017040,2002/11,223.11,482.21,13.92,1.05,6.89,0,0,16.68
(주)광명전기,017040,2003/11,236.89,504.13,26.55,0.96,7.43,9.26,-4.66,22.56
(주)광명전기,017040,2004/11,228.95,178.8,5.01,0.78,7.83,16.12,-7.47,24.24
(주)광명전기,017040,2005/12,255.74,163.8,-0.69,0.69,12.22,0,0,22.03
(주)광명전기,017040,2006/12,271.67,208.2,1.71,0.69,9.95,1.74,0.73,29.47
(주)광명전기,017040,2007/12,279.73,118.15,0.44,0.5,5.83,12.68,-21.87,13.78
(주)광명전기,017040,2008/12,281.38,108.6,0.5,0.62,6.82,14.88,40.5,8.07
(주)광명전기,017040,2009/12,279.61,106.34,1.58,0.64,6.51,-5.82,7.8,9.58
(주)광명전기,017040,2010/12,280.84,101.18,2.06,0.8,7.69,6.8,23.79,7.93
(주)광명전기,017040,2011/12,262.99,106.14,1.57,0.61,6.57,12.92,-15.04,8.28
(주)광명전기,017040,2012/12,254.45,104.39,4.22,0.78,7.25,4.23,36.83,4.82
(주)광명전기,017040,2013/12,280.56,128.4,11.17,0.86,7.17,1.21,13.9,13.81
(주)광명전기,017040,2014/12,311.69,132.64,17.71,1.03,8.71,13.56,28.18,13.11
(주)광명전기,017040,2015/12,328.93,164.78,9.32,0.82,7.39,-10.08,-19.69,9.88
(주)광명전기,017040,2016/12,398.43,162.16,11.76,0.83,9.89,16.42,4.23,25.32
(주)광명전기,017040,2017/12,394.26,148.75,14.7,0.83,11.61,2.77,8.41,3.15
(주)광명전기,017040,2018/12,406.07,160.38,9.92,0.77,9.63,-3.66,-7.74,10.52
(주)광명전기,017040,2019/12,434.66,169.46,22.79,0.94,13.39,13.24,28.94,10.15
(주)광명전기,017040,2020/12,456.4,178.63,32.41,0.78,11.22,6.39,-9.98,10.43
(주)광주신세계,037710,2000/12,336.12,33.73,212.05,2.93,12.46,13.15,14.24,12.94
(주)광주신세계,037710,2001/12,635.32,41.9,47790.34,2.6,13.03,29.21,7.82,15.47
(주)광주신세계,037710,2002/12,899.92,50.75,999999999,2.13,11.96,26,4.27,16.51
(주)광주신세계,037710,2003/12,1066.99,98.21,999999999,0.72,7.23,-11.7,-64.39,38.92
(주)광주신세계,037710,2004/12,1200.33,132.83,999999999,0.69,63.83,6.22,-7.24,36.22
(주)광주신세계,037710,2005/12,1417.05,106.82,999999999,0.62,74.52,7.02,-3.95,46.29
(주)광주신세계,037710,2006/12,1657.31,67.24,999999999,0.84,68.51,19.68,52.74,35.14
(주)광주신세계,037710,2007/12,1974.62,127.25,999999999,0.91,57.82,15.24,27.26,34.13
(주)광주신세계,037710,2008/12,2338.29,200.24,999999999,0.83,58.43,11.13,2.87,35.66
(주)광주신세계,037710,2009/12,2769.78,267.38,999999999,0.73,59.62,16.6,0.88,37.95
(주)광주신세계,037710,2010/12,3296.31,324.7,999999999,0.7,62.23,17.56,11.08,39.4
(주)광주신세계,037710,2011/12,3877.68,386.78,999999999,0.62,50.86,14.98,3.06,41.96
(주)광주신세계,037710,2012/12,4520.2,429.24,999999999,0.53,44.6,13.11,-2.65,42.15
(주)광주신세계,037710,2013/12,5108.64,14.79,13.07,0.38,45.64,52.41,-3.37,43.29
(주)광주신세계,037710,2014/12,5607.81,19.73,10.46,0.31,44.86,-0.55,-0.86,43.28
(주)광주신세계,037710,2015/12,6142.26,16.98,15.34,0.31,41.78,1.03,0.25,44.91
(주)광주신세계,037710,2016/12,6678.63,22.37,30.68,0.32,39.81,-0.61,2.48,44.03
(주)광주신세계,037710,2017/12,7242.05,37.15,86.86,0.32,38.67,-0.07,-0.37,44.31
(주)광주신세계,037710,2018/12,7758.21,100.09,715.98,0.2,33.78,6.29,-35.5,65.12
(주)광주신세계,037710,2019/12,8264.87,132.65,193.26,0.21,57.24,8.07,14.54,56.55
(주)광주신세계,037710,2020/12,8728.35,197.04,165.49,0.19,51.93,4.25,-4.76,56.76
(주)국동,005320,2000/12,464.06,161.99,14.31,1.59,15.41,-3.05,-14.17,11.35
(주)국동,005320,2001/12,487.24,140.1,10.6,1.63,15.79,18.14,10.11,8.56
(주)국동,005320,2002/12,480.55,100.24,6.45,1.61,13.14,7.93,11.45,5.82
(주)국동,005320,2003/12,462.33,78.35,6.23,1.52,8.92,18.18,6.4,11.19
(주)국동,005320,2004/12,432.88,78.07,2.63,1.34,6.9,4.94,-1.94,9.98
(주)국동,005320,2005/12,349.98,87.89,1.92,1.38,7.31,-9.17,0.54,9.38
(주)국동,005320,2006/12,300.6,85.8,1.12,1.44,8.15,-1.32,-1.22,5.54
(주)국동,005320,2007/12,270.92,102.1,-0.23,1.19,6.91,-2.76,-18.9,4.08
(주)국동,005320,2008/12,161.01,95.25,-1.22,1.34,8.86,0.59,11.08,-3.63
(주)국동,005320,2009/12,58.79,79.95,1.58,1.31,9.56,-48.49,-25.54,-3.88
(주)국동,005320,2010/12,59.78,37.66,2.42,2.13,10.57,1.57,11.37,4.84
(주)국동,005320,2011/12,134.41,37.18,-0.23,2.11,9.54,-19.64,-10.08,-2.11
(주)국동,005320,2012/12,138.44,29.85,1.48,2.34,11.25,-15.32,-8.56,5.31
(주)국동,005320,2013/12,260.51,42.25,3.66,2.52,10.48,12.24,4.58,8.58
(주)국동,005320,2014/12,610.57,89.78,5.87,2.52,12.84,32.84,23.14,9.26
(주)국동,005320,2015/12,953.78,57.41,4.23,1.71,9.3,24.07,-13.09,13.81
(주)국동,005320,2016/12,1355.08,118.63,4.82,1.67,8.66,30,24.26,11.42
(주)국동,005320,2017/12,592.95,81.3,-1.26,1.61,9.05,-12.73,2.15,-1.01
(주)국동,005320,2018/12,607.88,89.99,1.01,1.76,10.94,7.42,5.23,7.01
(주)국동,005320,2019/12,393.89,168.08,-6.67,1.31,10.02,19.98,-15.08,-0.73
(주)국동,005320,2020/12,356.19,125.6,9.44,1.44,14.83,39.6,43.81,9.21
(주)국보,001140,2000/12,403.85,63.32,0.74,1.08,262.82,32.74,8.75,89.97
(주)국보,001140,2001/12,401.64,62.5,0.96,1.21,263.08,-0.6,27.28,79.41
(주)국보,001140,2002/12,412.82,65.67,1.44,1.35,291.37,8.28,16.43,77.69
(주)국보,001140,2003/12,421.89,62.39,1.13,1.28,229.88,7.88,2.22,25.93
(주)국보,001140,2004/12,431.45,67.45,0.99,1.26,193.23,10.07,7.36,9.66
(주)국보,001140,2005/12,427.71,65.33,0.77,1.23,167.52,1.59,3.12,9.14
(주)국보,001140,2006/12,416.23,61.5,-0.23,1.18,168.23,-2.89,-4.45,7.94
(주)국보,001140,2007/12,422.32,60.83,0.89,1.29,225.67,1.99,8.14,7.79
(주)국보,001140,2008/12,410.21,62.5,0.68,1.46,214.07,0.9,14.91,7.22
(주)국보,001140,2009/12,419.73,67.04,1.1,1.35,165.18,-1.58,-7.97,8.61
(주)국보,001140,2010/12,434.46,64.72,1.18,1.52,176.4,0.1,11.95,7.73
(주)국보,001140,2011/12,659.48,73.39,0.29,1.4,178.79,36.23,8.94,6.51
(주)국보,001140,2012/12,616.28,69.29,0.51,1.14,153.95,-3.55,-7.71,7.3
(주)국보,001140,2013/12,538.86,64.18,0.32,1.15,146.14,1.02,-0.17,1.46
(주)국보,001140,2014/12,408.54,54.84,-1.1,0.98,127.15,-7.71,-17.56,-1.45
(주)국보,001140,2015/12,333.17,49.38,-1.41,1.02,158.13,-8.49,-5.11,2.59
(주)국보,001140,2016/12,257,45.15,-0.35,0.99,196.92,-3.33,-8.79,0.55
(주)국보,001140,2017/12,190.68,38.91,-2.36,1.01,190.92,-9.9,-4,0.04
(주)국보,001140,2018/12,137.65,40.3,-3.67,1.16,176.11,-34.69,-10.36,6.23
(주)국보,001140,2019/12,102.47,46.21,-0.74,1.13,168.13,26.03,-12.9,-5.77
(주)국보,001140,2020/12,126.39,61.29,-3.35,0.81,25.37,29.07,-8.59,-1.58
(주)금비,008870,2000/09,535.26,92.31,3.08,1.16,18.68,-5.82,12.62,36.93
(주)금비,008870,2001/09,679.91,92.53,9.42,1.42,24.59,4.33,20.92,33.72
(주)금비,008870,2002/09,846.2,96.5,17.05,1.45,25.69,11.37,10.44,36.51
(주)금비,008870,2003/09,1009.9,225.04,27.47,1.41,22.76,3.17,3.87,34.59
(주)금비,008870,2004/09,1189.53,310.68,31.22,1.23,24.97,17.22,-3.32,33.34
(주)금비,008870,2005/09,1382.79,273.61,27.35,1.06,28.39,18.95,1.14,26.24
(주)금비,008870,2006/09,1480.64,322.37,12.83,0.8,16.76,-2.66,-18.94,22.8
(주)금비,008870,2007/09,1584.7,310.27,29.77,0.81,13.08,3.67,1.33,21.81
(주)금비,008870,2008/09,1548.98,319.88,17.94,0.84,17.67,-1.81,4.78,12.55
(주)금비,008870,2009/09,1576.75,332.26,43.28,0.82,18.71,1.48,-1.65,16.94
(주)금비,008870,2010/09,1571.32,327.84,7.46,0.77,12.96,-0.22,-6.3,15.68
(주)금비,008870,2011/09,1646.52,91.41,1.47,0.77,12.53,47.63,24.66,18.42
(주)금비,008870,2012/09,1525.73,88,0.28,0.61,9.78,-5.79,-8.08,12.27
(주)금비,008870,2013/09,1519.22,59.38,0.37,0.62,9.2,0.34,-1.52,11.19
(주)금비,008870,2014/09,1479.03,52.47,-0.96,0.6,9.09,4.67,-1.6,8.6
(주)금비,008870,2015/09,1509.95,48.73,5.04,0.67,10.75,3.05,16,12.84
(주)금비,008870,2016/09,1605.69,59.97,5.75,0.67,10.47,9.19,7.15,16.63
(주)금비,008870,2017/09,1618.75,71.83,0.83,0.53,8.47,-4.6,-19.88,14.15
(주)금비,008870,2018/09,1670.72,76.85,2.76,0.61,10.4,1.12,12.96,14.17
(주)금비,008870,2019/09,1692.05,64.43,1.38,0.61,10.43,1.03,0.76,13.15
(주)금비,008870,2020/09,1639.48,62.05,-2.66,0.52,8.33,2.83,-13.27,7.92
(주)금양,001570,2000/12,283.04,73.17,-0.79,0.49,6.94,12.62,-16.82,16.57
(주)금양,001570,2001/12,190.92,61.42,-0.27,0.52,7.68,-8.99,8.19,24.26
(주)금양,001570,2002/12,17.06,34.51,-0.08,0.64,7.19,-46.86,-11.09,-34.45
(주)금양,001570,2003/12,73.16,68.66,0.21,0.79,5.69,-16.85,-21.67,10.59
(주)금양,001570,2004/12,64.5,77.69,0.93,0.99,8.36,-5.69,10.86,13.99
(주)금양,001570,2005/12,106.66,79,1.67,1.21,13.97,2.32,20.11,19.21
(주)금양,001570,2006/12,102.68,64.06,0.97,1.03,10.94,1.24,-13.11,11.86
(주)금양,001570,2007/12,108.9,80.5,0.55,0.98,10.1,20.11,5.3,8.7
(주)금양,001570,2008/12,231.1,89.74,1.74,0.81,10.26,62.35,17.72,14.41
(주)금양,001570,2009/12,216.72,87.83,1.01,0.74,12.59,13.4,21.55,8.96
(주)금양,001570,2010/12,211.02,67.56,1.57,0.91,16.65,6.9,34.63,7.06
(주)금양,001570,2011/12,218.66,61.14,1.82,0.89,16.19,20.63,11.24,9.2
(주)금양,001570,2012/12,230.03,61.51,1.71,0.86,15.46,2.51,7.29,10.2
(주)금양,001570,2013/12,230.85,65.36,1.54,0.98,17.06,12.02,21.95,6.78
(주)금양,001570,2014/12,236.23,61.26,2.42,0.96,14.28,1.86,4.47,7.57
(주)금양,001570,2015/12,237.35,52.83,2.98,1.01,14.95,8.5,10.51,6.79
(주)금양,001570,2016/12,113.02,38.52,2.64,0.97,19.75,11.1,5.61,-13.6
(주)금양,001570,2017/12,146.34,38.54,1.75,0.88,19.48,-4.48,-6.33,8.39
(주)금양,001570,2018/12,227.58,37.88,1.86,0.94,17.26,-6.95,0.58,20.73
(주)금양,001570,2019/12,158.94,40.92,1.49,0.83,13.97,10.56,-10.39,-4.22
(주)금양,001570,2020/12,210.55,63.45,0.71,0.73,12.01,-6.87,-11.03,8.63
(주)금호에이치티,214330,2000/12,287.58,75.06,5.68,1.09,8.15,0,0,49.83
(주)금호에이치티,214330,2001/12,350.85,77.89,5.2,1.09,7.6,-6.3,-3.18,49.36
(주)금호에이치티,214330,2002/12,460.39,138.08,11.54,1.23,8.07,-2.38,8.05,28.52
(주)금호에이치티,214330,2003/12,557.76,167.4,24.14,1.34,8.29,14.48,15.5,28.42
(주)금호에이치티,214330,2004/12,639.74,189.32,25.28,1.48,7.46,6.38,21.68,23.34
(주)금호에이치티,214330,2005/12,784.93,200.87,37.26,1.6,6.9,26.96,26.53,24.23
(주)금호에이치티,214330,2006/12,902.73,262.7,32.04,1.33,6.04,9.69,-2.92,22.99
(주)금호에이치티,214330,2007/12,1030.92,323.23,27.3,1.16,6.04,14.71,-1.65,24.24
(주)금호에이치티,214330,2008/12,1148.35,253.78,14.64,1.1,5.12,9.97,5.76,21.41
(주)금호에이치티,214330,2009/12,1268.75,210.87,12.35,1.24,5.56,15.73,27.71,14.84
(주)금호에이치티,214330,2010/12,1480.73,179.5,36.62,1.6,7.71,21.14,53.11,17.95
(주)금호에이치티,214330,2011/12,1700.99,127.68,25.56,1.55,6.64,31.94,23.3,13.61
(주)금호에이치티,214330,2012/12,1861.91,106.58,14.69,1.53,6.13,21.92,24.74,9.6
(주)금호에이치티,214330,2013/12,2115.58,106.08,23.02,1.52,6.07,14.24,16.53,12.63
(주)금호에이치티,214330,2014/12,2695.91,167.66,22.21,1.85,9.03,17.48,41.3,14.17
(주)금호에이치티,214330,2015/12,1681.87,240.4,30.7,1.72,9.62,6.84,3.74,17.33
(주)금호에이치티,214330,2016/12,1898.91,187.27,18.66,1.45,9.07,38.79,4.38,15.17
(주)금호에이치티,214330,2017/12,1998.17,188.16,12,1.11,7.78,-3.54,-12.78,10.81
(주)금호에이치티,214330,2018/12,1655.8,147.63,2.94,1,7.06,57.28,14.36,10.57
(주)금호에이치티,214330,2019/12,1531.39,129.11,0.4,0.81,6.94,36.65,17.16,10.37
(주)금호에이치티,214330,2020/12,384.73,150.62,-0.48,0.56,6.39,5.94,-18.29,4.76
(주)기린,006070,2000/12,458.66,164.84,0.75,0.93,19.85,-4.8,1.95,36.09
(주)기린,006070,2001/12,393.28,149.9,0.34,0.93,19.69,-5.19,-4.55,35.8
(주)기린,006070,2002/12,302.05,69.66,-0.02,0.87,17.88,-11.38,-14.58,33.27
(주)기린,006070,2003/12,139.03,94.82,-2.61,0.93,17.01,-10.11,-3.88,17.41
(주)기린,006070,2004/12,129.12,88.46,0.38,1.11,19.06,-8.45,7.69,14.58
(주)기린,006070,2005/12,132.07,92.2,2,1.15,18.33,9.39,4.1,18.61
(주)기린,006070,2006/12,185.35,115.61,-3.07,0.75,12.87,70.43,-8.17,38.39
(주)기린,006070,2007/12,120.63,54.78,-2.31,0.62,13.23,33.39,21.75,6.54
(주)기린,006070,2008/12,93.32,46.24,-1.82,0.57,13.25,3.75,7.35,-0.36
(주)까뮤이앤씨,013700,2000/12,384.25,77.58,1,0.48,1.69,-2.43,0.37,24.94
(주)까뮤이앤씨,013700,2001/12,388.69,75.11,1.13,0.46,1.37,-4.04,-6.85,20.35
(주)까뮤이앤씨,013700,2002/12,390.84,92.53,1.28,0.48,1.6,-7.87,-0.96,15.93
(주)까뮤이앤씨,013700,2003/12,401.1,98.49,1.59,0.59,2.11,-5.79,13.05,14.51
(주)까뮤이앤씨,013700,2004/12,411.29,107.99,2.48,0.62,2.48,4.97,5.46,14.67
(주)까뮤이앤씨,013700,2005/12,448.95,117.63,4.6,0.63,2.78,-0.81,2.53,15.06
(주)까뮤이앤씨,013700,2006/12,466.47,111.01,3.06,0.6,2.75,-3.61,-5.5,13.95
(주)까뮤이앤씨,013700,2007/12,478.15,96.49,8.84,0.54,2.53,4.04,-9.97,8.72
(주)까뮤이앤씨,013700,2008/12,702.1,102.79,4.93,0.72,4.16,72.31,84.56,6.8
(주)까뮤이앤씨,013700,2009/12,718.74,125.47,1.66,0.9,7.68,33.58,85.03,3.94
(주)까뮤이앤씨,013700,2010/12,726.55,118,2.27,0.61,10.36,-4.75,-24.84,6.54
(주)까뮤이앤씨,013700,2011/12,204.12,39.47,-13.76,0.3,14,-29.23,-58.95,-143.77
(주)까뮤이앤씨,013700,2012/12,180.56,89.89,0.46,0.4,18.25,-18.24,1.03,8.11
(주)까뮤이앤씨,013700,2013/12,149.34,92.36,-0.14,0.45,25.93,-17.62,-8.14,0.86
(주)까뮤이앤씨,013700,2014/12,158.12,40.08,0.4,0.83,92.72,-22.66,47.86,10.16
(주)까뮤이앤씨,013700,2015/12,202.81,98.26,1.65,1.02,90.94,-0.14,7.12,10.56
(주)까뮤이앤씨,013700,2016/12,226.4,93.63,1.92,1.03,101.28,10.44,5.54,8.59
(주)까뮤이앤씨,013700,2017/12,261.81,101.78,4.85,1.22,121.29,-2.13,23.24,10.17
(주)까뮤이앤씨,013700,2018/12,263.83,65.51,2.29,0.82,67.2,1.65,-32.46,11.44
(주)까뮤이앤씨,013700,2019/12,314.19,139.07,5.87,1.82,176.64,18.73,143.7,8.46
(주)까뮤이앤씨,013700,2020/12,366.61,102.94,1.27,0.97,121.7,-1.57,-42.94,12.1
(주)나이스홀딩스,034310,2000/12,169.77,84.36,10.29,0.9,0,0,0,61.86
(주)나이스홀딩스,034310,2001/12,197.97,114.23,20.72,1.11,0,-2.35,22.86,16.57
(주)나이스홀딩스,034310,2002/12,226.33,40.77,46.95,0.7,0,24.4,-30.31,18.17
(주)나이스홀딩스,034310,2003/12,231.65,43.89,8.17,0.78,0,2,25.15,61.08
(주)나이스홀딩스,034310,2004/12,249.08,226.72,42.44,0.93,0,17.23,29.92,69.14
(주)나이스홀딩스,034310,2005/12,260.54,182.56,999999999,0.86,0,11.19,5.16,70.05
(주)나이스홀딩스,034310,2006/12,298.44,230.49,999999999,0.88,0,19.3,18.55,70.55
(주)나이스홀딩스,034310,2007/12,325.55,233.08,999999999,0.8,0,5.06,2.05,73.14
(주)나이스홀딩스,034310,2008/12,352.38,117.05,4.74,0.53,0,38.23,-20,72.17
(주)나이스홀딩스,034310,2009/12,468.38,147.22,5.77,0.51,0,26.86,27.2,62.91
(주)나이스홀딩스,034310,2010/12,1480.37,88.87,-1.94,0.05,0,47.52,-86.86,131.52
(주)나이스홀딩스,034310,2011/12,1490.53,84.88,4.56,0.08,0,-5,98.29,60.16
(주)나이스홀딩스,034310,2012/12,1669.89,522.95,21.05,0.1,0,-0.94,16.39,66.87
(주)나이스홀딩스,034310,2013/12,1690.04,276.21,999999999,0.07,0,4.24,-24.3,70.29
(주)나이스홀딩스,034310,2014/12,1714.43,26.97,10.42,0.07,0,10,1.09,79.17
