회사명,거래소코드,회계년도,소속코드,상장폐지일,감사의견코드,자기자본증가율,경영자본순이익률,총자본순이익률,자기자본순이익률,순운전자본비율,비유동장기적합률,경영자본회전률,매입채무회전률,총자본투자효율,설비투자효율,재고자산회전률,매출채권회전률,자산총계(요약)(백만원),부채총계(요약)(백만원)
(주)TCC스틸,002710,2018/12,1,,UQ,9.73,4.62,2.93,8.05,17.37,74.97,2.15,14.82,8.89,55.55,6.37,8.35,268136,169784
(주)TCC스틸,002710,2019/12,1,,UQ,-0.86,1.14,0.74,2.04,-11.48,126.45,1.95,13.69,7.91,47.93,5.23,9.12,270265,172764
(주)TCC스틸,002710,2020/12,1,,UQ,0.77,-1.89,-1.2,-3.24,-3.28,106.02,1.93,18.48,4.73,26.65,5.5,8.69,261205,162955
(주)갑을,009840,2000/12,4,2003/04/16,UQ,0,-22.52,-20.71,0,-46.03,422.19,0.8,2.58,4.92,9.28,5.32,7.65,331668,723421
(주)갑을,009840,2001/12,4,2003/04/16,DS,0,-84.98,-68.85,0,-8.21,111.98,0.98,4.56,-29.45,-104.76,9.67,6.51,672452,639912
(주)갑을,009840,2002/12,4,2003/04/16,,0,-59.53,-44,0,-34,0,0.58,3.32,-36.11,-142.15,6.03,3.25,436621,632846
(주)강원랜드,035250,2000/12,1,,,,,,,,,,,,,,,342867,76956
(주)강원랜드,035250,2001/12,1,,,0,36.82,31.4,47.32,36.96,46.05,0.78,541.17,55.64,449.1,848.12,3028.55,695214,233955
(주)강원랜드,035250,2002/12,1,,,38.32,39.9,29.11,40.21,22.25,71.52,0.86,556.29,43.26,304.99,910.73,3933.79,823397,185397
(주)강원랜드,035250,2003/12,1,,,34.55,31.22,24.15,30.7,17.9,77.85,0.92,457.06,40.1,84.89,1062.88,4227.05,1078516,220117
(주)강원랜드,035250,2004/12,1,,,24.34,25.78,22.63,28.17,26.65,67.67,0.73,398.05,32.45,83.5,908.04,2357.2,1318310,250996
(주)강원랜드,035250,2005/12,1,,,18.04,23.96,21.04,25.7,30.13,64.22,0.68,515.61,29.65,71.82,1402.92,1863.31,1525390,265559
(주)강원랜드,035250,2006/12,1,,,9.79,16.57,15.32,18.76,21.59,73.9,0.58,437.61,23.09,41.08,2781.35,561.5,1711967,328799
(주)강원랜드,035250,2007/12,1,,,13.47,18.18,15.68,19.83,8.26,89.6,0.66,405.79,23.39,47.96,2766,348.33,2022204,452783
(주)강원랜드,035250,2008/12,1,,,3.95,19.78,15.09,19.32,10.27,87.25,0.74,460.29,25.16,57.93,1166.01,324.13,2076415,445042
(주)강원랜드,035250,2009/12,1,,UQ,15.84,22.1,17.48,22.15,24.19,69.61,0.68,631.65,25.01,65.98,724.81,443.3,2386535,496821
(주)강원랜드,035250,2010/12,1,,UQ,11.19,19.95,16.88,21.14,23.46,71.07,0.62,766.49,24.54,57.01,696.07,468.82,2609745,508617
(주)강원랜드,035250,2011/12,1,,UQ,8.43,16.86,14.73,17.97,24.8,70.44,0.54,692.01,21.82,50.01,599.11,297.5,2730284,452082
(주)강원랜드,035250,2012/12,1,,UQ,4.61,11.89,10.5,12.72,20.6,74.96,0.52,627.98,16.45,36.55,750.25,247.38,2915386,532225
(주)강원랜드,035250,2013/12,1,,UQ,5.91,11.58,9.74,11.95,14.96,81.69,0.54,609.68,15.65,37.35,1007.39,232.36,3105430,581467
(주)강원랜드,035250,2014/12,1,,UQ,7.62,13.82,11.22,13.89,21.59,73.56,0.57,544.44,17.25,46.91,1106.13,269.39,3380462,664287
(주)강원랜드,035250,2015/12,1,,UQ,10.36,14.59,12.18,15.07,29.1,64.52,0.55,474.78,18.08,54.62,1154.03,330.09,3688060,690618
(주)강원랜드,035250,2016/12,1,,UQ,8.52,14.41,11.87,14.56,27.2,66.81,0.54,506.5,17.35,57.4,1156.25,377.05,3975980,723242
(주)강원랜드,035250,2017/12,1,,UQ,7.63,13.05,10.72,12.94,35.27,57.88,0.48,497.37,15.85,57.01,1228.69,362.92,4182527,681738
(주)강원랜드,035250,2018/12,1,,UQ,2.45,8.86,7.07,8.39,26.35,69,0.43,414.87,11.78,39.17,1175.54,199.93,4229631,643178
(주)강원랜드,035250,2019/12,1,,UQ,3.68,10.27,7.75,9.19,27.45,67.83,0.46,409.09,12.98,43.72,635.66,173.28,4436462,718029
(주)강원랜드,035250,2020/12,1,,UQ,-12.74,-8.7,-6.91,-8.01,31.84,65,0.15,187.83,-7.53,-20.95,165,96.91,3635974,391230
(주)갤럭시아에스엠,011420,2000/12,1,,UQ,9.49,3.6,3.39,9.77,9.24,75.56,1.36,24.33,19.89,91.27,3.1,11.52,64723,42377
(주)갤럭시아에스엠,011420,2001/12,1,,UQ,5.13,2.51,2.27,6.03,24.13,61.55,1.16,28.74,20.84,87.59,2.41,10.44,56793,33300
(주)갤럭시아에스엠,011420,2002/12,1,,,-22.79,-8.46,-7.43,-21.39,11.02,72.22,1.19,25.1,8.11,48.19,2.08,13.73,63136,44999
(주)갤럭시아에스엠,011420,2003/12,1,,UQ,-17.95,-5.6,-4.89,-18.29,5.68,86.46,1.18,22.52,7.38,67.28,2.09,15.48,60396,45515
(주)갤럭시아에스엠,011420,2004/12,1,,UQ,16.09,0.68,0.54,1.68,27.11,55.58,0.76,17.1,11.39,499.35,1.35,8.72,40475,23199
(주)갤럭시아에스엠,011420,2005/12,1,,UQ,-38.98,-25.95,-17.63,-46.71,13.81,74.52,1.3,16.86,-8.06,-132.56,2.13,10.39,33227,22684
(주)갤럭시아에스엠,011420,2006/12,1,,UQ,0,-13.45,-11.3,0,-43.42,0,0.89,21.84,31.86,3943.1,5.3,10.37,92048,94682
(주)갤럭시아에스엠,011420,2007/12,1,,,0,4.98,4.49,0,-31.11,163.46,0.64,38.07,45.88,5163.35,20.33,12.92,66751,54253
(주)갤럭시아에스엠,011420,2008/12,1,,,57.81,-5.81,-5.1,-19.32,8.2,86.07,1.02,58.98,39.14,4469.84,0,21.12,55301,35577
(주)갤럭시아에스엠,011420,2009/12,1,,,16.02,4.78,3.89,9.31,12.91,79.56,1.15,37.73,48.49,6641.3,0,11.77,46564,23681
(주)갤럭시아에스엠,011420,2010/12,1,,,-4.6,1.43,1.08,1.97,7.61,88.72,1.38,44.28,26.47,2209.47,0,10.49,35032,13202
(주)갤럭시아에스엠,011420,2011/12,1,,UQ,12.41,10.57,7.92,12.94,13.07,81.47,1.12,35.85,32.92,5079.88,0,7.25,40712,16172
(주)갤럭시아에스엠,011420,2012/12,1,,UQ,2.5,0.74,0.55,0.9,22.98,66.72,1.23,28.38,19.9,3274.05,0,7.89,40170,15016
(주)갤럭시아에스엠,011420,2013/12,1,,UQ,-10.66,-5.29,-3.82,-5.96,18.12,74.91,1.15,22.72,6.42,849.53,0,7.6,34159,11686
(주)갤럭시아에스엠,011420,2014/12,1,,UQ,4.14,-3.51,-2.49,-4.06,17.78,72.1,1.24,24.36,3.71,884.23,163.36,6.78,40528,17126
(주)갤럭시아에스엠,011420,2015/12,1,,UQ,116.5,6.56,4.78,6.96,37.98,51.15,1.37,29.15,10.32,1617.91,266.03,8.8,67197,16531
(주)갤럭시아에스엠,011420,2016/12,1,,UQ,-11.48,-3.4,-2.54,-3.27,42.39,48.54,0.99,16.23,3.27,389.33,0,7.1,55826,10979
(주)갤럭시아에스엠,011420,2017/12,1,,UQ,-9.71,-15.35,-11.26,-13.83,36.05,57.04,0.96,11.44,-6.8,-955.04,0,5.37,48958,8464
(주)갤럭시아에스엠,011420,2018/12,1,,UQ,-33.82,-59,-38.1,-46.6,23.66,70.69,0.83,9.44,-40.02,-5302.88,0,4.09,33338,6540
(주)갤럭시아에스엠,011420,2019/12,1,,UQ,-18.65,-7.26,-4.47,-5.66,25.97,66.56,1.52,18.86,6.45,355.53,0,8.19,28242,6443
(주)갤럭시아에스엠,011420,2020/12,1,,,-4.95,4.86,3.46,4.63,27.46,64.53,0.97,20.29,13.89,142.91,0,5.97,28555,7835
(주)건영,012720,2000/12,4,2003/10/02,,-104.68,-31.08,-28.62,-207.51,66.02,20.8,0.29,4.76,-17.58,-162.84,0.65,1.51,642228,652047
(주)건영,012720,2001/12,4,2003/10/02,,0,3.05,3.01,21.01,59.59,19.92,0.29,4.46,17.23,144.63,0.62,1.55,589730,403636
(주)건영,012720,2002/12,4,2003/10/02,,-32.59,-6.01,-5.92,-20.73,54.84,23.83,0.3,6.02,6.2,45.83,0.64,2.97,500406,374954
(주)경농,002100,2000/12,1,,,13.2,3.16,2.86,6.02,16.99,77.86,0.79,7.09,20.09,45.35,2.77,12.13,152882,73869
(주)경농,002100,2001/12,1,,UQ,5.73,4.27,3.78,7.31,13.69,78.97,0.82,6.53,20.41,53.39,2.45,15.02,161414,77876
(주)경농,002100,2002/12,1,,,7.13,4.2,3.75,7.01,17.02,76.18,0.77,7.04,18.76,48.02,2.25,10.82,162208,72711
(주)경농,002100,2003/12,1,,UQ,-0.85,0.34,0.31,0.56,14.64,78.23,0.74,7.2,12.75,31.7,2.11,8.59,154251,65514
(주)경농,002100,2004/12,1,,UQ,5.33,3.27,3.03,5.05,30.76,64.28,0.8,7.18,15.77,38.08,2.32,10.2,149071,55601
(주)경농,002100,2005/12,1,,UQ,8.75,6.18,5.76,9.2,37.16,56.01,0.82,7.33,18.01,49.33,2.4,13.19,162897,61245
(주)경농,002100,2006/12,1,,UQ,8.81,8.5,7.91,12.53,20.72,69.7,0.78,7.87,20.37,59.66,2.33,16.58,173203,62590
(주)경농,002100,2007/12,1,,,11.29,9.52,8.56,12.84,40.16,53.08,0.82,8.26,22.68,72.99,2.43,19.88,177610,54513
(주)경농,002100,2008/12,1,,,12,6.91,6.11,8.87,31.82,56.06,0.84,6.69,17.59,63.42,2.52,21.83,200946,63071
(주)경농,002100,2009/12,1,,,6.06,9.49,8.42,11.81,36.83,52.64,0.85,7.35,22.06,80.23,2.09,20.72,197626,51390
(주)경농,002100,2010/12,1,,,4.08,5.36,4.67,6.23,35.7,54.61,0.82,8.95,16.19,58.46,1.84,16.93,200357,48155
(주)경농,002100,2011/12,1,,UQ,-4.06,2.04,1.67,2.12,34.58,59.78,0.78,7.31,14.62,54.82,1.71,18.24,176742,30725
(주)경농,002100,2012/12,1,,UQ,3.76,4.67,3.47,4.43,21.49,72.36,0.93,7.36,15.17,60.08,1.88,26.38,203468,51967
(주)경농,002100,2013/12,1,,UQ,7.39,9.46,6.57,8.75,23.22,71.38,0.96,7.46,18.6,81.44,1.99,23.69,214989,52292
(주)경농,002100,2014/12,1,,UQ,3.87,6.16,4.16,5.59,19.73,75.28,0.9,7.02,15.51,64.77,1.92,18.72,230871,61872
(주)경농,002100,2015/12,1,,UQ,2.4,3.91,2.62,3.79,13.42,81.26,0.83,6.48,12.82,58.49,1.78,13.92,265109,92053
(주)경농,002100,2016/12,1,,UQ,2.12,3.23,2.17,3.3,14.12,80.28,0.8,6.07,11.17,49.74,1.65,12.41,266622,89900
(주)경농,002100,2017/12,1,,UQ,3.53,6.38,4.31,6.42,13.47,80.98,0.79,5.65,13.97,65.05,1.58,12.56,268967,86008
(주)경농,002100,2018/12,1,,UQ,2.25,4.95,3.47,5.2,13.12,81.12,0.75,6.39,13.67,57.47,1.6,10.65,285032,97965
(주)경농,002100,2019/12,1,,UQ,2.05,3.32,2.43,3.74,19.52,73.21,0.71,6.89,12.03,56.17,1.57,9.4,297197,106304
(주)경농,002100,2020/12,1,,UQ,3.34,4.74,3.51,5.39,18.33,73.33,0.75,7.15,13.48,63.9,1.59,9.98,299102,101836
(주)경동나비엔,009450,2000/12,1,,UQ,7.68,5.64,4.65,8.95,22.22,60.42,1.51,5.65,20.68,137.85,14.26,4.49,135868,64754
(주)경동나비엔,009450,2001/12,1,,UQ,13.91,9.56,8.09,14.32,30.1,53.66,1.58,6.33,27.38,182.48,12.31,4.37,133155,52149
(주)경동나비엔,009450,2002/12,1,,UQ,18.29,14.31,11.88,19.24,32.61,51.42,1.7,7.56,30.07,225.26,12.68,4.87,153349,57529
(주)경동나비엔,009450,2003/12,1,,UQ,10.12,7.53,6.02,9.25,33.49,53.93,1.54,7.28,22.46,170.85,11.97,4.61,156266,50751
(주)경동나비엔,009450,2004/12,1,,UQ,2.69,4.42,3.43,5.07,33.22,54.65,1.41,6.43,13.06,102.1,9.55,3.91,159840,51491
(주)경동나비엔,009450,2005/12,1,,UQ,5.51,3.94,3.06,4.47,32.57,55.97,1.36,5.9,10.78,74.59,8.05,4.03,165241,50927
(주)경동나비엔,009450,2006/12,1,,UQ,4.1,4.51,3.52,5.13,26.55,63.42,1.37,5.81,13.6,70.59,8.67,4.85,174763,55765
(주)경동나비엔,009450,2007/12,1,,UQ,7.37,5.82,4.31,6.2,25.81,66.97,1.34,6.02,14.68,80.83,8,4.81,180355,52584
(주)경동나비엔,009450,2008/12,1,,UQ,10.21,6.03,4.16,5.76,23.4,69.44,1.6,8.37,15.38,91.19,7.12,5.38,192028,51216
(주)경동나비엔,009450,2009/12,1,,UQ,-0.56,2.75,1.88,2.63,21.16,70.84,1.73,8.19,13.08,78.63,7.42,5.96,200449,60428
(주)경동나비엔,009450,2010/12,1,,UQ,8.7,5.39,3.67,5.26,18.62,74.33,1.95,7.98,14.74,93.98,8.93,7.65,217721,65515
(주)경동나비엔,009450,2011/12,1,,UQ,-5.87,5.64,4.27,6.39,15.71,76.44,1.9,8.06,16.96,59.24,8.48,8.28,224373,81105
(주)경동나비엔,009450,2012/12,1,,UQ,6.24,4.65,3.85,6.24,13.9,78.79,1.72,7.08,16.37,61.45,9.04,7.33,254627,102426
(주)경동나비엔,009450,2013/12,1,,UQ,6.11,4.53,3.33,5.9,-9.21,116.45,1.82,7.03,13.96,53.52,10.42,7.1,301476,139981
(주)경동나비엔,009450,2014/12,1,,UQ,4.02,3.77,2.87,5.51,-6.81,112.92,1.59,7.79,12.52,31.75,9.76,5.95,331089,163105
(주)경동나비엔,009450,2015/12,1,,UQ,10.25,6.9,5.89,10.94,-2.08,103.6,1.6,8.85,18.3,44.31,11.18,5.89,324849,139641
(주)경동나비엔,009450,2016/12,1,,UQ,13.49,9.88,8.52,14.48,3.11,94.91,1.75,7.72,21.46,54.53,12.59,6.26,347644,137451
(주)경동나비엔,009450,2017/12,1,,UQ,5.63,5.11,4.41,7.54,4.14,93.01,1.79,6.98,17.09,46.93,11.61,6.31,391400,169372
(주)경동나비엔,009450,2018/12,1,,UQ,8.25,6.32,5.49,9.87,4.13,92.7,1.71,7.91,18.06,51.36,9.37,5.76,440514,200158
(주)경동나비엔,009450,2019/12,1,,UQ,5.91,5.19,4.54,8.27,6.57,89.08,1.66,8.73,20.39,58.72,9.28,5.15,461607,207047
(주)경동나비엔,009450,2020/12,1,,UQ,10.56,4.29,3.79,7.05,10.15,83.02,1.69,9.17,19.32,58.93,9.18,5.44,535512,254061
(주)경동도시가스,267290,2017/12,1,,UQ,,,,,,,,,,,,,707917,415288
(주)경동도시가스,267290,2018/12,1,,UQ,0,4.4,4.38,10.66,8.54,83.45,2.08,4.89,12.69,31.08,1235.48,6.45,775881,457120
(주)경동도시가스,267290,2019/12,1,,UQ,5.94,3.23,3.2,7.42,9.59,83.2,1.88,4.72,11.7,27.55,1080.02,6.32,747454,409752
(주)경동도시가스,267290,2020/12,1,,UQ,5.08,2.65,2.6,5.43,9.43,84.96,1.53,4.48,11.54,25.3,843.12,5.76,697182,342314
(주)경동인베스트,012320,2000/12,1,,,10.54,8.05,6.11,11.69,-3.65,106.14,1.44,5.47,18.36,45.88,80.03,6.99,229845,113365
(주)경동인베스트,012320,2001/12,1,,,5.48,8.22,6.44,12.55,-0.9,101.39,1.66,5.22,19.38,44.46,75.89,7.07,236714,113850
(주)경동인베스트,012320,2002/12,1,,,9.23,7.61,6.06,11.58,3.07,95.34,1.64,4.79,20.04,46.95,71.22,6.46,254685,120475
(주)경동인베스트,012320,2003/12,1,,,8.47,7.22,5.94,11.15,0.84,98.68,1.69,5.35,20.25,43.85,80.89,6.98,270635,125054
(주)경동인베스트,012320,2004/12,1,,,8.2,6.34,5.27,9.78,0.76,98.82,1.59,4.8,19.13,42.52,73.75,6.45,292014,134500
(주)경동인베스트,012320,2005/12,1,,,11.68,6.4,5.29,9.89,0.81,98.69,1.77,4.74,18.56,44.6,68.83,6.41,330894,154981
(주)경동인베스트,012320,2006/12,1,,UQ,9.2,6.49,5.42,10.13,4.93,92.03,1.93,4.97,18.21,47.48,72.54,5.58,356980,164881
(주)경동인베스트,012320,2007/12,1,,UQ,9.95,6.76,5.62,10.62,8.83,85.2,1.94,4.61,16.94,54.06,78.89,4.61,404878,193663
(주)경동인베스트,012320,2008/12,1,,UQ,11.51,7.84,6.49,12.46,9.31,83.96,2.51,5.82,16.54,54.75,103.79,6.04,452001,216477
(주)경동인베스트,012320,2009/12,1,,UQ,10.06,5.79,4.88,9.77,11.97,77.46,2.24,4.79,13.25,52.44,78.5,5.43,538644,279426
(주)경동인베스트,012320,2010/12,1,,UQ,14.41,7.79,6.71,14.18,14.92,70.65,2.54,4.96,14.18,66.44,80.66,6.36,637119,340538
(주)경동인베스트,012320,2011/12,1,,UQ,39.22,7.21,6.34,14.11,12.01,76.97,2.6,5.18,10.36,37,202.51,6.62,941176,528264
(주)경동인베스트,012320,2012/12,1,,UQ,13.56,6.07,5.4,12.91,11.99,74.77,2.56,4.88,9.38,39.24,2515.82,6.41,1168400,699478
(주)경동인베스트,012320,2013/12,1,,UQ,10.22,4.48,3.97,9.38,14.5,72.2,2.58,4.87,8.15,32.41,2907.82,6.8,1161427,644594
(주)경동인베스트,012320,2014/12,1,,UQ,8.51,4.56,3.96,8.32,16.52,72.09,2.44,5.15,8.68,32.02,2705.46,7.08,1101071,540269
(주)경동인베스트,012320,2015/12,1,,UQ,-2.19,-0.7,-0.6,-1.1,17.79,73.91,1.56,4.12,4.01,11.76,1371,5.23,926393,377864
(주)경동인베스트,012320,2016/12,1,,UQ,1.41,2.14,1.79,2.96,14.93,79.05,1.34,4.31,8.32,23.53,1033.82,4.91,903819,347571
(주)경동인베스트,012320,2017/12,1,,UQ,-44.31,1.68,1.19,1.67,34.69,65.24,0,0.01,1.69,55.76,1.2,0.01,318031,8242
(주)경동인베스트,012320,2018/12,1,,UQ,0.2,1.65,0.49,0.51,13.9,86.08,0.08,0,0.78,20.61,169.75,16.42,318777,8354
(주)경동인베스트,012320,2019/12,1,,UQ,-0.68,-1.57,-0.29,-0.3,11.65,88.06,0.15,0,0.09,9.89,65.34,10.25,316572,8263
(주)경동인베스트,012320,2020/12,1,,UQ,-0.9,2.69,0.42,0.43,11.08,88.88,0.16,0,1.12,125.73,45.58,9.51,306973,1447
(주)경방,000050,2000/12,1,,UQ,523.89,0.65,0.6,0.99,-9.9,112.96,0.48,4.87,11.15,14.16,4.69,4.92,564454,157305
(주)경방,000050,2001/12,1,,UQ,-6.75,-0.06,-0.06,-0.08,-9.33,112.18,0.34,10.53,8.7,11.02,5.14,5.18,549523,169855
(주)경방,000050,2002/12,1,,UQ,3.21,0.68,0.65,0.91,-5.12,106.39,0.37,26.26,11.41,14.33,5.48,5.34,531982,140111
(주)경방,000050,2003/12,1,,UQ,0.01,0.04,0.04,0.05,-7.4,109.7,0.36,22.71,9.61,12.47,4.79,5.21,534609,142688
(주)경방,000050,2004/12,1,,UQ,-2.54,-1.86,-1.8,-2.44,-6.49,108.38,0.34,21.82,2.36,3.02,4.07,5.06,515346,133391
(주)경방,000050,2005/12,1,,UQ,0.13,0.16,0.15,0.2,-2.97,103.66,0.34,25.31,6.81,8.96,3.97,5.03,506283,123831
(주)경방,000050,2006/12,1,,UQ,-5.69,-4.38,-3.95,-5.84,-13.21,119.95,0.32,38.45,-1.56,-2.45,4.12,5.35,593112,232418
(주)경방,000050,2007/12,1,,UQ,16.71,12.25,10.48,15.48,-2.54,103.09,0.31,44.12,17.99,27.12,4.11,5.68,561332,140353
(주)경방,000050,2008/12,1,,UQ,-3.23,-3.09,-2.22,-3.6,-20.61,131.63,0.32,57.93,-0.91,-1.94,3.79,6.27,783294,375896
(주)경방,000050,2009/12,1,,UQ,85.6,0.67,0.58,1.11,-1.56,101.74,0.18,82.19,2.6,2.87,4.77,7.2,1452887,696753
(주)경방,000050,2010/12,1,,UQ,2.72,1.56,1.55,2.9,-2.65,102.94,0.19,111.89,5.05,5.47,7.72,8.86,1410676,633985
(주)경방,000050,2011/12,1,,UQ,-12.88,-0.2,-0.13,-0.25,-17.89,124.57,0.3,132.94,3.1,13.47,4.96,8.21,1331931,655307
(주)경방,000050,2012/12,1,,UQ,-1.02,-1.69,-0.54,-1.05,-1.51,101.66,0.63,96.13,2.73,11.82,4.36,8.41,1301720,631984
(주)경방,000050,2013/12,1,,UQ,2.36,3.92,1.18,2.23,-0.72,100.78,0.69,70.7,4.6,20.66,6.16,8.59,1261257,575688
(주)경방,000050,2014/12,1,,UQ,-4.96,3.96,1.12,2.13,-23.92,134.41,0.71,23.4,4.25,20.13,7.32,8.19,1275008,623438
(주)경방,000050,2015/12,1,,UQ,3.1,6.17,1.7,3.27,-4.78,105.39,0.88,17.5,5.07,24.71,8.52,9.64,1259512,587741
(주)경방,000050,2016/12,1,,UQ,2.75,9.17,2.48,4.55,-3.24,103.59,0.93,18.76,5.38,26.76,8.81,9.92,1237024,546779
(주)경방,000050,2017/12,1,,UQ,3,8.03,2.11,3.67,-14.83,118.73,0.9,18.09,5.62,29.37,10.27,9.74,1199064,488099
(주)경방,000050,2018/12,1,,UQ,2.56,9.45,2.41,4.05,-1.2,101.31,0.9,17.82,5.37,30.75,9.62,9.86,1226545,497360
(주)경방,000050,2019/12,1,,UQ,1.58,7.4,1.76,3.02,5.65,93.6,0.84,15.39,4.79,103.6,10.24,9.5,1296265,555534
(주)경방,000050,2020/12,1,,UQ,2.53,12.76,2.07,3.47,-12.81,115.69,1.11,14.2,4.78,140.43,24.37,10.07,1212394,452924
(주)경보제약,214390,2000/12,1,,,0,1.64,1.57,27.11,-38.92,272.95,1.14,4.71,19.64,42.68,3.78,16.55,40018,37708
(주)경보제약,214390,2001/12,1,,,327.19,1.03,0.98,7.23,-11.84,131.95,0.92,3.87,15.19,44.14,3.38,11.74,50172,40301
(주)경보제약,214390,2002/12,1,,,-28.24,-6.52,-4.38,-32.84,-53.97,374.46,0.95,3.33,6.7,31.21,3.3,11.48,77079,69996
(주)경보제약,214390,2003/12,1,,,142.78,0.88,0.44,2.72,-41.9,228.47,1.19,3.51,8.94,37.46,3.27,15.22,72890,55693
(주)경보제약,214390,2004/12,1,,,74.43,0.96,0.5,1.59,-24.84,153.1,1.2,3.5,8.39,37.23,3.37,11.37,76182,46185
(주)경보제약,214390,2005/12,1,,,-57.43,-50.26,-31.1,-98.98,-35.3,233.5,1.11,3.06,-24.56,-78.22,3.88,7.82,59929,47160
(주)경보제약,214390,2006/12,1,,,8.55,0.39,0.29,1.42,-36.3,253.94,1.25,3.78,11.06,32.63,4.61,7.09,72233,58373
(주)경보제약,214390,2007/12,1,,,-50.14,-10.92,-8.63,-57.51,-40.56,400.29,1.14,4.25,4.57,13.04,4.07,5.1,66800,59857
(주)경보제약,214390,2008/12,1,,,106.71,5.6,5.11,36.92,-19.62,176.37,1.25,5.57,12.83,34.03,4.78,5.84,87160,72806
(주)경보제약,214390,2009/12,1,,,57.24,8.81,8.65,42.65,-15.18,141.94,1.36,6.02,21.66,54.81,5.18,7.55,95018,72447
(주)경보제약,214390,2010/12,1,,,46.44,9.88,9.72,35.69,-7.1,117.44,1.4,7.08,25.72,72.46,5.21,7.26,109192,76139
(주)경보제약,214390,2011/12,1,,,22.21,7.04,6.92,21.38,9.13,83.37,1.26,8.67,23.95,69.35,4.9,5.35,117654,77259
(주)경보제약,214390,2012/12,1,,,33,12.44,12.22,30.84,15.09,75.34,1.31,10.52,29.23,88.02,4.61,5.85,119940,66215
(주)경보제약,214390,2013/12,1,,,25.08,13.66,13.3,28.05,18.02,70.13,1.31,10.52,28.9,95.42,4.63,5.56,135073,67872
(주)경보제약,214390,2014/12,1,,,1.68,5.86,5.7,12.74,7.06,85.61,1.15,9.79,29.97,94.98,4.51,4.17,168035,99705
(주)경보제약,214390,2015/12,1,,,79.74,14.76,14.36,27.32,20.75,69.02,1.01,10.21,24.22,65.3,3.84,4.01,195488,72671
(주)경보제약,214390,2016/12,1,,,5.36,6.5,6.37,10.08,14.48,77.48,0.96,11.56,20.61,50.16,3.85,4.07,203736,74334
(주)경보제약,214390,2017/12,1,,,9.36,8.89,8.79,13.26,24.53,65.22,0.95,12.3,24.95,65.2,4.01,3.79,204869,63360
(주)경보제약,214390,2018/12,1,,,5.3,6.2,6.15,9.03,26.9,60.86,0.95,13.22,21.5,62.85,3.97,3.46,221623,72611
(주)경보제약,214390,2019/12,1,,,0.1,2.36,2.3,3.55,16.97,73.79,0.86,12.65,16.63,46.51,3.31,3.37,237817,88653
(주)경보제약,214390,2020/12,1,,,4.62,4.06,3.83,6.16,17.54,72.14,0.93,14.55,18.47,57.16,3.46,4.27,253239,97182
(주)경인양행,012610,2000/12,1,,,3.57,4.16,3.8,5.59,25.94,63.1,1.17,12.03,22.53,75.43,3.96,4.8,69687,24490
(주)경인양행,012610,2001/12,1,,,5.04,9.28,8.28,12.42,33.93,54.04,1.32,8.86,32.88,109.49,4.15,5.14,69279,21803
(주)경인양행,012610,2002/12,1,,,5.42,7.22,6.61,9.44,38.41,50.36,1.47,8.41,28.65,98.33,4.49,6.6,70009,19958
(주)경인양행,012610,2003/12,1,,,3.84,4.46,4.09,5.9,33.17,54.35,1.31,6.77,23.17,77.27,4.11,5.97,77054,25083
(주)경인양행,012610,2004/12,1,,UQ,17.63,5.57,5.07,7.61,33.44,52.86,1.24,5.28,21.03,79,4.03,6.11,92524,31389
(주)경인양행,012610,2005/12,1,,UQ,12.24,2.97,2.62,3.9,31.39,56.47,1.03,7.59,9.87,37.97,3.2,5.47,100565,31946
(주)경인양행,012610,2006/12,1,,UQ,-2.08,1.05,0.9,1.3,31.94,56.8,1.01,27.42,9.17,34.26,2.88,4.4,95504,28311
(주)경인양행,012610,2007/12,1,,UQ,4.96,4.61,3.92,6.17,18.17,68.95,1.01,30.82,11.64,49.62,2.52,4.41,120855,50328
(주)경인양행,012610,2008/12,1,,UQ,42.55,12.11,9.06,15.05,18.08,73.27,1.18,33.7,16.16,99.3,2.84,5.29,163333,62800
(주)경인양행,012610,2009/12,1,,UQ,48.54,9.11,6.06,9.26,12.59,83.66,1.02,12.21,10.89,37.17,2.94,4.84,218552,69221
(주)경인양행,012610,2010/12,1,,UQ,1.88,4.17,2.78,4.19,14.46,80.99,0.98,11.33,7.33,25.9,3.11,4.92,236560,84421
(주)경인양행,012610,2011/12,1,,UQ,4.43,1.7,1.16,1.79,13.98,81.03,0.78,13.74,5.43,19.21,2.49,3.36,245826,86944
(주)경인양행,012610,2012/12,1,,UQ,2.03,2.67,1.84,2.79,10.03,85.82,0.84,16.82,6.89,24.71,3.13,6.5,241046,78933
(주)경인양행,012610,2013/12,1,,UQ,9.85,6.67,4.78,7.25,12.61,81.39,0.99,16.73,11.04,42.26,3.68,0,274571,96496
(주)경인양행,012610,2014/12,1,,UQ,4.69,4.54,3.35,4.99,16.17,78.74,0.95,19.56,10.51,36.12,3.22,9.43,267331,80898
(주)경인양행,012610,2015/12,1,,UQ,-0.28,0.05,0.04,0.06,11.45,83.67,0.88,27.24,6.32,22.94,2.92,4.33,273778,87875
(주)경인양행,012610,2016/12,1,,UQ,2.75,1.79,1.32,1.98,11.31,83.3,0.86,14.57,7.22,28.69,2.79,4.21,290035,99014
(주)경인양행,012610,2017/12,1,,UQ,-0.09,0.24,0.18,0.28,10.5,84.65,0.89,15.68,6.13,21.44,2.98,4.28,296909,106065
