,회사명,거래소코드,회계년도,당좌자산(요약),당기순이익(요약),자기자본증가율,매출액총이익률,유동비율,부도
4678,(주)빅텍,65450.0,2008/12,8383.0,3130.0,9.66,21.62,228.87,1.0
4679,(주)빅텍,65450.0,2009/12,33569.0,5066.0,78.45,18.85,220.86,1.0
4680,(주)빅텍,65450.0,2010/12,26356.0,2663.0,1.13,18.02,203.45,1.0
4681,(주)빅텍,65450.0,2011/12,13020.0,-2497.0,-13.61,3.86,183.19,1.0
4682,(주)빅텍,65450.0,2012/12,9591.0,-5225.0,-5.58,1.69,218.93,1.0
4683,(주)빅텍,65450.0,2013/12,13987.0,1158.0,7.47,11.66,197.06,1.0
4684,(주)빅텍,65450.0,2014/12,14495.0,1798.0,3.19,12.13,170.37,1.0
4685,(주)빅텍,65450.0,2015/12,12444.0,1455.0,2.92,10.81,167.12,1.0
4686,(주)빅텍,65450.0,2016/12,16298.0,-822.0,7.17,5.66,171.55,1.0
4687,(주)빅텍,65450.0,2017/12,15864.0,-1086.0,-3.21,5.43,130.65,1.0
4688,(주)빅텍,65450.0,2018/12,22460.0,850.0,4.73,13.6,209.77,1.0
4689,(주)빅텍,65450.0,2019/12,49846.0,1980.0,12.18,15.24,125.0,1.0
4690,(주)빅텍,65450.0,2020/12,59158.0,2948.0,30.35,11.02,140.06,1.0
5729,(주)세중,39310.0,2000/12,34915.0,2622.0,0.0,86.39,1644.01,1.0
5730,(주)세중,39310.0,2001/12,29192.0,2270.0,0.19,79.52,2148.79,1.0
5731,(주)세중,39310.0,2002/12,14494.0,-7265.0,-18.93,61.82,2637.37,1.0
5732,(주)세중,39310.0,2003/12,16931.0,-3607.0,-13.66,79.07,1350.87,1.0
5733,(주)세중,39310.0,2004/12,6102.0,-9914.0,-38.83,41.34,961.98,1.0
5734,(주)세중,39310.0,2005/12,4194.0,-3921.0,-20.93,58.67,379.78,1.0
5735,(주)세중,39310.0,2006/12,34386.0,3240.0,185.46,51.34,247.33,1.0
5736,(주)세중,39310.0,2007/12,26399.0,-7293.0,-13.35,51.26,167.97,1.0
5737,(주)세중,39310.0,2008/12,31183.0,5130.0,23.88,46.55,225.49,1.0
5738,(주)세중,39310.0,2009/12,37982.0,3696.0,10.47,33.62,121.56,1.0
5739,(주)세중,39310.0,2010/12,36148.0,5125.0,8.26,32.54,97.2,1.0
5740,(주)세중,39310.0,2011/12,37260.0,6368.0,14.67,38.9,96.31,1.0
5741,(주)세중,39310.0,2012/12,38118.0,7739.0,12.7,40.6,93.87,1.0
5742,(주)세중,39310.0,2013/12,31719.0,5202.0,4.72,41.98,102.82,1.0
5743,(주)세중,39310.0,2014/12,35126.0,2061.0,-0.85,39.11,110.78,1.0
5744,(주)세중,39310.0,2015/12,36005.0,3828.0,4.21,40.01,127.41,1.0
5745,(주)세중,39310.0,2016/12,36740.0,3031.0,-0.14,40.78,132.35,1.0
5746,(주)세중,39310.0,2017/12,37014.0,-4463.0,-9.39,72.41,277.25,1.0
5747,(주)세중,39310.0,2018/12,32797.0,-2109.0,-1.97,0.0,432.22,1.0
5748,(주)세중,39310.0,2019/12,35104.0,-324.0,0.1,0.0,529.3,1.0
5749,(주)세중,39310.0,2020/12,29839.0,-920.0,-1.26,0.0,483.81,1.0
11881,(주)유니크,11320.0,2000/06,15932.0,-330.0,0.0,9.98,134.51,1.0
11882,(주)유니크,11320.0,2001/06,12280.0,-11378.0,0.0,9.55,79.67,1.0
11883,(주)유니크,11320.0,2002/06,14104.0,225.0,0.0,10.71,123.82,1.0
11884,(주)유니크,11320.0,2003/06,13917.0,329.0,11.51,13.35,107.71,1.0
11885,(주)유니크,11320.0,2004/06,9463.0,-2967.0,-12.84,16.8,78.46,1.0
11886,(주)유니크,11320.0,2005/06,10638.0,1079.0,2.64,15.78,66.48,1.0
11887,(주)유니크,11320.0,2006/06,11083.0,2312.0,25.95,18.3,66.62,1.0
11888,(주)유니크,11320.0,2007/06,12997.0,1797.0,14.29,18.35,64.7,1.0
11889,(주)유니크,11320.0,2008/06,15705.0,2185.0,17.28,19.7,59.37,1.0
11890,(주)유니크,11320.0,2009/06,17109.0,-1519.0,5.55,15.89,54.52,1.0
11891,(주)유니크,11320.0,2010/12,37212.0,7002.0,0.0,13.95,75.07,1.0
11892,(주)유니크,11320.0,2011/12,47590.0,5959.0,3.87,12.53,77.06,1.0
11893,(주)유니크,11320.0,2012/12,51993.0,9814.0,18.69,14.15,90.69,1.0
11894,(주)유니크,11320.0,2013/12,69372.0,14800.0,24.35,16.43,102.71,1.0
11895,(주)유니크,11320.0,2014/12,64312.0,11308.0,14.26,12.91,100.69,1.0
11896,(주)유니크,11320.0,2015/12,58331.0,5383.0,3.14,10.83,87.73,1.0
11897,(주)유니크,11320.0,2016/12,54632.0,6990.0,7.29,11.36,76.13,1.0
11898,(주)유니크,11320.0,2017/12,52518.0,4020.0,8.61,9.94,75.29,1.0
11899,(주)유니크,11320.0,2018/12,57341.0,3887.0,2.78,8.47,84.58,1.0
11900,(주)유니크,11320.0,2019/12,68515.0,4754.0,11.96,9.99,87.53,1.0
11901,(주)유니크,11320.0,2020/12,70427.0,-2866.0,0.73,8.09,85.27,1.0
24544,우진비앤지(주),18620.0,2000/12,2032.0,1282.0,0.0,36.56,136.41,1.0
24545,우진비앤지(주),18620.0,2001/12,2653.0,738.0,7.05,31.82,229.36,1.0
24546,우진비앤지(주),18620.0,2002/12,1994.0,448.0,-4.93,33.75,240.53,1.0
24547,우진비앤지(주),18620.0,2003/12,2672.0,84.0,1.27,31.02,266.71,1.0
24548,우진비앤지(주),18620.0,2004/12,2765.0,170.0,2.54,27.16,306.31,1.0
24549,우진비앤지(주),18620.0,2005/12,2451.0,425.0,4.75,30.26,237.48,1.0
24550,우진비앤지(주),18620.0,2006/12,3027.0,1145.0,13.43,36.8,299.28,1.0
24551,우진비앤지(주),18620.0,2007/12,3190.0,1056.0,10.41,35.76,229.86,1.0
24552,우진비앤지(주),18620.0,2008/12,4701.0,543.0,48.69,32.49,232.7,1.0
24553,우진비앤지(주),18620.0,2009/12,4072.0,754.0,4.05,29.58,188.17,1.0
24554,우진비앤지(주),18620.0,2010/12,4769.0,760.0,3.76,31.27,213.18,1.0
24555,우진비앤지(주),18620.0,2011/12,4283.0,732.0,22.65,32.09,190.83,1.0
24556,우진비앤지(주),18620.0,2012/12,5076.0,1276.0,4.6,33.37,205.2,1.0
24557,우진비앤지(주),18620.0,2013/12,5057.0,606.0,2.34,31.59,180.78,1.0
24558,우진비앤지(주),18620.0,2014/12,4706.0,821.0,8.85,35.52,239.23,1.0
24559,우진비앤지(주),18620.0,2015/12,9823.0,353.0,5.96,27.92,249.04,1.0
24560,우진비앤지(주),18620.0,2016/12,12101.0,175.0,1.07,24.09,173.48,1.0
24561,우진비앤지(주),18620.0,2017/12,5354.0,-4190.0,4.07,19.22,57.39,1.0
24562,우진비앤지(주),18620.0,2018/12,7115.0,-5632.0,19.42,5.53,81.99,1.0
24563,우진비앤지(주),18620.0,2019/12,10389.0,-11953.0,3.03,24.45,131.35,1.0
24564,우진비앤지(주),18620.0,2020/12,8623.0,-5562.0,-4.47,13.25,78.49,1.0
7353,(주)아모텍,52710.0,2000/12,6610.0,259.0,0.0,25.75,193.87,1.0
7354,(주)아모텍,52710.0,2001/12,9670.0,3381.0,13.69,38.9,210.35,1.0
7355,(주)아모텍,52710.0,2002/12,18528.0,6019.0,52.32,46.65,200.71,1.0
7356,(주)아모텍,52710.0,2003/12,33253.0,10005.0,111.15,49.1,326.58,1.0
7357,(주)아모텍,52710.0,2004/12,28332.0,9763.0,14.94,45.38,271.84,1.0
7358,(주)아모텍,52710.0,2005/12,32286.0,7035.0,10.22,31.38,322.66,1.0
7359,(주)아모텍,52710.0,2006/12,40433.0,6719.0,6.26,30.46,250.41,1.0
7360,(주)아모텍,52710.0,2007/12,48079.0,11107.0,16.82,34.02,243.04,1.0
7361,(주)아모텍,52710.0,2008/12,37325.0,1038.0,-8.05,32.96,124.72,1.0
7362,(주)아모텍,52710.0,2009/12,35395.0,3189.0,11.59,32.12,90.87,1.0
7363,(주)아모텍,52710.0,2010/12,40180.0,1856.0,26.97,30.39,84.56,1.0
7364,(주)아모텍,52710.0,2011/12,33091.0,-1921.0,14.09,25.39,67.46,1.0
7365,(주)아모텍,52710.0,2012/12,62927.0,11377.0,10.36,24.0,69.26,1.0
7366,(주)아모텍,52710.0,2013/12,65321.0,15298.0,18.59,23.98,78.0,1.0
7367,(주)아모텍,52710.0,2014/12,63912.0,-799.0,-1.06,21.1,83.01,1.0
7368,(주)아모텍,52710.0,2015/12,101619.0,14050.0,14.65,19.01,104.64,1.0
7369,(주)아모텍,52710.0,2016/12,104452.0,16415.0,9.61,22.25,121.67,1.0
7370,(주)아모텍,52710.0,2017/12,122386.0,27065.0,15.88,26.51,139.07,1.0
7371,(주)아모텍,52710.0,2018/12,92762.0,9543.0,4.0,21.17,90.82,1.0
7372,(주)아모텍,52710.0,2019/12,89622.0,-927.0,-0.66,18.33,102.91,1.0
7373,(주)아모텍,52710.0,2020/12,97259.0,-10862.0,-4.35,13.56,90.1,1.0
7244,(주)아가방앤컴퍼니,13990.0,2000/12,40258.0,3368.0,0.75,28.35,175.05,1.0
7245,(주)아가방앤컴퍼니,13990.0,2001/12,42086.0,7477.0,19.52,30.61,190.11,1.0
7246,(주)아가방앤컴퍼니,13990.0,2002/12,65925.0,8145.0,45.07,30.13,239.85,1.0
7247,(주)아가방앤컴퍼니,13990.0,2003/12,46042.0,909.0,-7.6,30.93,280.61,1.0
7248,(주)아가방앤컴퍼니,13990.0,2004/12,47182.0,-191.0,-2.17,30.77,271.29,1.0
7249,(주)아가방앤컴퍼니,13990.0,2005/12,57390.0,4263.0,3.97,34.02,268.28,1.0
7250,(주)아가방앤컴퍼니,13990.0,2006/12,49179.0,9301.0,11.79,37.31,390.56,1.0
7251,(주)아가방앤컴퍼니,13990.0,2007/12,50895.0,9920.0,9.35,38.34,395.32,1.0
7252,(주)아가방앤컴퍼니,13990.0,2008/12,55322.0,9312.0,4.8,38.24,408.14,1.0
7253,(주)아가방앤컴퍼니,13990.0,2009/12,61931.0,6510.0,47.12,39.67,426.54,1.0
7254,(주)아가방앤컴퍼니,13990.0,2010/12,72572.0,12337.0,8.96,40.56,475.85,1.0
7255,(주)아가방앤컴퍼니,13990.0,2011/12,75076.0,7067.0,8.56,41.26,387.96,1.0
7256,(주)아가방앤컴퍼니,13990.0,2012/12,67627.0,2046.0,-1.46,39.95,456.91,1.0
7257,(주)아가방앤컴퍼니,13990.0,2013/12,63037.0,2001.0,0.53,40.34,441.33,1.0
7258,(주)아가방앤컴퍼니,13990.0,2014/12,81061.0,-6294.0,12.9,41.08,433.63,1.0
7259,(주)아가방앤컴퍼니,13990.0,2015/12,56986.0,1474.0,1.39,43.7,463.24,1.0
7260,(주)아가방앤컴퍼니,13990.0,2016/12,62476.0,2002.0,1.72,44.17,404.82,1.0
7261,(주)아가방앤컴퍼니,13990.0,2017/12,52639.0,-4481.0,-2.7,45.58,573.35,1.0
7262,(주)아가방앤컴퍼니,13990.0,2018/12,28261.0,-15658.0,-9.65,46.52,499.01,1.0
7263,(주)아가방앤컴퍼니,13990.0,2019/12,25938.0,-15684.0,-10.53,54.12,217.48,1.0
7264,(주)아가방앤컴퍼니,13990.0,2020/12,33047.0,-1967.0,-1.56,52.1,214.32,1.0
12063,(주)유신,54930.0,2000/12,42697.0,6756.0,37.57,21.14,652.7,1.0
12064,(주)유신,54930.0,2001/12,52632.0,5138.0,36.42,14.63,774.08,1.0
12065,(주)유신,54930.0,2002/12,65917.0,5047.0,2.92,15.48,337.29,1.0
12066,(주)유신,54930.0,2003/12,51653.0,5620.0,9.77,13.78,749.53,1.0
12067,(주)유신,54930.0,2004/12,58421.0,4504.0,4.06,12.7,705.66,1.0
12068,(주)유신,54930.0,2005/12,66915.0,4715.0,5.26,12.18,566.94,1.0
12069,(주)유신,54930.0,2006/12,72949.0,4063.0,3.55,12.88,557.52,1.0
12070,(주)유신,54930.0,2007/12,67812.0,5028.0,5.28,12.87,910.27,1.0
12071,(주)유신,54930.0,2008/12,73302.0,6002.0,6.9,12.35,635.74,1.0
12072,(주)유신,54930.0,2009/12,76814.0,14565.0,17.17,14.45,286.75,1.0
12073,(주)유신,54930.0,2010/12,88605.0,10965.0,12.89,14.36,299.82,1.0
12074,(주)유신,54930.0,2011/12,95755.0,-6969.0,-9.09,4.79,214.32,1.0
12075,(주)유신,54930.0,2012/12,89750.0,-5800.0,-5.96,8.5,195.66,1.0
12076,(주)유신,54930.0,2013/12,88744.0,830.0,3.6,10.07,220.67,1.0
12077,(주)유신,54930.0,2014/12,96548.0,-2939.0,-6.73,10.9,204.57,1.0
12078,(주)유신,54930.0,2015/12,93848.0,1025.0,1.12,10.34,226.37,1.0
12079,(주)유신,54930.0,2016/12,88222.0,1691.0,2.52,11.57,278.96,1.0
12080,(주)유신,54930.0,2017/12,96521.0,1530.0,4.85,12.11,233.84,1.0
12081,(주)유신,54930.0,2018/12,86261.0,-7412.0,-3.9,6.53,198.43,1.0
12082,(주)유신,54930.0,2019/12,90631.0,-6151.0,-6.64,6.22,157.4,1.0
12083,(주)유신,54930.0,2020/12,108423.0,3027.0,1.78,12.75,187.27,1.0
17583,(주)포메탈,119500.0,2000/12,6133.0,329.0,0.0,12.77,95.95,1.0
17584,(주)포메탈,119500.0,2001/12,5740.0,21.0,0.5,12.34,108.07,1.0
17585,(주)포메탈,119500.0,2002/12,5086.0,225.0,2.91,12.08,122.74,1.0
17586,(주)포메탈,119500.0,2003/12,5051.0,421.0,9.54,11.11,109.65,1.0
17587,(주)포메탈,119500.0,2004/12,7370.0,1026.0,18.13,11.96,113.09,1.0
17588,(주)포메탈,119500.0,2005/12,7021.0,607.0,7.14,12.27,116.51,1.0
17589,(주)포메탈,119500.0,2006/12,7985.0,2667.0,40.35,14.47,157.38,1.0
17590,(주)포메탈,119500.0,2007/12,9328.0,2125.0,20.11,13.27,187.46,1.0
17591,(주)포메탈,119500.0,2008/12,9249.0,2861.0,22.91,15.6,214.2,1.0
17592,(주)포메탈,119500.0,2009/12,12430.0,2469.0,19.05,13.78,157.9,1.0
17593,(주)포메탈,119500.0,2010/12,16666.0,3314.0,88.68,14.52,169.89,1.0
17594,(주)포메탈,119500.0,2011/12,18561.0,5197.0,14.71,15.84,138.93,1.0
17595,(주)포메탈,119500.0,2012/12,14480.0,4532.0,13.66,10.67,129.41,1.0
17596,(주)포메탈,119500.0,2013/12,15126.0,1393.0,1.41,10.75,132.78,1.0
17597,(주)포메탈,119500.0,2014/12,13936.0,441.0,0.23,11.5,122.9,1.0
17598,(주)포메탈,119500.0,2015/12,11309.0,867.0,2.12,11.29,136.3,1.0
17599,(주)포메탈,119500.0,2016/12,11054.0,1882.0,4.48,14.05,177.48,1.0
17600,(주)포메탈,119500.0,2017/12,12980.0,2454.0,3.82,13.27,140.9,1.0
17601,(주)포메탈,119500.0,2018/12,10472.0,2091.0,3.86,11.11,139.3,1.0
17602,(주)포메탈,119500.0,2019/12,10648.0,2202.0,3.12,11.65,146.36,1.0
17603,(주)포메탈,119500.0,2020/12,12849.0,1768.0,2.3,11.08,120.74,1.0
4956,(주)상보,27580.0,2000/12,5846.0,-169.0,0.0,13.79,59.9,1.0
4957,(주)상보,27580.0,2001/12,6264.0,469.0,13.48,13.51,92.02,1.0
4958,(주)상보,27580.0,2002/12,6085.0,178.0,4.51,15.66,75.0,1.0
4959,(주)상보,27580.0,2003/12,4665.0,202.0,4.89,11.87,43.4,1.0
4960,(주)상보,27580.0,2004/12,3099.0,379.0,8.76,10.81,46.05,1.0
4961,(주)상보,27580.0,2005/12,7300.0,1639.0,0.0,17.51,78.03,1.0
4962,(주)상보,27580.0,2006/12,13598.0,4779.0,30.44,17.28,79.92,1.0
4963,(주)상보,27580.0,2007/12,20124.0,7704.0,164.46,21.48,168.84,1.0
4964,(주)상보,27580.0,2008/12,19516.0,-44094.0,-72.91,19.16,55.17,1.0
4965,(주)상보,27580.0,2009/12,31987.0,1742.0,94.59,14.91,64.44,1.0
4966,(주)상보,27580.0,2010/12,31313.0,1793.0,6.29,11.88,60.22,1.0
4967,(주)상보,27580.0,2011/12,63921.0,7239.0,35.32,14.2,85.82,1.0
4968,(주)상보,27580.0,2012/12,83962.0,8014.0,57.51,19.45,90.73,1.0
4969,(주)상보,27580.0,2013/12,72269.0,8801.0,11.6,15.46,80.17,1.0
4970,(주)상보,27580.0,2014/12,68869.0,-6206.0,-10.09,11.69,92.43,1.0
4971,(주)상보,27580.0,2015/12,50488.0,-304.0,-6.65,11.48,73.87,1.0
4972,(주)상보,27580.0,2016/12,53774.0,-20209.0,0.63,3.31,83.78,1.0
4973,(주)상보,27580.0,2017/12,50501.0,-7864.0,-9.52,4.96,97.69,1.0
4974,(주)상보,27580.0,2018/12,39269.0,-27821.0,-46.46,17.71,67.64,1.0
4975,(주)상보,27580.0,2019/12,54852.0,-11049.0,31.81,9.35,122.11,1.0
4976,(주)상보,27580.0,2020/12,32095.0,3414.0,9.16,20.3,73.03,1.0
5699,(주)세원물산,24830.0,2000/12,15811.0,1744.0,40.24,12.67,341.58,1.0
5700,(주)세원물산,24830.0,2001/12,9373.0,2391.0,9.68,9.11,228.7,1.0
5701,(주)세원물산,24830.0,2002/12,12303.0,3843.0,13.46,11.75,171.0,1.0
5702,(주)세원물산,24830.0,2003/12,14815.0,1978.0,6.26,13.23,171.25,1.0
5703,(주)세원물산,24830.0,2004/12,23993.0,4904.0,14.22,22.88,180.97,1.0
5704,(주)세원물산,24830.0,2005/12,26568.0,8929.0,22.95,12.65,133.53,1.0
5705,(주)세원물산,24830.0,2006/12,24529.0,12806.0,26.17,14.83,103.34,1.0
5706,(주)세원물산,24830.0,2007/12,53968.0,13171.0,21.36,14.94,228.17,1.0
5707,(주)세원물산,24830.0,2008/12,75255.0,920.0,0.63,23.17,270.6,1.0
5708,(주)세원물산,24830.0,2009/12,121254.0,25153.0,34.04,21.07,214.81,1.0
5709,(주)세원물산,24830.0,2010/12,119747.0,8666.0,8.47,16.23,173.83,1.0
5710,(주)세원물산,24830.0,2011/12,137436.0,9222.0,31.54,13.91,136.93,1.0
5711,(주)세원물산,24830.0,2012/12,132394.0,12843.0,15.12,7.86,163.08,1.0
5712,(주)세원물산,24830.0,2013/12,81330.0,2548.0,3.22,3.94,457.19,1.0
5713,(주)세원물산,24830.0,2014/12,92100.0,-194.0,4.2,3.68,371.24,1.0
5714,(주)세원물산,24830.0,2015/12,115571.0,8741.0,4.29,13.41,238.26,1.0
5715,(주)세원물산,24830.0,2016/12,72263.0,3769.0,3.22,13.28,208.03,1.0
5716,(주)세원물산,24830.0,2017/12,58307.0,6476.0,0.5,17.63,147.51,1.0
5717,(주)세원물산,24830.0,2018/12,33240.0,5811.0,-5.61,13.43,91.01,1.0
5718,(주)세원물산,24830.0,2019/12,32198.0,13125.0,7.57,19.28,82.28,1.0
5719,(주)세원물산,24830.0,2020/12,46142.0,18361.0,9.43,16.78,84.72,1.0
22082,서울전자통신(주),27040.0,2000/12,13665.0,3314.0,18.57,17.67,164.74,1.0
22083,서울전자통신(주),27040.0,2001/12,28540.0,55.0,0.0,25.65,271.82,1.0
22084,서울전자통신(주),27040.0,2002/12,17365.0,-19602.0,0.0,22.3,55.41,1.0
22085,서울전자통신(주),27040.0,2003/12,18978.0,-7298.0,0.0,18.47,588.59,1.0
22086,서울전자통신(주),27040.0,2004/12,16179.0,-2843.0,-10.99,8.98,778.5,1.0
22087,서울전자통신(주),27040.0,2005/12,11769.0,-3030.0,-8.8,11.37,84.61,1.0
22088,서울전자통신(주),27040.0,2006/12,8399.0,-11337.0,22.46,3.07,206.4,1.0
22089,서울전자통신(주),27040.0,2007/12,6356.0,-2502.0,-4.85,11.71,116.8,1.0
22090,서울전자통신(주),27040.0,2008/12,6993.0,8254.0,48.65,15.05,62.56,1.0
22091,서울전자통신(주),27040.0,2009/12,7659.0,11622.0,33.71,5.48,60.33,1.0
22092,서울전자통신(주),27040.0,2010/12,17278.0,555.0,33.38,9.71,152.93,1.0
22093,서울전자통신(주),27040.0,2011/12,19150.0,616.0,4.2,10.82,127.25,1.0
22094,서울전자통신(주),27040.0,2012/12,21722.0,-12816.0,-22.1,7.54,126.97,1.0
22095,서울전자통신(주),27040.0,2013/12,26064.0,9490.0,19.29,8.87,185.35,1.0
22096,서울전자통신(주),27040.0,2014/12,12757.0,-17347.0,-28.64,12.85,96.41,1.0
22097,서울전자통신(주),27040.0,2015/12,18408.0,-204.0,-20.33,12.17,92.57,1.0
22098,서울전자통신(주),27040.0,2016/12,20932.0,5220.0,23.66,8.13,123.35,1.0
22099,서울전자통신(주),27040.0,2017/12,23346.0,-2288.0,-1.61,5.47,165.22,1.0
22100,서울전자통신(주),27040.0,2018/12,19089.0,-3008.0,-5.58,3.58,104.69,1.0
22101,서울전자통신(주),27040.0,2019/12,17845.0,3429.0,155.25,3.13,111.04,1.0
22102,서울전자통신(주),27040.0,2020/12,16813.0,-3268.0,14.4,7.67,79.4,1.0
10851,(주)오텍,67170.0,2000/12,1794.0,56.0,,,,1.0
10852,(주)오텍,67170.0,2001/12,4878.0,1790.0,0.0,9.61,128.32,1.0
10853,(주)오텍,67170.0,2002/12,9518.0,2005.0,95.07,8.21,188.56,1.0
10854,(주)오텍,67170.0,2003/12,10104.0,2306.0,94.78,19.44,210.86,1.0
10855,(주)오텍,67170.0,2004/12,7174.0,1216.0,8.76,11.77,78.6,1.0
10856,(주)오텍,67170.0,2005/12,9098.0,1532.0,9.91,11.6,116.71,1.0
10857,(주)오텍,67170.0,2006/12,13367.0,3347.0,45.36,13.07,121.84,1.0
10858,(주)오텍,67170.0,2007/12,11737.0,2943.0,9.25,11.84,104.9,1.0
10859,(주)오텍,67170.0,2008/12,11644.0,2221.0,3.44,11.45,101.77,1.0
10860,(주)오텍,67170.0,2009/12,17625.0,1825.0,40.93,15.08,134.49,1.0
10861,(주)오텍,67170.0,2010/12,22028.0,1131.0,22.4,13.56,119.4,1.0
10862,(주)오텍,67170.0,2011/12,12155.0,1227.0,13.14,9.47,66.92,1.0
10863,(주)오텍,67170.0,2012/12,13048.0,625.0,7.19,8.57,56.8,1.0
10864,(주)오텍,67170.0,2013/12,16830.0,409.0,73.87,8.5,70.89,1.0
10865,(주)오텍,67170.0,2014/12,33518.0,1204.0,0.58,7.87,78.91,1.0
10866,(주)오텍,67170.0,2015/12,28526.0,2302.0,1.34,6.33,76.64,1.0
10867,(주)오텍,67170.0,2016/12,30135.0,10810.0,27.45,6.05,67.64,1.0
10868,(주)오텍,67170.0,2017/12,41331.0,20043.0,23.21,8.05,79.82,1.0
10869,(주)오텍,67170.0,2018/12,52636.0,15427.0,12.29,8.06,85.7,1.0
10870,(주)오텍,67170.0,2019/12,36749.0,11051.0,3.06,8.1,74.3,1.0
10871,(주)오텍,67170.0,2020/12,52889.0,5003.0,2.6,9.48,98.1,1.0
19989,금강철강(주),53260.0,2000/12,24174.0,2961.0,11.53,6.43,122.95,1.0
19990,금강철강(주),53260.0,2001/12,26761.0,3290.0,45.01,7.15,263.67,1.0
19991,금강철강(주),53260.0,2002/12,29192.0,3869.0,-3.45,6.23,194.89,1.0
19992,금강철강(주),53260.0,2003/12,32994.0,4705.0,8.69,5.24,213.9,1.0
19993,금강철강(주),53260.0,2004/12,44072.0,7060.0,13.01,5.69,198.1,1.0
19994,금강철강(주),53260.0,2005/12,43642.0,7630.0,13.18,5.52,273.54,1.0
19995,금강철강(주),53260.0,2006/12,50829.0,4905.0,6.59,5.26,291.67,1.0
19996,금강철강(주),53260.0,2007/12,29712.0,5284.0,8.25,5.25,195.56,1.0
19997,금강철강(주),53260.0,2008/12,43115.0,3962.0,4.26,5.42,253.89,1.0
19998,금강철강(주),53260.0,2009/12,66624.0,6740.0,13.88,7.04,336.76,1.0
19999,금강철강(주),53260.0,2010/12,73250.0,6424.0,6.51,4.42,312.03,1.0
20000,금강철강(주),53260.0,2011/12,82239.0,9546.0,10.24,5.4,275.8,1.0
20001,금강철강(주),53260.0,2012/12,82131.0,7283.0,7.83,5.46,301.6,1.0
20002,금강철강(주),53260.0,2013/12,90267.0,7122.0,5.18,5.2,352.95,1.0
20003,금강철강(주),53260.0,2014/12,91399.0,6040.0,4.32,5.25,436.02,1.0
20004,금강철강(주),53260.0,2015/12,87080.0,6307.0,4.34,6.7,425.26,1.0
20005,금강철강(주),53260.0,2016/12,97317.0,5856.0,4.26,6.48,460.77,1.0
20006,금강철강(주),53260.0,2017/12,82939.0,3012.0,-1.31,5.33,492.33,1.0
20007,금강철강(주),53260.0,2018/12,81426.0,4513.0,0.61,4.86,432.33,1.0
20008,금강철강(주),53260.0,2019/12,85277.0,4473.0,1.03,5.5,409.33,1.0
20009,금강철강(주),53260.0,2020/12,84843.0,2548.0,-0.18,6.02,378.76,1.0
8716,(주)에스에이엠티,31330.0,2000/12,30802.0,6184.0,63.79,6.28,231.46,1.0
8717,(주)에스에이엠티,31330.0,2001/12,34263.0,5086.0,11.67,5.95,235.73,1.0
8718,(주)에스에이엠티,31330.0,2002/12,45524.0,6405.0,14.55,4.9,208.33,1.0
8719,(주)에스에이엠티,31330.0,2003/12,64665.0,9838.0,18.65,4.56,172.44,1.0
8720,(주)에스에이엠티,31330.0,2004/12,83326.0,10319.0,12.68,3.03,174.81,1.0
8721,(주)에스에이엠티,31330.0,2005/12,77139.0,10161.0,15.54,3.59,190.62,1.0
8722,(주)에스에이엠티,31330.0,2006/12,76733.0,8595.0,6.4,3.62,171.11,1.0
8723,(주)에스에이엠티,31330.0,2007/12,118535.0,8124.0,8.35,3.85,157.66,1.0
8724,(주)에스에이엠티,31330.0,2008/12,90744.0,-180721.0,0.0,4.0,64.4,1.0
8725,(주)에스에이엠티,31330.0,2009/12,94309.0,-22600.0,0.0,4.49,49.34,1.0
8726,(주)에스에이엠티,31330.0,2010/12,94996.0,60552.0,0.0,4.53,97.9,1.0
8727,(주)에스에이엠티,31330.0,2011/12,146867.0,10572.0,28.36,4.34,96.98,1.0
8728,(주)에스에이엠티,31330.0,2012/12,119502.0,14970.0,29.86,4.11,105.47,1.0
8729,(주)에스에이엠티,31330.0,2013/12,124222.0,15964.0,29.27,4.4,114.45,1.0
8730,(주)에스에이엠티,31330.0,2014/12,81563.0,-10540.0,-15.22,5.0,101.23,1.0
8731,(주)에스에이엠티,31330.0,2015/12,108159.0,22980.0,48.31,4.91,124.31,1.0
8732,(주)에스에이엠티,31330.0,2016/12,97738.0,32257.0,67.82,5.06,168.38,1.0
8733,(주)에스에이엠티,31330.0,2017/12,121132.0,26257.0,10.75,4.36,210.97,1.0
8734,(주)에스에이엠티,31330.0,2018/12,105126.0,24604.0,9.03,4.55,207.37,1.0
8735,(주)에스에이엠티,31330.0,2019/12,123306.0,27654.0,8.29,4.21,365.32,1.0
8736,(주)에스에이엠티,31330.0,2020/12,146661.0,26284.0,5.79,4.25,262.8,1.0
20165,남화토건(주),91590.0,2000/12,8395.0,2090.0,0.0,9.32,381.14,1.0
20166,남화토건(주),91590.0,2001/12,12231.0,2546.0,8.81,9.55,277.5,1.0
20167,남화토건(주),91590.0,2002/12,15933.0,4914.0,15.63,9.33,206.01,1.0
20168,남화토건(주),91590.0,2003/12,14970.0,5222.0,16.23,8.97,215.14,1.0
20169,남화토건(주),91590.0,2004/12,11491.0,6641.0,15.71,9.19,304.88,1.0
20170,남화토건(주),91590.0,2005/12,19028.0,5363.0,11.26,9.83,298.92,1.0
20171,남화토건(주),91590.0,2006/12,25279.0,6568.0,9.33,15.37,336.34,1.0
20172,남화토건(주),91590.0,2007/12,26356.0,6295.0,9.96,10.71,428.69,1.0
