,회사명,거래소코드,회계년도,당좌자산(요약),당기순이익(요약),자기자본증가율,매출액총이익률,유동비율,부도
15465,(주)케이피엠테크,42040.0,2000/12,5917.0,1208.0,0.0,15.56,194.03,1.0
15466,(주)케이피엠테크,42040.0,2001/12,7680.0,1440.0,17.46,17.42,207.46,1.0
15467,(주)케이피엠테크,42040.0,2002/12,11683.0,1749.0,72.46,17.89,318.13,1.0
15468,(주)케이피엠테크,42040.0,2003/12,12165.0,890.0,-2.53,14.95,205.92,1.0
15469,(주)케이피엠테크,42040.0,2004/12,11842.0,1593.0,5.22,15.79,195.51,1.0
15470,(주)케이피엠테크,42040.0,2005/12,18077.0,531.0,28.23,13.97,192.71,1.0
15471,(주)케이피엠테크,42040.0,2006/12,16420.0,-529.0,-5.63,12.6,145.4,1.0
15472,(주)케이피엠테크,42040.0,2007/12,15468.0,-178.0,-9.3,10.03,146.29,1.0
15473,(주)케이피엠테크,42040.0,2008/12,16208.0,210.0,26.55,13.74,158.18,1.0
15474,(주)케이피엠테크,42040.0,2009/12,15930.0,1516.0,25.68,16.69,125.24,1.0
15475,(주)케이피엠테크,42040.0,2010/12,16381.0,1572.0,-10.33,11.12,132.95,1.0
15476,(주)케이피엠테크,42040.0,2011/12,17464.0,-3958.0,-12.18,5.06,68.0,1.0
15477,(주)케이피엠테크,42040.0,2012/12,22048.0,-19257.0,-87.09,-8.69,53.54,1.0
15478,(주)케이피엠테크,42040.0,2013/12,9860.0,-15651.0,-10.79,-15.76,102.38,1.0
15479,(주)케이피엠테크,42040.0,2014/12,23985.0,3829.0,181.29,17.81,74.14,1.0
15480,(주)케이피엠테크,42040.0,2015/12,15638.0,2266.0,29.67,6.44,73.72,1.0
15481,(주)케이피엠테크,42040.0,2016/12,24339.0,-3271.0,411.72,3.13,134.94,1.0
15482,(주)케이피엠테크,42040.0,2017/12,30282.0,-3371.0,82.68,6.73,256.38,1.0
15483,(주)케이피엠테크,42040.0,2018/12,35425.0,29957.0,56.07,16.18,163.79,1.0
15484,(주)케이피엠테크,42040.0,2019/12,36942.0,-30407.0,-15.01,2.59,157.85,1.0
15485,(주)케이피엠테크,42040.0,2020/12,47314.0,-15531.0,12.19,2.29,249.41,1.0
5750,(주)세진티에스,67770.0,2000/12,1962.0,1098.0,,,,1.0
5751,(주)세진티에스,67770.0,2001/12,4360.0,3282.0,0.0,25.93,174.11,1.0
5752,(주)세진티에스,67770.0,2002/12,10248.0,5472.0,176.04,28.21,574.07,1.0
5753,(주)세진티에스,67770.0,2003/12,16252.0,4751.0,37.91,22.55,450.64,1.0
5754,(주)세진티에스,67770.0,2004/12,24106.0,4205.0,107.94,17.43,838.4,1.0
5755,(주)세진티에스,67770.0,2005/12,29177.0,2906.0,5.84,14.95,580.2,1.0
5756,(주)세진티에스,67770.0,2006/12,28222.0,2681.0,5.61,13.18,1027.29,1.0
5757,(주)세진티에스,67770.0,2007/12,31820.0,4803.0,10.35,15.62,902.85,1.0
5758,(주)세진티에스,67770.0,2008/12,33421.0,4918.0,13.22,20.66,2145.38,1.0
5759,(주)세진티에스,67770.0,2009/12,36875.0,3521.0,4.14,19.86,1692.76,1.0
5760,(주)세진티에스,67770.0,2010/12,33440.0,4346.0,6.59,17.42,1127.45,1.0
5761,(주)세진티에스,67770.0,2011/12,29238.0,1202.0,0.21,7.85,628.57,1.0
5762,(주)세진티에스,67770.0,2012/12,25567.0,-3324.0,-6.8,-2.93,1270.42,1.0
5763,(주)세진티에스,67770.0,2013/12,24738.0,-740.0,-1.59,-3.55,1578.37,1.0
5764,(주)세진티에스,67770.0,2014/12,26100.0,550.0,1.16,11.54,2105.5,1.0
5765,(주)세진티에스,67770.0,2015/12,24917.0,-5660.0,-11.04,-7.12,1802.3,1.0
5766,(주)세진티에스,67770.0,2016/12,25294.0,1655.0,3.72,9.31,1409.97,1.0
5767,(주)세진티에스,67770.0,2017/12,25035.0,-6226.0,-12.93,-0.03,1756.18,1.0
5768,(주)세진티에스,67770.0,2018/12,21310.0,-2716.0,-6.49,1.49,1403.84,1.0
5769,(주)세진티에스,67770.0,2019/12,22510.0,-2512.0,-6.42,16.85,1638.39,1.0
5770,(주)세진티에스,67770.0,2020/12,24416.0,1836.0,5.01,22.37,1479.42,1.0
26618,한국알콜산업(주),17890.0,2000/12,34943.0,1421.0,3.64,9.86,753.19,1.0
26619,한국알콜산업(주),17890.0,2001/12,31718.0,2231.0,4.03,11.43,542.09,1.0
26620,한국알콜산업(주),17890.0,2002/12,31569.0,5319.0,5.63,14.07,580.06,1.0
26621,한국알콜산업(주),17890.0,2003/12,28260.0,2944.0,3.58,13.4,794.21,1.0
26622,한국알콜산업(주),17890.0,2004/12,34104.0,9397.0,7.98,17.45,329.47,1.0
26623,한국알콜산업(주),17890.0,2005/12,21024.0,6260.0,3.96,14.64,228.73,1.0
26624,한국알콜산업(주),17890.0,2006/12,13965.0,5545.0,7.39,17.22,91.99,1.0
26625,한국알콜산업(주),17890.0,2007/12,23729.0,10586.0,22.81,13.19,228.4,1.0
26626,한국알콜산업(주),17890.0,2008/12,33202.0,20221.0,12.56,13.34,311.92,1.0
26627,한국알콜산업(주),17890.0,2009/12,59125.0,13901.0,9.12,14.42,303.34,1.0
26628,한국알콜산업(주),17890.0,2010/12,51201.0,12383.0,4.42,13.41,194.54,1.0
26629,한국알콜산업(주),17890.0,2011/12,57587.0,10810.0,7.74,12.45,178.1,1.0
26630,한국알콜산업(주),17890.0,2012/12,41740.0,6659.0,3.24,7.36,169.64,1.0
26631,한국알콜산업(주),17890.0,2013/12,55725.0,1819.0,1.1,8.16,182.22,1.0
26632,한국알콜산업(주),17890.0,2014/12,61113.0,9304.0,5.17,12.44,195.8,1.0
26633,한국알콜산업(주),17890.0,2015/12,49349.0,10321.0,4.61,13.54,240.48,1.0
26634,한국알콜산업(주),17890.0,2016/12,82972.0,24073.0,11.88,16.95,237.49,1.0
26635,한국알콜산업(주),17890.0,2017/12,82791.0,16345.0,6.8,15.29,331.3,1.0
26636,한국알콜산업(주),17890.0,2018/12,94220.0,24048.0,14.38,18.66,339.67,1.0
26637,한국알콜산업(주),17890.0,2019/12,94637.0,23389.0,8.99,20.84,404.71,1.0
26638,한국알콜산업(주),17890.0,2020/12,137138.0,40256.0,12.59,24.45,415.02,1.0
4889,(주)삼진엘앤디,54090.0,2000/12,5506.0,615.0,0.0,17.94,137.56,1.0
4890,(주)삼진엘앤디,54090.0,2001/12,14941.0,1446.0,49.98,15.14,135.25,1.0
4891,(주)삼진엘앤디,54090.0,2002/12,17114.0,3040.0,14.59,11.57,115.71,1.0
4892,(주)삼진엘앤디,54090.0,2003/12,20607.0,5883.0,23.22,15.47,117.91,1.0
4893,(주)삼진엘앤디,54090.0,2004/12,27944.0,6305.0,61.17,17.63,184.93,1.0
4894,(주)삼진엘앤디,54090.0,2005/12,30957.0,7556.0,17.17,18.65,163.88,1.0
4895,(주)삼진엘앤디,54090.0,2006/12,29029.0,-3440.0,-8.57,11.13,125.94,1.0
4896,(주)삼진엘앤디,54090.0,2007/12,40580.0,-2090.0,-7.03,13.86,118.47,1.0
4897,(주)삼진엘앤디,54090.0,2008/12,47140.0,2026.0,5.91,17.18,85.32,1.0
4898,(주)삼진엘앤디,54090.0,2009/12,31029.0,-8256.0,-25.22,4.92,53.03,1.0
4899,(주)삼진엘앤디,54090.0,2010/12,29780.0,1925.0,8.08,14.91,55.77,1.0
4900,(주)삼진엘앤디,54090.0,2011/12,65537.0,1013.0,33.56,12.16,89.69,1.0
4901,(주)삼진엘앤디,54090.0,2012/12,53282.0,5641.0,11.2,6.16,122.05,1.0
4902,(주)삼진엘앤디,54090.0,2013/12,58444.0,5625.0,23.11,12.31,160.62,1.0
4903,(주)삼진엘앤디,54090.0,2014/12,45432.0,-5750.0,-1.85,12.69,147.82,1.0
4904,(주)삼진엘앤디,54090.0,2015/12,66138.0,9686.0,16.51,17.44,161.72,1.0
4905,(주)삼진엘앤디,54090.0,2016/12,64919.0,737.0,-0.07,18.51,145.27,1.0
4906,(주)삼진엘앤디,54090.0,2017/12,58888.0,-3177.0,1.81,17.04,170.25,1.0
4907,(주)삼진엘앤디,54090.0,2018/12,66016.0,1047.0,2.23,20.02,179.18,1.0
4908,(주)삼진엘앤디,54090.0,2019/12,58634.0,5727.0,4.46,17.77,164.43,1.0
4909,(주)삼진엘앤디,54090.0,2020/12,51371.0,-3621.0,-7.86,13.94,132.44,1.0
20606,대한광통신(주),10170.0,2000/12,18430.0,3144.0,252.04,6.76,324.86,1.0
20607,대한광통신(주),10170.0,2001/12,9575.0,1522.0,3.96,6.78,27.15,1.0
20608,대한광통신(주),10170.0,2002/12,11402.0,-4716.0,-11.8,9.49,26.06,1.0
20609,대한광통신(주),10170.0,2003/12,8235.0,5015.0,14.23,28.52,32.13,1.0
20610,대한광통신(주),10170.0,2004/12,10347.0,2297.0,5.71,19.1,57.25,1.0
20611,대한광통신(주),10170.0,2005/12,22698.0,1110.0,2.61,13.67,148.62,1.0
20612,대한광통신(주),10170.0,2006/12,37140.0,1939.0,6.82,15.16,128.01,1.0
20613,대한광통신(주),10170.0,2007/12,31079.0,-833.0,93.84,15.13,275.59,1.0
20614,대한광통신(주),10170.0,2008/12,24576.0,-36958.0,-35.86,14.22,162.54,1.0
20615,대한광통신(주),10170.0,2009/12,26259.0,2437.0,5.23,18.24,177.72,1.0
20616,대한광통신(주),10170.0,2010/12,34096.0,-12254.0,-20.98,17.84,141.93,1.0
20617,대한광통신(주),10170.0,2011/12,57128.0,-557.0,107.23,15.67,101.27,1.0
20618,대한광통신(주),10170.0,2012/12,39734.0,-4473.0,11.1,17.8,80.52,1.0
20619,대한광통신(주),10170.0,2013/12,35111.0,-33883.0,-8.4,10.45,93.03,1.0
20620,대한광통신(주),10170.0,2014/12,36236.0,-27117.0,-26.7,11.6,75.71,1.0
20621,대한광통신(주),10170.0,2015/12,44554.0,-1414.0,-1.76,10.56,87.07,1.0
20622,대한광통신(주),10170.0,2016/12,49951.0,-12368.0,-17.11,11.79,121.35,1.0
20623,대한광통신(주),10170.0,2017/12,74438.0,14295.0,60.59,22.08,211.06,1.0
20624,대한광통신(주),10170.0,2018/12,171259.0,21147.0,97.3,22.09,246.36,1.0
20625,대한광통신(주),10170.0,2019/12,117851.0,-11867.0,-6.11,7.32,202.81,1.0
20626,대한광통신(주),10170.0,2020/12,102615.0,-27565.0,-15.08,-1.22,197.69,1.0
5970,(주)소프트센,32680.0,2000/09,28377.0,-158.0,261.95,5.87,532.61,1.0
5971,(주)소프트센,32680.0,2001/09,28531.0,-1506.0,-1.66,4.39,462.59,1.0
5972,(주)소프트센,32680.0,2002/09,29383.0,-5205.0,-8.25,1.08,232.81,1.0
5973,(주)소프트센,32680.0,2003/09,22625.0,-14359.0,-8.98,-0.53,321.55,1.0
5974,(주)소프트센,32680.0,2004/09,16495.0,-7492.0,-21.96,-1.43,476.51,1.0
5975,(주)소프트센,32680.0,2005/09,14313.0,-3993.0,-9.61,-0.17,310.42,1.0
5976,(주)소프트센,32680.0,2006/09,16525.0,1781.0,3.82,8.72,212.36,1.0
5977,(주)소프트센,32680.0,2007/09,18183.0,-3814.0,-3.71,1.77,190.05,1.0
5978,(주)소프트센,32680.0,2008/09,15397.0,-17161.0,-24.54,0.47,135.12,1.0
5979,(주)소프트센,32680.0,2009/09,5175.0,-10917.0,-53.63,-81.13,74.17,1.0
5980,(주)소프트센,32680.0,2010/09,2243.0,701.0,7.8,-6.6,53.09,1.0
5981,(주)소프트센,32680.0,2011/09,2327.0,-1412.0,-3.71,5.96,52.02,1.0
5982,(주)소프트센,32680.0,2012/09,10176.0,-729.0,-9.92,18.2,168.81,1.0
5983,(주)소프트센,32680.0,2013/12,21469.0,870.0,0.0,13.55,133.76,1.0
5984,(주)소프트센,32680.0,2014/12,53844.0,3007.0,112.12,12.0,161.59,1.0
5985,(주)소프트센,32680.0,2015/12,29100.0,-3179.0,-4.67,9.86,247.75,1.0
5986,(주)소프트센,32680.0,2016/12,44825.0,-882.0,3.86,12.61,150.18,1.0
5987,(주)소프트센,32680.0,2017/12,59268.0,-777.0,7.76,9.61,191.55,1.0
5988,(주)소프트센,32680.0,2018/12,48558.0,-578.0,5.41,10.9,152.52,1.0
5989,(주)소프트센,32680.0,2019/12,53432.0,-3377.0,-8.84,8.52,210.56,1.0
5990,(주)소프트센,32680.0,2020/12,28505.0,-2305.0,8.21,3.71,186.89,1.0
26722,한국정보공학(주),39740.0,2000/12,74795.0,6168.0,1291.18,53.46,793.38,1.0
26723,한국정보공학(주),39740.0,2001/12,50676.0,2308.0,15.74,53.12,891.13,1.0
26724,한국정보공학(주),39740.0,2002/12,35538.0,-10483.0,-12.34,35.19,1595.11,1.0
26725,한국정보공학(주),39740.0,2003/12,33212.0,-9517.0,-13.53,22.74,603.29,1.0
26726,한국정보공학(주),39740.0,2004/12,29086.0,-10897.0,-16.46,15.71,550.63,1.0
26727,한국정보공학(주),39740.0,2005/12,31050.0,405.0,2.18,6.71,285.1,1.0
26728,한국정보공학(주),39740.0,2006/12,27045.0,488.0,6.8,7.06,290.17,1.0
26729,한국정보공학(주),39740.0,2007/12,33525.0,-8660.0,-16.13,7.07,228.24,1.0
26730,한국정보공학(주),39740.0,2008/12,27900.0,-2416.0,-7.14,7.48,236.15,1.0
26731,한국정보공학(주),39740.0,2009/12,30930.0,2962.0,7.08,7.48,284.53,1.0
26732,한국정보공학(주),39740.0,2010/12,40196.0,1431.0,4.08,6.81,200.61,1.0
26733,한국정보공학(주),39740.0,2011/12,42230.0,437.0,10.98,6.21,185.99,1.0
26734,한국정보공학(주),39740.0,2012/12,52661.0,-1364.0,-2.15,6.06,162.91,1.0
26735,한국정보공학(주),39740.0,2013/12,48385.0,-2718.0,-4.5,5.25,149.28,1.0
26736,한국정보공학(주),39740.0,2014/12,47300.0,-1997.0,-2.63,5.52,145.48,1.0
26737,한국정보공학(주),39740.0,2015/12,41041.0,538.0,1.66,5.43,139.5,1.0
26738,한국정보공학(주),39740.0,2016/12,37836.0,-8745.0,-7.81,4.9,153.48,1.0
26739,한국정보공학(주),39740.0,2017/12,47500.0,631.0,1.1,5.07,137.96,1.0
26740,한국정보공학(주),39740.0,2018/12,25023.0,-10098.0,-21.51,3.74,152.75,1.0
26741,한국정보공학(주),39740.0,2019/12,33288.0,1984.0,4.56,4.13,127.41,1.0
26742,한국정보공학(주),39740.0,2020/12,34407.0,-3231.0,-7.19,2.34,126.69,1.0
26001,코웰패션(주),33290.0,2000/12,20097.0,4626.0,15.4,20.84,123.16,1.0
26002,코웰패션(주),33290.0,2001/12,33291.0,-580.0,0.05,7.67,111.83,1.0
26003,코웰패션(주),33290.0,2002/12,23424.0,-7913.0,-14.51,12.29,123.75,1.0
26004,코웰패션(주),33290.0,2003/12,22848.0,443.0,-5.04,19.22,146.1,1.0
26005,코웰패션(주),33290.0,2004/12,19052.0,-3932.0,-9.47,14.61,161.32,1.0
26006,코웰패션(주),33290.0,2005/12,19701.0,-3606.0,5.27,12.07,188.91,1.0
26007,코웰패션(주),33290.0,2006/12,13939.0,-1885.0,-14.42,11.39,114.76,1.0
26008,코웰패션(주),33290.0,2007/12,11251.0,-6588.0,-8.92,17.21,98.43,1.0
26009,코웰패션(주),33290.0,2008/12,11352.0,1769.0,25.17,29.34,161.78,1.0
26010,코웰패션(주),33290.0,2009/12,10524.0,-320.0,9.89,24.14,39.76,1.0
26011,코웰패션(주),33290.0,2010/12,14864.0,2765.0,39.18,27.89,79.99,1.0
26012,코웰패션(주),33290.0,2011/12,15006.0,-10294.0,-5.87,21.37,77.03,1.0
26013,코웰패션(주),33290.0,2012/12,17652.0,936.0,0.91,16.58,42.57,1.0
26014,코웰패션(주),33290.0,2013/12,18756.0,716.0,-6.12,16.29,98.71,1.0
26015,코웰패션(주),33290.0,2014/12,17106.0,1923.0,5.35,24.35,76.92,1.0
26016,코웰패션(주),33290.0,2015/12,41644.0,9160.0,47.04,46.33,168.42,1.0
26017,코웰패션(주),33290.0,2016/12,63019.0,19789.0,13.56,50.02,177.36,1.0
26018,코웰패션(주),33290.0,2017/12,66528.0,44221.0,26.99,60.55,180.06,1.0
26019,코웰패션(주),33290.0,2018/12,79711.0,50251.0,25.18,61.09,208.64,1.0
26020,코웰패션(주),33290.0,2019/12,98553.0,50911.0,16.77,52.93,157.45,1.0
26021,코웰패션(주),33290.0,2020/12,140718.0,63120.0,17.3,52.17,322.99,1.0
851,(주)네패스,33640.0,2000/12,17434.0,381.0,-37.36,18.97,114.49,1.0
852,(주)네패스,33640.0,2001/12,8718.0,494.0,41.32,13.08,119.62,1.0
853,(주)네패스,33640.0,2002/12,9040.0,-3938.0,-24.86,17.96,137.34,1.0
854,(주)네패스,33640.0,2003/12,20364.0,4118.0,217.32,24.28,97.87,1.0
855,(주)네패스,33640.0,2004/12,24153.0,16160.0,60.14,28.32,103.46,1.0
856,(주)네패스,33640.0,2005/12,67311.0,18491.0,118.12,27.52,129.21,1.0
857,(주)네패스,33640.0,2006/12,55784.0,7012.0,6.75,15.91,186.2,1.0
858,(주)네패스,33640.0,2007/12,60261.0,9153.0,4.97,18.26,171.56,1.0
859,(주)네패스,33640.0,2008/12,60357.0,-4467.0,-2.85,18.04,125.4,1.0
860,(주)네패스,33640.0,2009/12,85075.0,19847.0,24.77,19.81,150.06,1.0
861,(주)네패스,33640.0,2010/12,104468.0,13627.0,20.67,18.75,116.53,1.0
862,(주)네패스,33640.0,2011/12,80811.0,15313.0,2.14,19.91,179.99,1.0
863,(주)네패스,33640.0,2012/12,84375.0,19309.0,11.01,26.3,138.94,1.0
864,(주)네패스,33640.0,2013/12,55193.0,-18713.0,-12.0,21.29,80.94,1.0
865,(주)네패스,33640.0,2014/12,67713.0,-35343.0,-23.12,18.07,73.35,1.0
866,(주)네패스,33640.0,2015/12,75157.0,8781.0,7.15,23.94,87.89,1.0
867,(주)네패스,33640.0,2016/12,74307.0,6876.0,3.86,19.36,81.37,1.0
868,(주)네패스,33640.0,2017/12,81683.0,6297.0,5.56,22.86,106.57,1.0
869,(주)네패스,33640.0,2018/12,85304.0,21916.0,19.17,23.61,94.51,1.0
870,(주)네패스,33640.0,2019/12,89175.0,22314.0,21.26,25.47,106.82,1.0
871,(주)네패스,33640.0,2020/12,115458.0,18540.0,6.7,19.85,192.41,1.0
15780,(주)코세스,89890.0,2001/12,4506.0,622.0,,,,1.0
15781,(주)코세스,89890.0,2002/12,1675.0,-950.0,0.0,21.16,100.94,1.0
15782,(주)코세스,89890.0,2003/12,2343.0,229.0,6.95,24.15,98.68,1.0
15783,(주)코세스,89890.0,2004/12,2691.0,563.0,15.96,21.87,106.55,1.0
15784,(주)코세스,89890.0,2005/12,5004.0,3052.0,74.48,28.68,153.38,1.0
15785,(주)코세스,89890.0,2006/12,9316.0,1779.0,105.13,26.85,310.93,1.0
15786,(주)코세스,89890.0,2007/12,8990.0,1273.0,8.7,20.66,333.78,1.0
15787,(주)코세스,89890.0,2008/12,7420.0,-642.0,-4.03,19.12,244.84,1.0
15788,(주)코세스,89890.0,2009/12,5465.0,-2381.0,-15.59,10.15,111.46,1.0
15789,(주)코세스,89890.0,2010/12,6977.0,946.0,7.34,19.99,88.38,1.0
15790,(주)코세스,89890.0,2011/12,18167.0,4134.0,27.99,26.0,115.71,1.0
15791,(주)코세스,89890.0,2012/12,11464.0,6335.0,33.95,21.39,125.15,1.0
15792,(주)코세스,89890.0,2013/12,11258.0,-10576.0,-42.51,8.89,80.52,1.0
15793,(주)코세스,89890.0,2014/12,8599.0,-8654.0,-63.45,12.12,72.49,1.0
15794,(주)코세스,89890.0,2015/12,12201.0,-887.0,-13.71,19.64,57.75,1.0
15795,(주)코세스,89890.0,2016/12,3729.0,-1237.0,-0.37,17.63,41.88,1.0
15796,(주)코세스,89890.0,2016/12,3729.0,-1237.0,-0.37,17.63,41.88,1.0
15797,(주)코세스,89890.0,2017/12,8355.0,10551.0,236.96,27.53,86.38,1.0
15798,(주)코세스,89890.0,2018/12,11972.0,9159.0,45.65,26.61,129.09,1.0
15799,(주)코세스,89890.0,2019/12,12232.0,6244.0,28.81,20.72,122.54,1.0
15800,(주)코세스,89890.0,2020/12,28125.0,6345.0,5.75,25.08,200.84,1.0
11313,(주)원방테크,53080.0,2000/12,4797.0,1349.0,,,,1.0
11314,(주)원방테크,53080.0,2001/12,1819.0,304.0,0.0,20.08,109.03,1.0
11315,(주)원방테크,53080.0,2002/12,3753.0,438.0,9.64,19.64,125.26,1.0
11316,(주)원방테크,53080.0,2003/12,5440.0,1083.0,21.85,16.66,134.57,1.0
11317,(주)원방테크,53080.0,2004/12,11344.0,2830.0,46.99,15.24,158.36,1.0
11318,(주)원방테크,53080.0,2005/12,15003.0,3211.0,36.25,17.43,168.56,1.0
11319,(주)원방테크,53080.0,2006/12,15652.0,4335.0,35.93,19.06,178.02,1.0
11320,(주)원방테크,53080.0,2007/12,19036.0,6202.0,15.85,21.19,147.8,1.0
11321,(주)원방테크,53080.0,2008/12,26157.0,7624.0,43.89,20.44,202.53,1.0
11322,(주)원방테크,53080.0,2009/12,14127.0,2011.0,-6.15,16.24,425.45,1.0
11323,(주)원방테크,53080.0,2010/12,45329.0,11345.0,45.12,18.92,196.88,1.0
11324,(주)원방테크,53080.0,2011/12,47769.0,13392.0,20.45,19.65,257.73,1.0
11325,(주)원방테크,53080.0,2012/12,48653.0,9171.0,8.92,18.56,321.98,1.0
11326,(주)원방테크,53080.0,2013/12,47035.0,5509.0,2.95,13.93,259.36,1.0
11327,(주)원방테크,53080.0,2014/12,69247.0,9758.0,40.23,14.4,329.23,1.0
11328,(주)원방테크,53080.0,2015/12,67212.0,10429.0,12.65,20.06,493.44,1.0
11329,(주)원방테크,53080.0,2016/12,70570.0,9931.0,7.84,17.82,659.93,1.0
11330,(주)원방테크,53080.0,2017/12,68478.0,13430.0,7.39,17.85,1110.47,1.0
11331,(주)원방테크,53080.0,2018/12,82353.0,14592.0,24.65,22.77,523.32,1.0
11332,(주)원방테크,53080.0,2019/12,41507.0,7866.0,-18.98,17.21,366.24,1.0
11333,(주)원방테크,53080.0,2020/12,67217.0,7415.0,32.3,12.26,317.43,1.0
11032,(주)와이엔텍,67900.0,2000/12,7560.0,1284.0,0.0,26.14,114.13,1.0
11033,(주)와이엔텍,67900.0,2001/12,5713.0,1670.0,1.8,23.45,71.52,1.0
11034,(주)와이엔텍,67900.0,2002/12,8437.0,2768.0,-13.97,18.13,102.65,1.0
11035,(주)와이엔텍,67900.0,2003/12,6071.0,1334.0,12.45,20.33,86.55,1.0
11036,(주)와이엔텍,67900.0,2004/12,9528.0,4181.0,22.69,22.7,98.76,1.0
11037,(주)와이엔텍,67900.0,2005/12,18217.0,4380.0,95.53,21.08,276.65,1.0
11038,(주)와이엔텍,67900.0,2006/12,19426.0,2706.0,2.4,23.26,286.34,1.0
11039,(주)와이엔텍,67900.0,2007/12,12289.0,2322.0,11.21,25.86,259.7,1.0
11040,(주)와이엔텍,67900.0,2008/12,14922.0,-2372.0,16.98,10.98,98.95,1.0
11041,(주)와이엔텍,67900.0,2009/12,12056.0,2534.0,43.65,21.37,67.21,1.0
11042,(주)와이엔텍,67900.0,2010/12,10471.0,3611.0,6.5,22.63,79.45,1.0
11043,(주)와이엔텍,67900.0,2011/12,12286.0,4014.0,8.74,20.74,153.06,1.0
11044,(주)와이엔텍,67900.0,2012/12,14369.0,4340.0,6.58,20.45,103.81,1.0
11045,(주)와이엔텍,67900.0,2013/12,14846.0,4965.0,6.64,23.5,85.28,1.0
11046,(주)와이엔텍,67900.0,2014/12,9547.0,3749.0,5.43,20.32,42.36,1.0
11047,(주)와이엔텍,67900.0,2015/12,14847.0,3846.0,5.24,21.34,43.11,1.0
11048,(주)와이엔텍,67900.0,2016/12,13081.0,5310.0,18.61,22.16,64.43,1.0
11049,(주)와이엔텍,67900.0,2017/12,15233.0,8804.0,9.14,24.43,49.21,1.0
11050,(주)와이엔텍,67900.0,2018/12,20237.0,9394.0,8.98,26.06,54.52,1.0
11051,(주)와이엔텍,67900.0,2019/12,31314.0,16774.0,14.51,29.84,65.4,1.0
11052,(주)와이엔텍,67900.0,2020/12,32933.0,20371.0,16.03,33.11,68.37,1.0
24395,우리산업홀딩스(주),72470.0,2000/12,8785.0,1115.0,0.0,13.01,87.11,1.0
24396,우리산업홀딩스(주),72470.0,2001/12,12020.0,624.0,11.8,16.44,100.42,1.0
24397,우리산업홀딩스(주),72470.0,2002/12,13186.0,2585.0,40.04,19.71,105.3,1.0
24398,우리산업홀딩스(주),72470.0,2003/12,26175.0,2558.0,79.32,22.5,150.77,1.0
24399,우리산업홀딩스(주),72470.0,2004/12,31201.0,3448.0,17.53,20.31,130.05,1.0
24400,우리산업홀딩스(주),72470.0,2005/12,30033.0,662.0,1.61,13.27,110.73,1.0
24401,우리산업홀딩스(주),72470.0,2006/12,31143.0,395.0,23.85,12.54,105.81,1.0
24402,우리산업홀딩스(주),72470.0,2007/12,28418.0,1787.0,6.22,10.49,114.47,1.0
24403,우리산업홀딩스(주),72470.0,2008/12,30151.0,-7173.0,3.97,11.2,99.99,1.0
24404,우리산업홀딩스(주),72470.0,2009/12,36068.0,764.0,3.16,14.13,105.14,1.0
24405,우리산업홀딩스(주),72470.0,2010/12,41354.0,3837.0,24.25,13.13,103.96,1.0
24406,우리산업홀딩스(주),72470.0,2011/12,45045.0,3470.0,10.96,11.63,100.3,1.0
24407,우리산업홀딩스(주),72470.0,2012/12,52489.0,2985.0,11.93,12.17,115.92,1.0
24408,우리산업홀딩스(주),72470.0,2013/12,60803.0,8866.0,27.05,12.92,123.81,1.0
24409,우리산업홀딩스(주),72470.0,2014/12,86288.0,11810.0,17.4,14.4,124.36,1.0
24410,우리산업홀딩스(주),72470.0,2015/12,12645.0,19842.0,41.17,0.0,244.4,1.0
24411,우리산업홀딩스(주),72470.0,2016/12,10697.0,753.0,-0.27,0.0,278.94,1.0
24412,우리산업홀딩스(주),72470.0,2017/12,6091.0,-1141.0,-2.39,0.0,3198.81,1.0
24413,우리산업홀딩스(주),72470.0,2018/12,5931.0,62.0,-0.94,0.0,2894.14,1.0
24414,우리산업홀딩스(주),72470.0,2019/12,849.0,60.0,-0.95,0.0,402.07,1.0
24415,우리산업홀딩스(주),72470.0,2020/12,1830.0,704.0,0.46,0.0,157.22,1.0
20585,대주전자재료(주),78600.0,2000/12,9685.0,-214.0,0.0,17.56,95.08,1.0
20586,대주전자재료(주),78600.0,2001/12,10042.0,250.0,1.98,29.08,129.2,1.0
20587,대주전자재료(주),78600.0,2002/12,7753.0,913.0,5.72,29.2,118.81,1.0
20588,대주전자재료(주),78600.0,2003/12,9123.0,1442.0,14.54,32.96,97.32,1.0
20589,대주전자재료(주),78600.0,2004/12,11045.0,4415.0,106.79,30.11,101.01,1.0
20590,대주전자재료(주),78600.0,2005/12,12283.0,3966.0,13.36,28.65,104.29,1.0
20591,대주전자재료(주),78600.0,2006/12,9587.0,84.0,-2.6,17.81,68.26,1.0
20592,대주전자재료(주),78600.0,2007/12,12754.0,170.0,-0.49,18.35,55.43,1.0
20593,대주전자재료(주),78600.0,2008/12,9896.0,-5247.0,17.61,17.37,42.84,1.0
20594,대주전자재료(주),78600.0,2009/12,13554.0,-3457.0,-9.5,23.78,40.56,1.0
20595,대주전자재료(주),78600.0,2010/12,16187.0,534.0,2.73,20.54,59.88,1.0
20596,대주전자재료(주),78600.0,2011/12,21546.0,4761.0,37.96,18.39,63.96,1.0
20597,대주전자재료(주),78600.0,2012/12,12557.0,6505.0,27.02,25.64,56.93,1.0
20598,대주전자재료(주),78600.0,2013/12,21048.0,-357.0,6.06,22.46,61.35,1.0
