회사명,거래소코드,회계년도,자기자본순이익률,자산총계(요약),자본총계(요약),부채총계(요약),유동자산(요약),유동부채(요약),*당기순이익(요약),영업이익(요약),이익잉여금(요약),비유동자산(요약),이자비용(요약)
(주)CMG제약,058820,2000/12,,28990,12896,16095,21169,15241,521,1535,0,7821,307
(주)CMG제약,058820,2001/12,1.26,20908,8789,12119,16359,11601,110,294,0,4549,285
(주)CMG제약,058820,2002/12,-29.43,15401,6535,8867,9880,8650,-2255,-3817,0,5522,382
(주)CMG제약,058820,2003/12,1.7,11063,6433,4630,8534,4597,110,-914,0,2529,271
(주)CMG제약,058820,2004/12,-86.13,5179,2560,2619,3893,2600,-3873,-2838,0,1286,124
(주)CMG제약,058820,2005/12,-85.56,8280,3419,4861,3449,3621,-2558,-1995,0,4831,149
(주)CMG제약,058820,2006/12,-65.1,10030,7059,2971,6897,2971,-3411,-1183,0,3133,84
(주)CMG제약,058820,2007/12,-6.41,22074,20701,1372,8952,1372,-890,-1334,-12978,13122,0
(주)CMG제약,058820,2008/12,-20.5,34557,24753,9804,16725,2971,-4659,-3786,-18256,17832,749
(주)CMG제약,058820,2009/12,-106.4,22836,9412,13424,9827,9050,-18177,-8650,-37358,13008,1044
(주)CMG제약,058820,2010/12,-57.61,24128,17140,6989,11604,3783,-7649,-7453,-45007,12524,1016
(주)CMG제약,058820,2011/12,-7.14,27549,18291,9258,15265,7620,-1264,698,-44971,12284,181
(주)CMG제약,058820,2012/12,-27.63,56989,31603,25386,47073,6665,-6893,-4045,-52369,9915,543
(주)CMG제약,058820,2013/12,0.83,55962,49048,6913,38259,5498,335,823,-52151,17703,1134
(주)CMG제약,058820,2014/12,0.35,58127,49067,9060,28360,8714,172,446,-52330,29767,123
(주)CMG제약,058820,2015/12,-7.61,56592,46873,9719,26331,8843,-3649,-2571,-56348,30261,80
(주)CMG제약,058820,2016/12,2.29,110980,101108,9872,78772,9137,1693,1731,-54547,32208,0
(주)CMG제약,058820,2017/12,2.85,109568,97944,11624,81227,10884,2835,1559,-3398,28341,0
(주)CMG제약,058820,2018/12,6.01,114380,103982,10398,81370,8495,6065,2568,2309,33009,0
(주)CMG제약,058820,2019/12,2.15,192243,180158,12085,150584,9306,3051,2604,5055,41659,9
(주)CMG제약,058820,2020/12,0.12,195356,181131,14225,145981,13649,215,1822,5638,49374,23
(주)ES큐브,050120,2001/06,,7040,4501,2540,3825,2399,708,841,0,3216,264
(주)ES큐브,050120,2002/06,7.39,9447,7027,2421,5384,2239,520,846,0,4064,211
(주)ES큐브,050120,2003/06,5.2,9538,7322,2216,5792,1998,373,143,0,3746,64
(주)ES큐브,050120,2004/06,0.36,15645,13209,2436,11859,2140,37,124,0,3786,75
(주)ES큐브,050120,2005/12,-21,26148,24725,1422,22876,1107,-5192,-1941,0,3271,407
(주)ES큐브,050120,2006/12,-13.35,29486,25284,4202,22835,1163,-3338,-1621,0,6651,270
(주)ES큐브,050120,2007/12,-1.29,36192,35776,417,25896,387,-394,-2178,-3732,10296,87
(주)ES큐브,050120,2008/12,-8.88,40649,37512,3137,21224,2957,-3255,-2702,-6988,19425,76
(주)ES큐브,050120,2009/12,9.58,47209,40704,6504,27636,3799,3747,938,-3240,19573,91
(주)ES큐브,050120,2010/12,-5.44,47490,42010,5481,26290,4770,-2250,704,-2250,21200,74
(주)ES큐브,050120,2011/12,-7.23,45233,39144,6089,18786,4840,-2933,-2080,-3118,26447,15
(주)ES큐브,050120,2012/12,1.31,44676,39881,4795,15631,3228,517,646,488,29045,32
(주)ES큐브,050120,2013/12,-35.29,47510,43713,3797,32519,2691,-14749,217,-13964,14991,23
(주)ES큐브,050120,2014/12,-5.68,44914,41226,3688,21478,3055,-2412,326,-2486,23437,0
(주)ES큐브,050120,2015/12,8.39,47124,44873,2251,22590,1792,3610,2371,3646,24533,0
(주)ES큐브,050120,2016/12,30.46,104460,69832,34628,43389,4570,17469,2360,21107,61071,204
(주)ES큐브,050120,2017/12,1.73,104850,71398,33452,44762,4086,1219,2170,22258,60088,785
(주)ES큐브,050120,2018/12,-5.56,108482,66519,41963,29055,37696,-3836,691,19158,79427,1482
(주)ES큐브,050120,2019/12,-21.14,136065,53986,82079,24298,54790,-12739,588,4185,111767,3540
(주)ES큐브,050120,2020/12,-45.82,81995,72950,9046,7524,8346,-29081,1453,-24894,74471,3207
(주)가비아,079940,2002/12,,3376,1593,1783,2256,1316,357,273,0,1120,49
(주)가비아,079940,2003/12,40.64,4773,2683,2090,3357,1493,1090,1148,0,1416,36
(주)가비아,079940,2004/12,38.2,6223,3950,2273,4446,1925,1267,1318,0,1777,16
(주)가비아,079940,2005/12,25.6,12234,8932,3302,6882,2287,1649,1750,0,5352,11
(주)가비아,079940,2006/12,20.38,14743,10641,4103,8432,2862,1994,2265,0,6311,37
(주)가비아,079940,2007/12,22.54,24822,15134,9688,6882,3914,2905,2757,8919,17940,281
(주)가비아,079940,2008/12,12.51,31435,15304,16131,11900,8528,1904,3901,10384,19534,395
(주)가비아,079940,2009/12,18.3,31060,19367,11692,9199,4598,3172,3653,13557,21860,735
(주)가비아,079940,2010/12,18.14,35298,22190,13108,10390,6587,3770,4104,16956,24908,419
(주)가비아,079940,2011/12,14.04,37296,24299,12997,9246,11954,3262,3926,20037,28050,361
(주)가비아,079940,2012/12,20.69,51796,31165,20631,9613,10724,5738,2949,25408,42183,472
(주)가비아,079940,2013/12,11.48,52152,34823,17329,10360,11589,3787,3035,28938,41792,406
(주)가비아,079940,2014/12,8.43,55984,38148,17837,14916,13162,3077,3451,31456,41068,309
(주)가비아,079940,2015/12,10.64,57657,42470,15187,17436,9687,4288,4532,35484,40221,160
(주)가비아,079940,2016/12,8.07,61161,45414,15747,12238,10247,3544,3982,38637,48923,119
(주)가비아,079940,2017/12,5.36,64986,47663,17323,15117,17323,2494,3176,40740,49870,117
(주)가비아,079940,2018/12,5.67,69316,49833,19483,18389,18090,2763,4106,43111,50927,159
(주)가비아,079940,2019/12,8.96,82965,54084,28881,13603,20260,4655,4889,47375,69362,251
(주)가비아,079940,2020/12,8.46,98083,58360,39723,20369,25285,4758,7130,51592,77714,193
(주)강스템바이오텍,217730,2013/12,,10950,8884,2066,7316,391,-2777,-2810,-6094,3635,52
(주)강스템바이오텍,217730,2014/12,-99.67,7173,4450,2724,3730,1065,-4435,-4493,-10529,3443,38
(주)강스템바이오텍,217730,2015/12,-44.8,24983,21237,3746,18897,2966,-5754,-5125,-16106,6086,948
(주)강스템바이오텍,217730,2016/12,-37.55,47442,22977,24465,37966,3231,-8300,-9118,-24406,9475,483
(주)강스템바이오텍,217730,2017/12,-45.57,44509,24668,19841,24317,4001,-10856,-11133,-35262,20192,1403
(주)강스템바이오텍,217730,2018/12,-37.19,66185,47945,18240,44072,13802,-13501,-10525,-51691,22113,881
(주)강스템바이오텍,217730,2019/12,-42.09,98626,70845,27781,50136,15297,-25002,-19411,-76693,48490,832
(주)강스템바이오텍,217730,2020/12,-31.88,68097,51431,16666,39797,4648,-19492,-16745,-96185,28301,372
(주)강원,114190,2000/11,,12320,3908,8412,6449,6450,375,782,0,5871,291
(주)강원,114190,2001/11,2.56,11898,3973,7924,5801,6390,102,322,0,6097,239
(주)강원,114190,2002/11,26.22,12617,5139,7479,6203,6959,1195,1950,0,6414,116
(주)강원,114190,2003/11,5.05,11891,5405,6486,7065,6032,266,416,0,4826,35
(주)강원,114190,2004/11,0.47,12329,4548,7781,7946,6940,24,-125,0,4383,23
(주)강원,114190,2005/11,-26.32,11932,3490,8442,7323,7692,-1058,-1719,0,4610,21
(주)강원,114190,2006/11,16.79,13444,4130,9314,9546,8657,640,1125,0,3898,16
(주)강원,114190,2007/11,43.33,22320,6646,15674,17753,15161,2334,3389,0,4566,14
(주)강원,114190,2008/11,30.31,29220,8752,20468,24711,20014,2334,6501,6473,4509,11
(주)강원,114190,2009/11,19.45,31708,17878,13830,26472,13760,2590,4242,9063,5236,8
(주)강원,114190,2010/11,9.24,28678,19269,9409,23837,9247,1717,1779,10780,4841,4
(주)강원,114190,2011/11,26.52,52878,24537,28341,47409,28009,5808,6304,16588,5469,17
(주)강원,114190,2012/12,24.85,89258,36108,53150,80491,52980,8975,11611,25687,8767,199
(주)강원,114190,2013/12,9.57,72441,45877,26564,61556,26561,3922,3234,28976,10885,179
(주)강원,114190,2014/12,2.33,67038,50445,16592,48801,16587,1123,1626,29719,18237,42
(주)강원,114190,2015/12,1.68,80939,54881,26058,58745,26045,886,878,30605,22194,1
(주)강원,114190,2016/12,-1.4,70850,53746,17104,49882,17100,-762,-902,29843,20968,5
(주)강원,114190,2017/12,-12.47,87781,47117,40664,66558,36682,-6291,-5421,23552,21224,60
(주)강원,114190,2018/12,4.1,89620,49286,40333,70098,40300,1978,532,26311,19522,1521
(주)강원,114190,2019/12,-92.7,55106,22904,32202,30346,27565,-33461,-17151,-7612,24760,1839
(주)강원,114190,2020/12,-69.99,32998,17211,15787,21887,12351,-14039,-8978,-13908,11111,340
(주)강원랜드,035250,2000/12,,342867,265911,76956,237186,51766,41234,44646,0,105681,0
(주)강원랜드,035250,2001/12,47.32,695214,461259,233955,475862,218919,218278,302921,0,219352,905
(주)강원랜드,035250,2002/12,40.21,823397,638000,185397,363480,180294,221018,298339,0,459917,475
(주)게임빌,063080,2004/12,,3616,2258,1358,2193,615,652,638,0,1423,87
(주)게임빌,063080,2005/12,23,8601,6838,1763,7228,1052,1572,1682,0,1373,20
(주)게임빌,063080,2006/12,13.94,10108,7870,2238,6125,1747,1025,725,0,3983,23
(주)게임빌,063080,2007/12,15.85,12298,9271,3027,7378,1061,1358,2057,4254,4920,68
(주)게임빌,063080,2008/12,44.48,18744,14471,4273,14470,2372,5280,6239,9377,4275,95
(주)게임빌,063080,2009/12,44.59,44539,38583,5956,39934,3966,11827,13609,21204,4605,74
(주)게임빌,063080,2010/12,32.08,59059,53390,5669,53830,4193,14752,15465,35956,5229,67
(주)게임빌,063080,2011/12,25.58,77557,68088,9469,65593,7878,15535,16841,51875,11964,51
(주)게임빌,063080,2012/12,26.1,97042,88772,8269,62953,6238,20470,21748,72346,34089,36
(주)게임빌,063080,2013/12,9.66,175060,162715,12346,55779,11536,12142,11988,84487,119281,17
(주)게임빌,063080,2014/12,8.32,207446,176972,30474,66811,30454,14131,15049,98618,140635,24
(주)게임빌,063080,2015/12,-1.48,287623,174436,113188,105731,68168,-2603,5235,96015,181893,557
(주)게임빌,063080,2016/12,-5.1,231075,162843,68232,42733,35212,-8607,1214,87408,188342,1295
(주)게임빌,063080,2017/12,-13.76,206671,141933,64738,21454,48051,-20965,-20295,66443,185217,1556
(주)게임빌,063080,2018/12,-25.65,182377,105387,76991,15099,56931,-31723,-18544,35997,167278,1805
(주)게임빌,063080,2019/12,-7.7,198900,96470,102431,15077,60936,-7771,-13593,28226,183823,2515
(주)게임빌,063080,2020/12,0.37,217489,99706,117783,15981,101942,367,1657,28593,201508,3968
(주)경윤하이드로에너지,019120,2000/12,13.12,26486,15129,11357,18402,8309,2032,1969,0,8084,733
(주)경윤하이드로에너지,019120,2001/12,15.28,29152,16573,12579,20959,8567,2422,2498,0,8193,526
(주)경윤하이드로에너지,019120,2002/12,12.49,30139,17860,12278,14754,8009,2150,1956,0,15384,317
(주)경윤하이드로에너지,019120,2003/12,4.85,36307,21624,14683,15755,10305,958,157,0,20552,208
(주)경윤하이드로에너지,019120,2004/12,6,37722,21422,16300,18613,12350,1292,96,0,19109,302
(주)경윤하이드로에너지,019120,2005/12,-8.31,37518,21748,15769,18903,13487,-1794,-3294,0,18614,610
(주)경윤하이드로에너지,019120,2006/12,-16,37335,18588,18746,17994,16777,-3227,-4351,0,19341,794
(주)경윤하이드로에너지,019120,2007/12,-15.79,33785,15232,18552,12259,17428,-2671,-3958,12603,21526,863
(주)경윤하이드로에너지,019120,2008/12,-57.52,25346,8160,17185,3391,16353,-6728,-1144,-4623,21954,1110
(주)경윤하이드로에너지,019120,2009/12,-63.29,33831,21339,12492,12012,8548,-9336,-2880,-13959,21819,567
(주)경윤하이드로에너지,019120,2010/12,-202.27,15680,7753,7927,5341,4256,-29422,-2647,-43380,10339,577
(주)고려시멘트,198440,2014/12,,,,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,,,,
(주)고려시멘트,198440,2017/12,1.3,115882,77394,38488,38543,23126,1004,3018,32694,77339,180
(주)고려시멘트,198440,2018/12,5.67,127537,86511,41026,49955,29602,4646,3838,36114,77582,417
(주)고려시멘트,198440,2019/12,3.88,127036,88445,38590,46591,27999,3396,-460,38017,80444,425
(주)고려시멘트,198440,2020/12,4.92,115338,92362,22975,38514,10467,4445,4281,41955,76823,104
(주)고바이오랩,348150,2019/12,,34574,-53757,88331,33442,88254,-44215,-5735,-56733,1132,777
(주)고바이오랩,348150,2020/12,-104.03,55675,54134,1541,54628,208,-56315,-10214,-113048,1047,708
(주)고영테크놀러지,098460,2005/12,,8995,6702,2293,6326,1135,1560,1696,0,2669,75
(주)고영테크놀러지,098460,2006/12,29.57,12849,9900,2949,9295,1767,2928,3235,0,3553,32
(주)고영테크놀러지,098460,2007/12,37.75,19243,14849,4394,14554,3397,4671,5265,8534,4689,21
(주)고영테크놀러지,098460,2008/12,32.76,39619,34733,4886,28496,2690,8121,5925,16655,11123,10
(주)고영테크놀러지,098460,2009/12,3.27,49820,36321,13499,37916,10740,1162,2269,17817,11904,82
(주)고영테크놀러지,098460,2010/12,34.64,69019,55183,13836,47884,11804,15847,18818,33665,21135,349
(주)고영테크놀러지,098460,2011/12,26.41,87018,70382,16635,61560,14155,16581,19019,48019,25458,0
(주)고영테크놀러지,098460,2012/12,19.21,103020,84091,18929,75787,14597,14836,20358,60686,27232,0
(주)고영테크놀러지,098460,2013/12,16.09,121329,100052,21278,93557,16477,14817,17779,73047,27773,0
(주)고영테크놀러지,098460,2014/12,20.86,141873,118349,23525,107119,18714,22776,27729,92948,34754,0
(주)고영테크놀러지,098460,2015/12,18.48,160171,133571,26600,124934,20346,23272,26173,111993,35237,0
(주)고영테크놀러지,098460,2016/12,19.28,194333,157573,36760,156029,26393,28063,31040,135417,38304,0
(주)고영테크놀러지,098460,2017/12,17.93,205696,164836,40860,159375,29688,28907,45513,159350,46322,0
(주)고영테크놀러지,098460,2018/12,21.53,279985,229271,50714,231667,38507,42430,46197,192362,48318,0
(주)고영테크놀러지,098460,2019/12,14.42,308020,252021,55999,229213,34506,34703,40058,217898,78807,214
(주)고영테크놀러지,098460,2020/12,2.95,303115,252663,50453,201322,28141,7447,13573,218298,101794,186
(주)골드앤에스,035290,2000/12,-15.22,67390,38245,29144,22234,4539,-4098,-3902,0,45155,1343
(주)골드앤에스,035290,2001/12,-37.7,33917,19802,14116,7134,2983,-10941,55,0,26783,867
(주)골드앤에스,035290,2002/12,-51.8,27254,21753,5501,7558,1946,-10762,-4685,0,19697,465
(주)골드앤에스,035290,2003/12,1.85,28273,22181,6092,8066,4233,407,542,0,20207,0
(주)골드앤에스,035290,2004/12,6.97,31304,24371,6933,9811,3147,1623,1654,0,21493,268
(주)골드앤에스,035290,2005/12,8.11,36980,26629,10351,12945,2945,2068,1281,0,24035,120
(주)골드앤에스,035290,2006/12,-6.58,39535,29583,9952,9813,6733,-1850,-770,0,29721,95
(주)골드앤에스,035290,2007/12,4.18,45000,30848,14152,12523,10382,1263,1634,3510,32478,144
(주)골드앤에스,035290,2008/12,0.23,47881,30921,16960,13338,14490,71,1024,3581,34543,515
(주)골드앤에스,035290,2009/12,1.35,55107,31592,23515,20896,18996,423,1041,4004,34210,539
(주)골드앤에스,035290,2010/12,-32.13,45021,22792,22229,17745,16576,-8737,328,-4734,27276,1137
(주)골드앤에스,035290,2011/12,4.85,46347,22638,23709,23165,21204,1101,1660,-4832,23182,1112
(주)골드앤에스,035290,2012/12,-24.69,51063,26253,24810,27310,19365,-6036,-2363,-10875,23752,1211
(주)골드앤에스,035290,2013/12,-90.82,34509,9813,24696,17986,22293,-16378,-4982,-27316,16523,1084
(주)골드앤에스,035290,2014/12,-85.29,28884,9084,19800,15782,14233,-8059,-2319,-35151,13102,1343
(주)골드앤에스,035290,2015/12,-78.06,23598,14992,8606,15123,7607,-9396,1062,-15336,8475,563
(주)골드앤에스,035290,2016/12,2.67,18296,14102,4194,8552,3461,388,390,-15038,9744,156
(주)골드앤에스,035290,2017/12,-59.27,16995,13105,3890,10974,3261,-8063,-3690,-24499,6020,134
(주)골드앤에스,035290,2018/12,-30,42473,13867,28606,21031,27916,-4046,-4559,-28426,21441,1023
(주)골드앤에스,035290,2019/12,0,16096,-5001,21097,3910,20965,-24883,-7142,-54456,12186,4888
(주)골드앤에스,035290,2020/12,0,20634,14489,6146,9045,2104,1636,-2343,-52811,11589,2402
(주)골드카운티,058900,2001/12,,7379,5025,2354,5076,2247,1051,1062,0,2303,18
(주)골드카운티,058900,2002/12,9.43,8525,5546,2979,5003,2414,523,741,0,3522,12
(주)골드카운티,058900,2003/12,24.93,11868,7128,4740,7345,4537,1580,1955,0,4523,147
(주)골드카운티,058900,2004/12,12.65,17167,11309,5858,11127,5578,1166,1674,0,6040,219
(주)골드카운티,058900,2005/12,-23.65,21477,10434,11043,11721,8079,-2571,-2541,0,9756,246
(주)골드카운티,058900,2006/12,-152.98,48001,29380,18621,24180,5179,-30454,-4216,0,23820,812
(주)골드카운티,058900,2007/12,-317.24,13262,1646,11616,9183,1622,-49213,-7552,-77894,4079,1122
(주)골드카운티,058900,2008/12,-89.38,33695,30052,3643,18342,3637,-14166,-3669,-92060,15353,569
(주)골드카운티,058900,2009/12,-43.33,38168,36235,1933,13934,1933,-14359,-3392,-106419,24234,61
(주)골드퍼시픽,038530,2000/12,3.17,55864,54108,1756,37756,803,1013,261,0,18109,55
(주)골드퍼시픽,038530,2001/12,-3.08,54119,50460,3658,26607,2892,-1610,-3504,0,27512,42
(주)골드퍼시픽,038530,2002/12,-15.85,49248,42180,7068,33073,5872,-7343,-4045,0,16176,23
(주)골드퍼시픽,038530,2003/12,-31.09,47120,32487,14634,28909,13243,-11609,-7771,0,18212,130
(주)골드퍼시픽,038530,2004/12,-90.42,28788,21872,6916,18291,5975,-24575,-7315,0,10497,309
(주)골드퍼시픽,038530,2005/12,-90.77,28189,13930,14259,24162,3705,-16249,-3090,0,4027,521
(주)골드퍼시픽,038530,2006/12,-4.13,12853,9445,3409,8451,2672,-483,157,0,4402,1202
(주)골드퍼시픽,038530,2007/12,-75.34,18367,14242,4125,13187,3478,-8923,-2986,-8923,5180,211
(주)골드퍼시픽,038530,2008/12,-7.91,22729,20407,2321,14031,1924,-1371,-1137,-1371,8697,142
(주)골드퍼시픽,038530,2009/12,0.76,22084,20568,1517,16774,1007,155,-797,155,5310,0
(주)골드퍼시픽,038530,2010/12,1.96,23024,21014,2010,17244,1725,407,774,563,5780,0
(주)골드퍼시픽,038530,2011/12,4.62,27474,21830,5644,15106,2479,990,2319,1519,12368,122
(주)골드퍼시픽,038530,2012/12,1.14,29862,22928,6933,19030,3582,255,727,1853,10832,274
(주)골드퍼시픽,038530,2013/12,-42.23,30518,17116,13401,15961,8833,-8456,-5585,-6603,14557,516
(주)골드퍼시픽,038530,2014/12,-42.96,31936,16902,15034,15761,8601,-7307,-5975,-7212,16175,876
(주)골드퍼시픽,038530,2015/12,-67.67,27496,20116,7380,14305,4089,-12526,-8198,-14406,13191,599
(주)골드퍼시픽,038530,2016/12,-212.98,11122,1890,9232,5439,6684,-23433,-8525,-29994,5684,489
(주)골드퍼시픽,038530,2017/12,-26.61,26568,5364,21203,17215,20748,-965,938,-30967,9353,1516
(주)골드퍼시픽,038530,2018/12,-34.42,37288,20087,17202,22006,11654,-4380,-506,-5057,15282,1331
(주)골드퍼시픽,038530,2019/12,-153.58,72946,21069,51876,28455,50456,-31604,-3421,-36661,44491,3838
(주)골드퍼시픽,038530,2020/12,-3.71,71420,59738,11682,42322,11547,-1498,685,-3569,29098,3801
(주)골프존,215000,2015/12,,171629,105063,66566,71291,48712,33263,47628,33263,100339,711
(주)골프존,215000,2016/12,30.99,177636,115887,61749,75788,51807,35913,43961,44086,101847,745
(주)골프존,215000,2017/12,50.82,239012,181395,57617,142686,45867,75544,33529,109595,96326,708
(주)골프존,215000,2018/12,11.44,254579,197437,57142,134089,52509,21663,29086,116146,120490,744
(주)골프존,215000,2019/12,9.78,304861,205530,99331,70491,54397,19705,36199,124246,234369,814
(주)골프존,215000,2020/12,16.74,348043,228577,119466,104804,71161,36329,51583,147654,243239,1235
(주)골프존뉴딘홀딩스,121440,2007/12,,17834,12630,5204,3320,4818,11410,12803,12127,14514,0
(주)골프존뉴딘홀딩스,121440,2008/12,70.17,72013,58689,13324,57579,11956,41180,45516,53307,14434,1
(주)골프존뉴딘홀딩스,121440,2009/12,75,98428,84425,14003,67473,11242,53667,52124,103973,30955,0
(주)골프존뉴딘홀딩스,121440,2010/12,54.86,182288,160206,22082,135460,18638,67108,62293,146183,46828,0
(주)골프존뉴딘홀딩스,121440,2011/12,18.73,373246,348104,25142,249047,23960,47592,52909,193159,124199,31
(주)골프존뉴딘홀딩스,121440,2012/12,19,512615,411000,101615,267720,100381,72099,73882,255816,244895,1522
(주)골프존뉴딘홀딩스,121440,2013/12,1.07,589947,427556,162390,315881,158800,4493,84448,246145,274066,2124
(주)골프존뉴딘홀딩스,121440,2014/12,14.11,586599,473636,112963,174950,109938,63571,101367,294977,411649,1558
(주)골프존뉴딘홀딩스,121440,2015/12,173.6,585663,551703,33960,45673,8367,890007,-13804,1166628,539990,657
(주)골프존뉴딘홀딩스,121440,2016/12,-3.83,561893,506841,55052,63048,13600,-20256,-5563,196352,498845,1257
(주)골프존뉴딘홀딩스,121440,2017/12,-4.41,536245,480074,56170,46961,37343,-21779,-6824,169571,489283,1387
(주)골프존뉴딘홀딩스,121440,2018/12,-1.59,563387,484481,78906,59446,53591,-7654,-11006,178030,503941,1551
(주)골프존뉴딘홀딩스,121440,2019/12,-6.49,537526,450069,87457,30697,13311,-30342,-17956,142811,506830,1993
(주)골프존뉴딘홀딩스,121440,2020/12,5.92,562129,468244,93885,42269,11337,27194,36116,169714,519860,1946
(주)광림,014200,2000/12,1.8,53822,36193,17629,30886,15137,646,762,0,22936,350
(주)광림,014200,2001/12,-4.43,52512,34065,18447,31689,15752,-1557,-897,0,20823,382
(주)광림,014200,2002/12,-2.21,52457,33384,19073,31603,15005,-745,1561,0,20854,289
(주)광림,014200,2003/12,5.85,56491,35359,21132,35086,17189,2011,1587,0,21405,265
(주)광림,014200,2004/12,4.63,55550,37071,18479,34144,15145,1676,2142,0,21405,267
(주)광림,014200,2005/12,-2.07,59198,37445,21754,35580,16325,-771,1996,0,23618,320
(주)광림,014200,2006/12,4.68,67470,39902,27568,42968,24301,1812,1805,0,24502,405
(주)광림,014200,2007/12,18.61,71595,45459,26137,43600,22908,7942,1160,11827,27995,523
(주)광림,014200,2008/12,1.61,80656,45779,34878,49923,32415,734,593,11653,30734,989
(주)광림,014200,2009/12,-1.5,79368,44727,34641,49079,32266,-680,362,10593,30289,1014
(주)광림,014200,2010/12,5.09,112816,57044,55771,71647,50814,2592,2652,12882,41168,1391
(주)광림,014200,2011/12,4.54,86353,56677,29676,49443,23687,2583,3238,22143,36910,1157
(주)광림,014200,2012/12,0.98,89766,63502,26264,53533,20807,586,1322,22068,36233,771
(주)광림,014200,2013/12,2.54,101593,64797,36796,66494,28060,1631,3311,23310,35098,535
(주)광림,014200,2014/12,1.74,120284,66259,54025,53880,42077,1138,1911,24772,66404,1066
(주)광림,014200,2015/12,12.54,146339,80899,65439,57623,54386,9224,1327,34234,88715,3060
(주)광림,014200,2016/12,0.51,152080,90221,61859,51510,55788,437,172,28782,100571,1108
(주)광림,014200,2017/12,64.62,369582,176556,193026,255752,162861,86196,2304,115120,113830,1405
(주)광림,014200,2018/12,-39.19,236379,120931,115448,145430,100481,-58294,2203,56492,90949,1523
(주)광림,014200,2019/12,-75.18,193569,60749,132820,82568,126334,-68291,3819,-11909,111001,2782
(주)광림,014200,2020/12,-9.63,234833,148098,86736,54598,81925,-10061,8225,75439,180236,6341
(주)광진윈텍,090150,2001/12,,9778,4572,5206,6062,4879,1393,2121,0,3715,192
(주)광진윈텍,090150,2002/12,19.73,13300,5696,7604,8681,7006,1124,1756,0,4619,185
(주)광진윈텍,090150,2003/12,25.93,17042,7393,9650,12302,8653,1697,2880,0,4740,193
(주)광진윈텍,090150,2004/12,26.48,19479,9649,9830,14233,8837,2256,2311,0,5245,200
(주)광진윈텍,090150,2005/12,27.7,25794,12408,13386,20739,12856,3055,3624,0,5055,194
(주)광진윈텍,090150,2006/12,15.28,29347,21366,7980,24336,7410,2581,2780,0,5010,209
(주)광진윈텍,090150,2007/12,11.88,36396,24191,12205,24768,11353,2707,2684,15026,11628,113
(주)광진윈텍,090150,2008/12,7.84,40912,26150,14762,23553,12730,1974,2844,17000,17359,87
(주)광진윈텍,090150,2009/12,5.7,52749,27141,25608,33274,22411,1518,2805,18518,19475,620
(주)광진윈텍,090150,2010/12,7.72,67320,29700,37619,38884,24853,2193,1654,20711,28436,1207
(주)광진윈텍,090150,2011/12,5.13,80869,32654,48215,53229,33744,1599,2735,22614,27641,1388
(주)광진윈텍,090150,2012/12,8.97,101500,36496,65005,62220,40243,3102,3307,24872,39281,1423
(주)광진윈텍,090150,2013/12,4.61,101914,37528,64386,61565,42334,1705,1596,25904,40349,1687
(주)광진윈텍,090150,2014/12,-0.64,97935,36906,61029,59808,43903,-240,1180,25282,38126,1579
(주)광진윈텍,090150,2015/12,0.64,95603,36866,58737,58007,32196,236,429,25243,37596,1222
(주)광진윈텍,090150,2016/12,2.59,93206,37437,55768,54562,37079,961,736,25814,38644,1013
(주)광진윈텍,090150,2017/12,-5.96,94054,35246,58808,49722,44381,-2167,-2793,23622,44332,989
(주)광진윈텍,090150,2018/12,-5.19,92746,31651,61096,45228,40852,-1735,-2306,20027,47518,1103
(주)광진윈텍,090150,2019/12,6.85,85047,38614,46433,36449,24767,2406,2352,21797,48598,900
(주)광진윈텍,090150,2020/12,4.24,83778,39420,44357,36626,31638,1652,1670,22654,47151,599
(주)구영테크,053270,2000/12,22.49,20201,6503,13699,8698,10117,1178,1324,0,11503,598
(주)구영테크,053270,2001/12,14.32,23957,6798,17159,9558,10903,952,994,0,14399,725
(주)구영테크,053270,2002/12,13.01,22474,11018,11456,9544,6156,1159,1495,0,12930,411
(주)구영테크,053270,2003/12,16.92,27338,14414,12924,11517,7872,2151,2104,0,15821,371
(주)구영테크,053270,2004/12,13.31,37727,14580,23147,11197,13844,1929,1598,0,26530,594
(주)구영테크,053270,2005/12,-0.29,48871,21633,27238,16308,16588,-53,965,0,32563,1051
(주)구영테크,053270,2006/12,-9.43,68476,20379,48098,19480,32903,-1980,2437,0,48997,1799
(주)구영테크,053270,2007/12,4.06,71470,20574,50896,23828,41595,830,3389,4719,47642,2628
(주)구영테크,053270,2008/12,-51.44,86942,20255,66687,36940,56812,-10501,500,-6972,50003,3204
(주)구영테크,053270,2009/12,2.83,79243,20379,58864,32444,51792,574,4910,-6398,46799,3482
(주)구영테크,053270,2010/12,8.22,79780,21971,57809,34807,51793,1740,6135,-4658,44972,3119
(주)구영테크,053270,2011/12,3.95,94941,27963,66978,40822,60331,986,4421,11754,54119,3682
(주)구영테크,053270,2012/12,4.37,109441,29302,80138,48965,72156,1250,4839,13081,60476,4003
(주)구영테크,053270,2013/12,3.79,97549,30762,66787,36392,57510,1137,4463,14422,61157,3536
(주)구영테크,053270,2014/12,3.64,101546,42200,59346,40629,48916,1327,2782,15721,60918,2565
(주)구영테크,053270,2015/12,7.41,102761,44067,58695,41056,39445,3196,3530,18819,61706,1781
