회사명,거래소코드,회계년도,자기자본순이익률,자산총계(요약),자본총계(요약),부채총계(요약),유동자산(요약),유동부채(요약),*당기순이익(요약),영업이익(요약),이익잉여금(요약),비유동자산(요약),이자비용(요약)
(주)슈피겐코리아,192440,2011/12,,20082,14489,5593,14017,5216,9232,12458,14439,6065,26
(주)슈피겐코리아,192440,2012/12,45,32158,25407,6752,22082,6742,11433,15085,23372,10077,5
(주)슈피겐코리아,192440,2013/12,30.61,40642,36635,4007,30466,3835,9495,11792,24642,10176,7
(주)슈피겐코리아,192440,2014/12,45.75,132541,120973,11568,121915,11113,36051,40214,58777,10625,9
(주)슈피겐코리아,192440,2015/12,26.53,162884,151300,11584,150100,10878,36119,40594,90793,12784,6
(주)슈피겐코리아,192440,2016/12,20.82,195797,182065,13732,131756,12930,34697,40883,121775,64041,1
(주)슈피겐코리아,192440,2017/12,11.39,220845,194503,26342,133849,25107,21447,40891,140127,86995,0
(주)슈피겐코리아,192440,2018/12,17.21,251514,226499,25015,151106,21923,36234,42644,173385,100408,9
(주)슈피겐코리아,192440,2019/12,15.74,292118,256783,35335,154271,25191,38028,42050,204158,137847,263
(주)슈피겐코리아,192440,2020/12,9.46,316195,273903,42292,152169,34740,25104,40132,221423,164026,232
(주)스맥,099440,2006/12,,14332,10988,3345,12020,2840,2228,2170,0,2313,163
(주)스맥,099440,2007/12,27.28,20857,15644,5213,16970,3907,4268,4833,7994,3887,173
(주)스맥,099440,2008/12,16.39,22244,18436,3808,18130,2251,2792,2482,10787,4114,193
(주)스맥,099440,2009/12,6.17,25516,20675,4841,20960,3451,1207,317,11235,4556,147
(주)스맥,099440,2010/12,11.68,26308,21921,4387,21520,3596,2487,1989,13157,4788,115
(주)스맥,099440,2011/12,11.08,116780,43980,72801,70952,60232,3652,5006,14156,45828,1524
(주)스맥,099440,2012/12,3.29,132542,47851,84691,80759,59739,1512,6809,15386,51783,2415
(주)스맥,099440,2013/12,9.09,170199,60962,109237,102022,70883,4947,6076,20167,68177,4055
(주)스맥,099440,2014/12,3.7,196047,81705,114342,125149,68938,2636,6001,22059,70897,3069
(주)스맥,099440,2015/12,4.06,175839,84077,91762,106165,63213,3365,4296,24430,69674,2808
(주)스맥,099440,2016/12,2.11,208859,90318,118541,135425,70286,1842,3910,25177,73434,3107
(주)스맥,099440,2017/12,0.41,196252,95893,100359,123226,64871,382,4607,24255,73026,2932
(주)스맥,099440,2018/12,1.23,216761,99127,117635,142644,71907,1203,2836,22988,74117,2585
(주)스맥,099440,2019/12,-15.16,224013,101136,122877,131561,94324,-15182,-13062,6590,92452,3524
(주)스맥,099440,2020/12,-31,189952,80682,109270,109918,85965,-28183,-17220,-21331,80034,2999
(주)스카이문스테크놀로지,033790,2000/12,,12040,5143,6897,7767,5079,1366,1954,0,4272,277
(주)스카이문스테크놀로지,033790,2001/12,-22.77,13133,8197,4936,6783,2812,-1866,-1549,0,6350,240
(주)스카이문스테크놀로지,033790,2002/12,23.7,16197,10339,5858,10728,4014,2196,3172,0,5469,243
(주)스카이문스테크놀로지,033790,2003/12,18.08,17628,12352,5276,14205,3717,2051,2585,0,3424,110
(주)스카이문스테크놀로지,033790,2004/12,34.14,22871,16580,6291,20032,5204,4939,6189,0,2840,45
(주)스카이문스테크놀로지,033790,2005/12,13.89,31044,24713,6331,26846,5315,2868,3077,0,4199,6
(주)스카이문스테크놀로지,033790,2006/12,13.37,37400,27364,10036,31694,8847,3481,3572,0,5707,0
(주)스카이문스테크놀로지,033790,2007/12,11.33,38966,29531,9435,30668,8806,3223,2505,16175,8298,0
(주)스카이문스테크놀로지,033790,2008/12,-5.55,28788,25523,3265,23993,2730,-1527,-3620,13759,4795,0
(주)스카이문스테크놀로지,033790,2009/12,-11.26,26338,23945,2394,21796,2146,-2785,-3051,10974,4543,3
(주)스카이문스테크놀로지,033790,2010/12,8.02,31209,26395,4813,26724,4460,2018,1320,12992,4485,1
(주)스카이문스테크놀로지,033790,2011/12,0.74,29151,26163,2988,23651,2738,195,-1203,13072,5500,0
(주)스카이문스테크놀로지,033790,2012/12,-9.14,26881,23975,2906,20267,2724,-2290,-3009,10798,6614,0
(주)스카이문스테크놀로지,033790,2013/12,-5.01,25758,23093,2666,17502,2558,-1179,-1752,9652,8257,0
(주)스카이문스테크놀로지,033790,2014/12,5.2,29181,24173,5008,15201,1821,1229,875,10790,13980,1
(주)스카이문스테크놀로지,033790,2015/12,0.34,30249,24325,5924,14834,2658,83,-342,10858,15415,35
(주)스카이문스테크놀로지,033790,2016/12,-8.92,28492,22348,6144,14518,2983,-2081,-2234,8771,13974,19
(주)스카이문스테크놀로지,033790,2017/12,-13.27,63081,39958,23123,47841,9528,-4134,-3668,4605,15240,508
(주)스카이문스테크놀로지,033790,2018/12,-15.83,56321,34002,22319,39024,21992,-5853,-2632,-1082,17297,940
(주)스카이문스테크놀로지,033790,2019/12,-45.63,26928,19998,6930,13120,6662,-12319,-10511,-15086,13809,265
(주)스카이문스테크놀로지,033790,2020/12,-4.23,25773,19275,6498,11854,6158,-831,-1461,-15876,13919,70
(주)스카이이앤엠,131100,2009/12,,19997,12799,7198,8882,4610,3368,4973,4399,11115,291
(주)스카이이앤엠,131100,2010/12,23.23,38637,22133,16503,14288,7182,5142,6428,9534,24348,582
(주)스카이이앤엠,131100,2011/12,13.62,64111,43644,20468,24414,12310,4481,6081,14667,39697,1032
(주)스카이이앤엠,131100,2012/12,2.03,82166,45856,36310,24791,20056,910,1820,15577,57375,884
(주)스카이이앤엠,131100,2013/12,-0.03,95417,46293,49124,17660,29861,-15,526,15562,77757,1330
(주)스카이이앤엠,131100,2014/12,-3.63,113772,50716,63056,14501,39279,-1760,-1625,13803,99272,1713
(주)스카이이앤엠,131100,2015/12,-27.47,93551,34533,59018,15594,41483,-11709,-4745,-5191,77957,1855
(주)스카이이앤엠,131100,2016/12,-153.28,51752,11677,40075,5826,33410,-35415,-7154,-40606,45926,1674
(주)스카이이앤엠,131100,2017/12,-105.77,30336,5474,24862,8740,24749,-9070,-4352,-49677,21596,1640
(주)스카이이앤엠,131100,2018/12,-70.55,52506,31340,21166,31458,21060,-12985,631,-45746,21047,2250
(주)스카이이앤엠,131100,2020/06,-167,53472,15176,38296,20792,37246,-25344,-11796,-77741,32681,2509
(주)스킨앤스킨,159910,2011/12,,20740,12716,8024,8735,3449,4273,4699,4579,12005,304
(주)스킨앤스킨,159910,2012/12,18.09,44398,32584,11815,20873,3978,5895,5660,10474,23526,68
(주)스킨앤스킨,159910,2013/12,-6.28,43158,31318,11841,6484,4441,-2005,-3356,8353,36674,133
(주)스킨앤스킨,159910,2014/12,-22.82,44150,25183,18967,6597,9127,-6446,-5351,1867,37552,430
(주)스킨앤스킨,159910,2015/12,-61.05,51878,23705,28173,14913,27104,-14924,-5613,-13427,36965,1693
(주)스킨앤스킨,159910,2016/12,-45.64,45800,34465,11335,17632,10553,-13275,1439,-26592,28169,2137
(주)스킨앤스킨,159910,2017/12,-41.54,44592,27566,17026,17774,16035,-12883,-4769,-39584,26818,1596
(주)스킨앤스킨,159910,2018/12,-44.55,50285,36949,13336,23883,12589,-14369,-3094,-54402,26402,1050
(주)스킨앤스킨,159910,2019/12,-19.1,47182,36110,11072,26134,9244,-6978,-6744,-61993,21048,287
(주)스킨앤스킨,159910,2020/12,-119.91,14730,9976,4754,9368,3696,-27630,-5579,-89445,5362,113
(주)스타맥스,017050,2000/12,0,5120,592,4528,945,3913,-224,-644,0,4176,149
(주)스타맥스,017050,2001/12,-15.89,66642,44288,22353,6137,1897,-3565,-2872,0,60504,257
(주)스타맥스,017050,2002/12,-249.15,58545,17288,41257,49064,21583,-76708,-3021,0,9481,1498
(주)스타맥스,017050,2003/12,4.65,61034,43188,17845,31432,17340,1407,254,0,29601,937
(주)스타맥스,017050,2004/12,0.84,63941,43551,20390,27628,20289,363,204,0,36313,823
(주)스타맥스,017050,2005/12,-93.93,41214,19782,21431,19602,19190,-29746,-4203,0,21611,831
(주)스타맥스,017050,2006/12,-3.58,39001,18602,20399,7303,16564,-687,-4280,0,31698,1437
(주)스타맥스,017050,2007/12,2.77,43508,22029,21480,6370,19110,564,-4032,-7755,37139,1500
(주)스타맥스,017050,2008/12,-102.48,46019,7009,39009,7711,38347,-14879,-3960,-22634,38307,2116
(주)스타플렉스,115570,2002/12,,11502,5574,5928,4740,5127,2972,3769,0,6762,129
(주)스타플렉스,115570,2003/12,35.22,19973,9525,10448,6739,9855,3354,4202,0,13233,194
(주)스타플렉스,115570,2004/12,21.14,25829,11777,14053,9539,13006,2252,3374,0,16291,264
(주)스타플렉스,115570,2005/12,38.84,28921,17453,11468,14375,10327,5677,6811,0,14547,229
(주)스타플렉스,115570,2006/12,25.55,44927,22092,22835,11685,21477,5052,6819,0,33242,333
(주)스타플렉스,115570,2007/12,11.49,58357,24785,33572,15151,29525,2693,3630,22785,43206,949
(주)스타플렉스,115570,2008/12,15.63,66112,28988,37124,23888,31958,4203,5120,26988,42224,1462
(주)스타플렉스,115570,2009/12,24.35,58975,37025,21951,19800,11143,8037,13058,35025,39175,1044
(주)스타플렉스,115570,2010/12,9.72,107047,63398,43648,58639,29503,4878,7806,39903,48408,816
(주)스타플렉스,115570,2011/12,10.97,151661,83607,68054,85971,55172,8066,9912,61270,65690,2455
(주)스타플렉스,115570,2012/12,-10.17,142459,75045,67415,59815,62626,-8070,17544,52102,82644,2316
(주)스타플렉스,115570,2013/12,4.67,161107,78249,82857,57626,63073,3576,8918,55307,103481,3180
(주)스타플렉스,115570,2014/12,1.44,154495,79863,74632,53838,58090,1140,7015,55340,100657,2704
(주)스타플렉스,115570,2015/12,-7.49,143311,75277,68034,53023,60264,-5812,8644,49529,90288,2150
(주)스타플렉스,115570,2016/12,4.3,146147,82076,64071,61536,60606,3382,10498,52937,84611,1541
(주)스타플렉스,115570,2017/12,-4.91,149126,77628,71497,65121,70427,-3920,3103,48489,84005,1528
(주)스타플렉스,115570,2018/12,1.09,140469,78317,62152,65812,58831,851,-1400,49178,74657,1807
(주)스타플렉스,115570,2019/12,-18.89,135323,64289,71034,46391,46198,-13466,1018,35150,88931,1999
(주)스타플렉스,115570,2020/12,-31.79,113026,52557,60470,41668,55032,-18574,-3955,16309,71359,1701
(주)스탠더드텔레콤,027890,2000/12,10.13,130962,49835,81128,83172,22569,4912,4231,0,47790,5069
(주)스탠더드텔레콤,027890,2001/12,-11.69,167257,42393,124864,113227,43460,-5392,1506,0,54031,5831
(주)스탠더드텔레콤,027890,2002/12,-316.18,117323,8401,108922,73298,68261,-80301,-30176,0,44025,5458
(주)스톰이앤에프,043680,2000/12,6.65,29850,22533,7317,21408,5296,913,1032,0,8443,206
(주)스톰이앤에프,043680,2001/12,-39.89,26882,14011,12870,17469,6402,-7290,-6900,0,9413,331
(주)스톰이앤에프,043680,2002/12,-218.93,14040,336,13703,6967,11722,-15706,-5367,0,7072,796
(주)스톰이앤에프,043680,2003/12,-77.8,17553,6686,10867,11241,9460,-2732,-1433,0,6312,702
(주)스톰이앤에프,043680,2004/12,-83.42,13690,5283,8408,10090,7162,-4992,-1903,0,3600,529
(주)스톰이앤에프,043680,2005/12,-172.25,10259,4380,5879,7061,4598,-8322,-5763,0,3198,538
(주)스톰이앤에프,043680,2006/12,-662.53,10301,3182,7119,8292,2759,-25051,-5075,0,2009,678
(주)스톰이앤에프,043680,2007/12,-70.46,32213,24083,8130,14512,1824,-9605,-3134,-22168,17701,601
(주)스톰이앤에프,043680,2008/12,-49.78,36818,25619,11199,14895,8586,-12371,-6352,-22796,21923,604
(주)스톰이앤에프,043680,2009/12,-44.08,34587,21263,13325,12115,7832,-10333,-7276,-22704,22472,252
(주)스톰이앤에프,043680,2010/12,0,14694,-4526,19220,2544,11641,-32074,-4023,-54778,12151,599
(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,,,,,,,,,,,
(주)스튜디오산타클로스엔터테인먼트,204630,2015/12,-35.21,23879,19285,4594,19491,2694,-6791,1141,-4182,4388,98
(주)스튜디오산타클로스엔터테인먼트,204630,2016/12,-1.68,55804,43109,12695,40767,3585,-525,-486,-4753,15036,536
(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,-5.61,52880,45611,7269,33575,2335,-2487,-620,-7172,19305,641
(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,0.39,53682,44655,9028,15906,8749,175,262,-8883,37776,481
(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,-21.36,50284,36051,14233,17107,13312,-8620,-8034,-17031,33177,395
(주)스튜디오산타클로스엔터테인먼트,204630,2020/12,-21.3,60111,32058,28054,25022,27578,-7255,-4515,-23929,35090,225
(주)스틸플라워,087220,2002/12,,11884,1808,10076,2342,4750,262,440,0,9542,184
(주)스틸플라워,087220,2003/12,-181.1,13623,643,12980,2611,5494,-1165,-354,0,11012,540
(주)스틸플라워,087220,2004/12,70.47,18437,2887,15550,7535,8718,1244,1625,0,10902,490
(주)스틸플라워,087220,2005/12,59.88,24834,5355,19479,13594,12814,2468,2895,0,11240,523
(주)스틸플라워,087220,2006/12,19.07,34566,6484,28082,17821,22532,1129,2299,0,16745,1262
(주)스틸플라워,087220,2007/12,50.78,62333,18980,43353,22174,33359,6466,10607,10450,40160,2196
(주)스틸플라워,087220,2008/12,37.64,124545,61187,63358,54468,47384,15089,36519,25478,70077,3406
(주)스틸플라워,087220,2009/12,29.89,184786,103758,81027,101719,65368,24650,38475,45207,83067,3208
(주)스틸플라워,087220,2010/12,-8.18,204800,91443,113357,88841,97212,-7986,-5211,35270,115959,3799
(주)스틸플라워,087220,2011/12,5.88,302887,116305,186583,174763,144515,6105,14788,50114,128124,5968
(주)스틸플라워,087220,2012/12,4.41,317704,122160,195544,173389,136900,5254,16022,53926,144315,7927
(주)스틸플라워,087220,2013/12,-10.89,295912,107982,187930,154796,137550,-12526,-8588,40678,141115,7870
(주)스틸플라워,087220,2014/12,-21.29,264669,95279,169391,104661,142335,-21634,-18945,19044,160009,7593
(주)스틸플라워,087220,2015/12,-40.54,215814,80031,135783,65135,117707,-35534,-21712,-16490,150679,7267
(주)스틸플라워,087220,2016/12,-72.86,177152,59446,117706,55284,116597,-50815,-20425,-67264,121868,7080
(주)스틸플라워,087220,2017/12,-124.92,120700,13805,106895,12802,105786,-45752,-36895,-113016,107898,6060
(주)스페이스솔루션,245030,2007/12,,7229,2055,5175,5490,4421,314,558,1658,1739,39
(주)스페이스솔루션,245030,2008/12,10.11,6794,2286,4509,4989,3668,231,-240,1889,1806,47
(주)스페이스솔루션,245030,2014/12,4.36,13310,5139,8172,10576,8072,224,181,4420,2734,133
(주)스페이스솔루션,245030,2015/12,6.43,13783,6498,7285,11045,5978,374,210,4777,2738,148
(주)스페이스솔루션,245030,2016/12,-14.82,13937,5553,8384,11449,6991,-893,-654,3832,2488,182
(주)스페이스솔루션,245030,2017/12,4.18,15443,5329,10113,12993,10113,228,202,3617,2449,173
(주)스페코,013810,2000/12,2.15,64931,45084,19848,20440,18653,585,778,0,44491,873
(주)스페코,013810,2001/12,0.95,78791,44093,34698,33515,14199,424,887,0,45275,1127
(주)스페코,013810,2002/12,14.03,70010,15730,54280,37592,37026,4196,-799,0,32418,2451
(주)스페코,013810,2003/12,15.9,67427,15964,51463,24712,47484,2520,-4929,0,42715,2623
(주)스페코,013810,2004/12,-28.8,58895,11031,47864,20375,40869,-3887,-5039,0,38520,2206
(주)스페코,013810,2005/12,26.35,44155,24919,19237,17645,12199,4736,-1419,0,26510,1488
(주)스페코,013810,2006/12,6.66,39605,14104,25500,20687,24095,1300,1813,0,18918,398
(주)스페코,013810,2007/12,12.35,50506,19153,31353,31016,30157,2054,1868,9981,19490,826
(주)스페코,013810,2008/12,7.13,54672,18801,35870,21950,24952,1353,3601,8158,32721,1188
(주)스페코,013810,2009/12,3.74,65342,21900,43442,23601,24239,761,4262,8919,41741,2223
(주)스페코,013810,2010/12,-17.08,70190,20202,49988,22751,39796,-3594,2488,4702,47439,2931
(주)스페코,013810,2011/12,-5.52,88862,29687,59175,29800,50867,-1377,3808,7885,59061,3581
(주)스페코,013810,2012/12,12.79,82408,29037,53371,25880,51744,3755,4694,11717,56528,2168
(주)스페코,013810,2013/12,8.91,100691,41463,59228,38254,47389,3140,5612,14910,62437,1926
(주)스페코,013810,2014/12,8.66,126670,56515,70155,50987,60180,4242,6905,19050,75683,1456
(주)스페코,013810,2015/12,10.34,132931,65575,67355,49448,57535,6310,7957,25461,83483,983
(주)스페코,013810,2016/12,4.59,108938,59358,49580,34605,43716,2864,3542,27527,74333,710
(주)스페코,013810,2017/12,-3.6,100835,57896,42938,31554,40057,-2111,830,25533,69280,767
(주)스페코,013810,2018/12,-9.26,83613,45301,38312,23338,32121,-4779,-593,18017,60276,854
(주)스페코,013810,2019/12,5.91,85523,48461,37062,24625,30563,2772,2976,20628,60899,717
(주)스페코,013810,2020/12,5.43,83630,47207,36423,27185,34559,2599,4048,22981,56446,488
(주)스포츠서울,039670,2000/12,3.76,52412,31217,21194,44210,20735,1175,776,0,8202,126
(주)스포츠서울,039670,2001/12,-3.89,54721,30027,24693,33987,23805,-1190,-2016,0,20733,808
(주)스포츠서울,039670,2002/12,12.71,55912,34413,21498,33382,20550,4095,6420,0,22530,724
(주)스포츠서울,039670,2003/12,4.37,46583,35437,11146,26760,9782,1528,2984,0,19823,464
(주)스포츠서울,039670,2004/12,-58.66,42488,19056,23432,24833,21949,-15983,-17793,0,17655,371
(주)스포츠서울,039670,2005/12,-73.29,29075,8765,20310,19036,20211,-10195,-7646,0,10039,986
(주)스포츠서울,039670,2006/12,-23.89,26215,9302,16912,19461,16336,-2158,-1416,0,6754,1137
(주)스포츠서울,039670,2007/12,-6.6,23555,10829,12726,13448,10926,-664,-761,-664,10107,804
(주)스포츠서울,039670,2008/12,-32.13,28258,21833,6425,8645,3847,-5247,-3785,7075,19612,675
(주)스포츠서울,039670,2009/12,-10.34,44206,37034,7172,11966,4467,-3044,-2396,4030,32240,213
(주)스포츠서울,039670,2010/12,-46.19,38507,15113,23394,10684,7105,-12044,-2426,-8013,27823,977
(주)스포츠서울,039670,2011/12,-155.36,41256,15452,25805,15837,23505,-23743,494,-25568,25419,3090
(주)스포츠서울,039670,2012/12,-31.61,37737,20740,16998,10318,14791,-5719,-3222,-30802,27419,1594
(주)스포츠서울,039670,2013/12,-221.13,21202,3615,17587,8237,10016,-26928,-7190,-57645,12965,903
(주)스포츠서울,039670,2015/03,-365.53,14323,3322,11001,4877,7416,-12143,-5224,-70329,9446,397
(주)스포츠서울,039670,2016/03,-53.6,24701,12611,12090,8931,9351,-4270,-4351,-72343,15770,292
(주)스포츠서울,039670,2017/03,-3.56,28836,18051,10785,11365,7364,-545,1089,-74894,17471,381
(주)스포츠서울,039670,2018/03,-80.79,84379,31312,53066,45558,49082,-19941,-5844,-94829,38821,2190
(주)스포츠서울,039670,2019/03,-138.81,70942,21736,49206,44396,44160,-36818,-6161,-129164,26547,4473
(주)스포츠서울,039670,2020/03,0,15543,-6963,22507,2601,18065,-20738,-5902,-157018,12942,2099
(주)승일,049830,2000/12,13.67,40543,24936,15607,25417,11132,3409,4517,0,15126,359
(주)승일,049830,2001/12,11.17,45425,33211,12214,29786,10153,3247,3355,0,15639,284
(주)승일,049830,2002/12,7.19,45391,35135,10256,30273,7539,2457,2730,0,15118,88
(주)승일,049830,2003/12,8.19,49201,38137,11064,33045,8525,3000,2963,0,16156,34
(주)승일,049830,2004/12,8.4,54046,41981,12065,35765,9604,3366,3446,0,18281,61
(주)승일,049830,2005/12,6.85,55667,44438,11229,37363,9384,2958,3018,0,18305,33
(주)승일,049830,2006/12,5.54,55250,46570,8679,32037,7319,2519,2048,0,23213,22
(주)승일,049830,2007/12,5.39,59340,50108,9232,36041,7879,2607,934,40583,23299,13
(주)승일,049830,2008/12,7.79,83420,64078,19342,48617,18313,4447,3513,44530,34803,116
(주)승일,049830,2009/12,6.14,97802,68989,28814,54244,21322,4086,5272,48114,43559,255
(주)승일,049830,2010/12,23.35,114913,86234,28679,66027,23957,18124,3822,65735,48885,439
(주)승일,049830,2011/12,4.91,133465,101624,31841,68796,25678,4610,4207,81125,64669,156
(주)승일,049830,2012/12,6.25,136937,107663,29274,75162,23387,6541,5891,87165,61775,86
(주)승일,049830,2013/12,7.05,141448,115008,26440,76236,20897,7847,7740,94509,65212,40
(주)승일,049830,2014/12,6.93,154567,122748,31819,81724,22830,8242,8391,102249,72843,0
(주)승일,049830,2015/12,5.51,167139,129190,37949,57522,19863,6945,7477,108692,109617,40
(주)승일,049830,2016/12,2.43,171390,132369,39021,63673,25282,3178,5734,111870,107716,268
(주)승일,049830,2017/12,2.05,169038,134599,34439,61055,21217,2732,3747,114101,107984,247
(주)승일,049830,2018/12,5.73,178709,142130,36579,80362,36579,7933,2223,122640,98347,196
(주)승일,049830,2019/12,-0.41,170981,140512,30469,62322,30275,-586,-1380,121050,108659,103
(주)승일,049830,2020/12,0.57,173914,141234,32680,61510,23466,804,320,121882,112405,171
(주)승화프리텍,111610,2006/12,,8573,4922,3650,4229,3585,199,253,0,4343,8
(주)승화프리텍,111610,2007/12,27.07,13760,6747,7013,4555,4568,1827,2189,2026,9205,114
(주)승화프리텍,111610,2008/12,26.31,17869,7072,10797,6253,6053,1818,2672,2944,11615,318
(주)승화프리텍,111610,2009/12,19.37,33530,19060,14470,19533,9762,2531,3472,5475,13997,445
(주)승화프리텍,111610,2010/12,13.1,35200,21441,13759,17806,11867,2653,4005,8127,17394,540
(주)승화프리텍,111610,2011/12,-3.95,52768,31173,21595,23672,18900,-1038,229,8675,29096,978
(주)승화프리텍,111610,2012/12,-126.09,37490,8207,29283,12988,27413,-24827,-10728,-16766,24502,1156
(주)승화프리텍,111610,2013/12,-39.66,31983,10354,21629,10551,19538,-3681,-1448,-20881,21432,1390
(주)승화프리텍,111610,2014/12,-327.93,19547,2223,17324,2747,14518,-20623,-9488,-41504,16800,1658
(주)시공테크,020710,2000/12,6.16,47825,37321,10504,16974,8285,1760,2321,0,30851,140
(주)시공테크,020710,2001/12,2.78,53106,38185,14921,20403,12663,1051,1411,0,32703,43
(주)시공테크,020710,2002/12,-18.17,50611,31691,18920,22977,17026,-6349,-4312,0,27634,0
(주)시공테크,020710,2003/12,-7.29,51893,36568,15325,22093,13474,-2489,-2414,0,29800,3
(주)시공테크,020710,2004/12,12.52,58530,39385,19145,34190,17375,4755,3288,0,24340,2
(주)시공테크,020710,2005/12,15.59,57662,38972,18690,30047,17308,6109,2639,0,27615,2
(주)시공테크,020710,2006/12,12.23,60814,42937,17876,29876,16654,5007,3873,0,30938,0
(주)시공테크,020710,2007/12,4.41,60956,45209,15747,25948,14359,1942,1019,13477,35008,4
(주)시공테크,020710,2008/12,4.83,63869,44040,19829,25778,18745,2155,4948,14650,38091,7
(주)시공테크,020710,2009/12,1.37,70019,45569,24450,29446,23368,614,432,14693,40573,1
(주)시공테크,020710,2010/12,30.27,101008,66811,34197,52167,33427,17010,4358,31134,48841,0
(주)시공테크,020710,2011/12,17.69,123772,75008,48763,69886,47747,12543,10517,42417,53885,6
(주)시공테크,020710,2012/12,10.33,106642,83217,23426,46726,21857,8170,4215,49221,59916,16
(주)시공테크,020710,2013/12,-4.01,103726,80180,23546,49017,22317,-3274,-14,45114,54709,0
(주)시공테크,020710,2014/12,6.83,110282,85294,24988,51550,23421,5654,3313,50158,58732,0
(주)시공테크,020710,2015/12,1.31,108250,86205,22045,48326,20296,1126,-195,50518,59923,0
(주)시공테크,020710,2016/12,-6.53,111337,81055,30283,53974,28528,-5458,-6979,45191,57364,0
(주)시공테크,020710,2017/12,9.36,119629,86987,32643,65450,31517,7866,14939,53357,54179,1
(주)시공테크,020710,2018/12,-2.13,103939,81848,22091,54284,19858,-1801,-5388,48510,49654,1
(주)시공테크,020710,2019/12,10.01,132672,89822,42850,73140,41001,8590,7190,57475,59532,110
(주)시공테크,020710,2020/12,4.23,129552,92798,36754,57281,35910,3865,4426,59975,72271,111
(주)시냅스엠,246830,2014/12,,900,-293,1193,699,736,-102,-50,-1169,201,53
(주)시냅스엠,246830,2015/12,-47.19,3649,2518,1131,1498,1131,-1188,-1132,-2358,2151,56
(주)시냅스엠,246830,2016/12,-230.18,1649,24,1625,847,1110,-2926,-1471,-5453,802,76
(주)시냅스엠,246830,2017/12,0,1249,-989,2238,680,2238,-1079,-767,-6532,569,100
(주)시너지이노베이션,048870,2004/12,,97284,82954,14330,87687,13845,40236,43229,0,9596,301
(주)시너지이노베이션,048870,2005/12,27.8,115345,95711,19633,96354,18073,26607,26040,0,18990,0
(주)시너지이노베이션,048870,2006/12,25.29,133442,110917,22525,91649,18485,26129,30271,0,41793,28
(주)시너지이노베이션,048870,2007/12,1.05,156617,133581,23036,112861,20539,1289,2983,79739,43756,318
(주)시너지이노베이션,048870,2008/12,2.11,178840,134479,44361,113177,38931,2827,-2490,82550,65663,942
(주)시너지이노베이션,048870,2009/12,-27.62,142928,102221,40707,55828,38882,-32686,-15484,49461,87100,2637
(주)시너지이노베이션,048870,2010/12,-25.93,119729,75363,44366,43838,42570,-23024,-16263,26104,75891,2083
(주)시너지이노베이션,048870,2011/12,-12.72,122800,71452,51349,53852,40347,-9335,456,15682,68948,2163
(주)시너지이노베이션,048870,2012/12,-3.42,128336,77890,50445,44260,26909,-2553,-1139,12915,84076,2813
(주)시너지이노베이션,048870,2013/12,-65.29,92048,42703,49345,36993,36740,-39370,-12317,-26370,55054,2525
(주)시너지이노베이션,048870,2014/12,-51.28,77314,26326,50988,28545,49418,-17698,-4064,-44193,48769,2443
(주)시너지이노베이션,048870,2015/12,0,15095,-20429,35523,7844,34697,-48372,-12737,-92530,7251,2024
(주)시너지이노베이션,048870,2016/12,0,44670,11925,32745,5615,494,12924,218,-79535,39055,1333
(주)시너지이노베이션,048870,2017/12,-39.75,93224,31005,62219,6987,27481,-8532,-3155,-87250,86238,4230
(주)시너지이노베이션,048870,2018/12,27.16,88071,46652,41419,10874,38019,10547,846,-76703,77197,5138
(주)시너지이노베이션,048870,2019/12,9.25,106961,66762,40199,4717,37103,5244,731,-71459,102244,4419
(주)시너지이노베이션,048870,2020/12,-35.58,112260,70586,41674,16704,39251,-24433,7202,-95892,95556,3178
(주)시노펙스,025320,2000/12,15.73,17704,8780,8924,9989,5170,1343,1860,0,7715,266
(주)시노펙스,025320,2001/12,13.48,17307,10289,7017,9918,4121,1285,1785,0,7389,248
(주)시노펙스,025320,2002/12,12.86,16635,10124,6510,9783,3910,1313,2290,0,6852,175
(주)시노펙스,025320,2003/12,12.8,16853,11360,5493,10398,3853,1375,1930,0,6455,142
(주)시노펙스,025320,2004/12,12.69,17361,12363,4998,10869,3737,1505,1802,0,6491,114
(주)시노펙스,025320,2005/12,8.72,17442,13235,4207,10796,3051,1115,1435,0,6646,84
(주)시노펙스,025320,2006/12,-4.7,34874,21563,13311,15363,11723,-818,1506,0,19511,414
(주)시노펙스,025320,2007/12,19.64,55568,30617,24952,30440,22762,5124,7496,1909,25128,229
(주)시노펙스,025320,2008/12,7.57,84061,33332,50728,28621,25011,2420,2243,3438,55439,1629
(주)시노펙스,025320,2009/12,3.42,148639,52336,96304,66723,68196,1463,6663,4901,81917,3015
(주)시노펙스,025320,2010/12,-33.09,149451,60927,88524,72351,82553,-18738,-1420,-13837,77099,3553
(주)시노펙스,025320,2011/12,13.24,205310,95863,109447,120809,100894,10379,10281,-2323,84501,3243
(주)시노펙스,025320,2012/12,-37.16,242265,87882,154383,128880,146481,-34143,1220,-37734,113385,4974
(주)시노펙스,025320,2013/12,4.68,229683,95940,133743,119685,129484,4302,10472,-33284,109998,3759
(주)시노펙스,025320,2014/12,-6.62,191021,92520,98501,113207,95831,-6234,-4768,-6094,77814,2112
