회사명,거래소코드,공시발생일,공시제목,text,link,폐지사유,폐지사유요약,key
주은리스,030970,2002-11-28 18:54,상장폐지,"




  .document	{FONT-FAMILY:바탕; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#000000;}
  .part	{FONT-FAMILY:돋움; FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .section-1	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .section-2	{FONT-FAMILY:돋움; FONT-SIZE:14pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-3	{FONT-FAMILY:돋움; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-4	{FONT-FAMILY:돋움; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-5	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-6	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .cover	{FONT-FAMILY:돋움; FONT-SIZE:20pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .cover-title0	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .cover-title	{font-family: ""gulim"",""arial"", ""sans-serif"";FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .correction0	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .correction	{font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}

  .toc	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .note	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff0000;}
  .caution	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff0000;}
  .description	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#324a58;}
  .comment	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#008800;}
  .filename	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff8000;}
  .img0	{FONT-FAMILY:돋움; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .img	{FONT-FAMILY:돋움; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .img-caption	{FONT-FAMILY:바탕; FONT-SIZE:9pt; TEXT-ALIGN:CENTER; COLOR:#324a58;}
  .pgbrk	{FONT-FAMILY:바탕; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#7f7f7f;}
  P0  {TEXT-ALIGN:JUSTIFY; FONT-FAMILY:바탕; FONT-SIZE:10pt; COLOR:#000000; line-height:1.5em; WIDTH:600;}
  P  {TEXT-ALIGN:JUSTIFY; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:10pt; COLOR:#000000; WIDTH:600;}
  .p-large0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:14pt; COLOR:#000000; WIDTH:600;}
  .p-large  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:13pt; COLOR:#000000; WIDTH:600;}
  .p-medium0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:12pt; COLOR:#000000; WIDTH:600;}
  .p-medium  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:12pt; COLOR:#000000; WIDTH:600;}
  .p-small0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:9pt; COLOR:#000000; WIDTH:600;}
  .p-small  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:9pt; COLOR:#000000; WIDTH:600;}
  .table-group	{FONT-FAMILY:굴림; FONT-SIZE:10pt; TEXT-ALIGN:CENTER; COLOR:#000000;}
  TABLE  {TEXT-ALIGN:LEFT; FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000;}
  TH0  {FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000; background-color:#eeeeee; LINE-HEIGHT:1.5em; LETTER-SPACING:-0.02cm;}
  th {font-family: ""gulim"",""arial"", ""sans-serif""; font-size: 9pt; line-height:18pt}
  TD0  {FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000; LINE-HEIGHT:1.5em; LETTER-SPACING:-0.02cm;}
  td {font-family: ""gulim"",""arial"", ""sans-serif""; font-size: 9pt;}
body {scrollbar-face-color: #eaeaea; scrollbar-shadow-color: #000000;
	scrollbar-highlight-color: #000000; scrollbar-3dlight-color: #FFFFFF;
	scrollbar-darkshadow-color: #FFFFFF; scrollbar-track-color: #FFFFFF;
	scrollbar-arrow-color: #000000}





등록취소



1.회사명
주은리스(주)


2.주권종류 및 발행주식수
주권종류
단축코드
주식수(주)
등록일


보통주
A30970
19,851,400
1996년 10월 24일


3.액면가(원)
5,000


4.등록주선인
동원증권


5.등록취소사유
액면가액일정비율 미달로 연속하여 10일간 지속


6.정리매매기간
시작일
2002년 11월 29일


만료일
2002년 12월 20일


7.등록취소일
2002년 12월 21일


8.근거규정
유가증권협회등록규정 제28조, 제28조의2, 제33조


9.기타

정리매매기간중 매매거래방식

- 정리매매기간 최초매매일(11.29)에는 08:00부터 15:00까지 
  가격 제한폭 없이 호가를 접수 받아 15:00에 단일가로 매매
  거래가 체결되며, 매매거래 체결시 시간외매매 가능
- 최초매매일 익일부터 정리매매 종료일까지(12.2 ~ 12.20)는
  12%의 가격제한폭 적용 등 일반종목과 동일한 매매거래방식
  적용
- 관련규정 : 협회중개시장업무규정 제23조





",https://kind.krx.co.kr/external/2002/11/28/K00172/00000000156942/91239_70769.htm,"5.등록취소사유
액면가액일정비율 미달로 연속하여 10일간 지속


",액면가액일정비율 미달로 연속하여 10일간 지속,0309702002
글로벌파워,064910,2002-11-26 18:53,상장폐지,"




  .document	{FONT-FAMILY:바탕; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#000000;}
  .part	{FONT-FAMILY:돋움; FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .section-1	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .section-2	{FONT-FAMILY:돋움; FONT-SIZE:14pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-3	{FONT-FAMILY:돋움; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-4	{FONT-FAMILY:돋움; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-5	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-6	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .cover	{FONT-FAMILY:돋움; FONT-SIZE:20pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .cover-title0	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .cover-title	{font-family: ""gulim"",""arial"", ""sans-serif"";FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .correction0	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .correction	{font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}

  .toc	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .note	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff0000;}
  .caution	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff0000;}
  .description	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#324a58;}
  .comment	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#008800;}
  .filename	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff8000;}
  .img0	{FONT-FAMILY:돋움; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .img	{FONT-FAMILY:돋움; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .img-caption	{FONT-FAMILY:바탕; FONT-SIZE:9pt; TEXT-ALIGN:CENTER; COLOR:#324a58;}
  .pgbrk	{FONT-FAMILY:바탕; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#7f7f7f;}
  P0  {TEXT-ALIGN:JUSTIFY; FONT-FAMILY:바탕; FONT-SIZE:10pt; COLOR:#000000; line-height:1.5em; WIDTH:600;}
  P  {TEXT-ALIGN:JUSTIFY; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:10pt; COLOR:#000000; WIDTH:600;}
  .p-large0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:14pt; COLOR:#000000; WIDTH:600;}
  .p-large  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:13pt; COLOR:#000000; WIDTH:600;}
  .p-medium0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:12pt; COLOR:#000000; WIDTH:600;}
  .p-medium  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:12pt; COLOR:#000000; WIDTH:600;}
  .p-small0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:9pt; COLOR:#000000; WIDTH:600;}
  .p-small  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:9pt; COLOR:#000000; WIDTH:600;}
  .table-group	{FONT-FAMILY:굴림; FONT-SIZE:10pt; TEXT-ALIGN:CENTER; COLOR:#000000;}
  TABLE  {TEXT-ALIGN:LEFT; FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000;}
  TH0  {FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000; background-color:#eeeeee; LINE-HEIGHT:1.5em; LETTER-SPACING:-0.02cm;}
  th {font-family: ""gulim"",""arial"", ""sans-serif""; font-size: 9pt; line-height:18pt}
  TD0  {FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000; LINE-HEIGHT:1.5em; LETTER-SPACING:-0.02cm;}
  td {font-family: ""gulim"",""arial"", ""sans-serif""; font-size: 9pt;}
body {scrollbar-face-color: #eaeaea; scrollbar-shadow-color: #000000;
	scrollbar-highlight-color: #000000; scrollbar-3dlight-color: #FFFFFF;
	scrollbar-darkshadow-color: #FFFFFF; scrollbar-track-color: #FFFFFF;
	scrollbar-arrow-color: #000000}





등록취소



1.회사명
글로벌파워채권액티브혼합형펀드


2.주권종류 및 발행주식수
주권종류
단축코드
주식수(주)
등록일


보통주
A64910
6,080,000
2002년 01월 28일


3.액면가(원)
무액면


4.등록주선인
서울증권


5.등록취소사유
증권투자회사법 제64조의 규정에 의한 해산사유의 발생


6.정리매매기간
시작일
해당사항 없음


만료일
해당사항 없음


7.등록취소일
2002년 11월 27일


8.근거규정
유가증권협회등록규정 제30조


9.기타

-





",https://kind.krx.co.kr/external/2002/11/26/K00174/00000000156376/90875_70769.htm,"5.등록취소사유
증권투자회사법 제64조의 규정에 의한 해산사유의 발생


",증권투자회사법 제64조의 규정에 의한 해산사유의 발생,0649102002
주은리스,030970,2002-11-21 18:24,상장폐지승인,"




  .document	{FONT-FAMILY:바탕; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#000000;}
  .part	{FONT-FAMILY:돋움; FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .section-1	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .section-2	{FONT-FAMILY:돋움; FONT-SIZE:14pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-3	{FONT-FAMILY:돋움; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-4	{FONT-FAMILY:돋움; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-5	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-6	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .cover	{FONT-FAMILY:돋움; FONT-SIZE:20pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .cover-title0	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .cover-title	{font-family: ""gulim"",""arial"", ""sans-serif"";FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .correction0	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .correction	{font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}

  .toc	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .note	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff0000;}
  .caution	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff0000;}
  .description	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#324a58;}
  .comment	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#008800;}
  .filename	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff8000;}
  .img0	{FONT-FAMILY:돋움; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .img	{FONT-FAMILY:돋움; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .img-caption	{FONT-FAMILY:바탕; FONT-SIZE:9pt; TEXT-ALIGN:CENTER; COLOR:#324a58;}
  .pgbrk	{FONT-FAMILY:바탕; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#7f7f7f;}
  P0  {TEXT-ALIGN:JUSTIFY; FONT-FAMILY:바탕; FONT-SIZE:10pt; COLOR:#000000; line-height:1.5em; WIDTH:600;}
  P  {TEXT-ALIGN:JUSTIFY; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:10pt; COLOR:#000000; WIDTH:600;}
  .p-large0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:14pt; COLOR:#000000; WIDTH:600;}
  .p-large  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:13pt; COLOR:#000000; WIDTH:600;}
  .p-medium0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:12pt; COLOR:#000000; WIDTH:600;}
  .p-medium  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:12pt; COLOR:#000000; WIDTH:600;}
  .p-small0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:9pt; COLOR:#000000; WIDTH:600;}
  .p-small  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:9pt; COLOR:#000000; WIDTH:600;}
  .table-group	{FONT-FAMILY:굴림; FONT-SIZE:10pt; TEXT-ALIGN:CENTER; COLOR:#000000;}
  TABLE  {TEXT-ALIGN:LEFT; FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000;}
  TH0  {FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000; background-color:#eeeeee; LINE-HEIGHT:1.5em; LETTER-SPACING:-0.02cm;}
  th {font-family: ""gulim"",""arial"", ""sans-serif""; font-size: 9pt; line-height:18pt}
  TD0  {FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000; LINE-HEIGHT:1.5em; LETTER-SPACING:-0.02cm;}
  td {font-family: ""gulim"",""arial"", ""sans-serif""; font-size: 9pt;}
body {scrollbar-face-color: #eaeaea; scrollbar-shadow-color: #000000;
	scrollbar-highlight-color: #000000; scrollbar-3dlight-color: #FFFFFF;
	scrollbar-darkshadow-color: #FFFFFF; scrollbar-track-color: #FFFFFF;
	scrollbar-arrow-color: #000000}





등록취소 승인



1.회사명
주은리스(주)


2.주권종류 및 발행주식수
주권종류
단축코드
주식수(주)
등록일


보통주
A30970
19,851,400
1996년 10월 24일


3.액면가(원)
5,000


4.등록주선인
동원증권


5.등록취소사유
액면가액일정비율 미달로 연속하여 10일간 지속


6.향후 일정

가. 이의신청기간 : 2002. 11. 22 ~ 11. 28 (7일간) 
나. 이의신청이 있는 경우
  1)신청일로부터 5일이내 청문회 개최
  2)청문회개최일로부터 5일이내 코스닥위원회 개최
  3)정리매매 : 위원회에서 기각 결정시 익일로부터 15일간 
               (매매일 기준)
  4)등록취소 : 정리매매종료일 익일
다. 이의신청이 없는 경우
  1)정리매매 : 이의신청기간 종료일 익일부터 15일간
               (2002. 11. 29 ~ 12. 20, 매매일기준)
  2)등록취소 : 정리매매종료일의 익일



7.근거규정
유가증권협회등록규정 제28조, 제28조의2, 제33조


8.기타
-




",https://kind.krx.co.kr/external/2002/11/21/K00135/00000000155691/90399_70770.htm,"5.등록취소사유
액면가액일정비율 미달로 연속하여 10일간 지속


",액면가액일정비율 미달로 연속하여 10일간 지속,0309702002
정산애강,022220,2002-11-13 16:59,상장폐지,"




  .document	{FONT-FAMILY:바탕; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#000000;}
  .part	{FONT-FAMILY:돋움; FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .section-1	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .section-2	{FONT-FAMILY:돋움; FONT-SIZE:14pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-3	{FONT-FAMILY:돋움; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-4	{FONT-FAMILY:돋움; FONT-SIZE:12pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-5	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .section-6	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .cover	{FONT-FAMILY:돋움; FONT-SIZE:20pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .cover-title0	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .cover-title	{font-family: ""gulim"",""arial"", ""sans-serif"";FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .correction0	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .correction	{font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:18pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}

  .toc	{FONT-FAMILY:돋움; FONT-SIZE:16pt; TEXT-ALIGN:CENTER; COLOR:#0000ff;}
  .note	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff0000;}
  .caution	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff0000;}
  .description	{FONT-FAMILY:바탕; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#324a58;}
  .comment	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#008800;}
  .filename	{FONT-FAMILY:돋움; FONT-SIZE:10pt; TEXT-ALIGN:LEFT; COLOR:#ff8000;}
  .img0	{FONT-FAMILY:돋움; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .img	{FONT-FAMILY:돋움; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#0000ff;}
  .img-caption	{FONT-FAMILY:바탕; FONT-SIZE:9pt; TEXT-ALIGN:CENTER; COLOR:#324a58;}
  .pgbrk	{FONT-FAMILY:바탕; FONT-SIZE:9pt; TEXT-ALIGN:LEFT; COLOR:#7f7f7f;}
  P0  {TEXT-ALIGN:JUSTIFY; FONT-FAMILY:바탕; FONT-SIZE:10pt; COLOR:#000000; line-height:1.5em; WIDTH:600;}
  P  {TEXT-ALIGN:JUSTIFY; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:10pt; COLOR:#000000; WIDTH:600;}
  .p-large0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:14pt; COLOR:#000000; WIDTH:600;}
  .p-large  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:13pt; COLOR:#000000; WIDTH:600;}
  .p-medium0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:12pt; COLOR:#000000; WIDTH:600;}
  .p-medium  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:12pt; COLOR:#000000; WIDTH:600;}
  .p-small0  {TEXT-ALIGN:LEFT; FONT-FAMILY:바탕; FONT-SIZE:9pt; COLOR:#000000; WIDTH:600;}
  .p-small  {TEXT-ALIGN:left; font-family: ""gulim"",""arial"", ""sans-serif""; FONT-SIZE:9pt; COLOR:#000000; WIDTH:600;}
  .table-group	{FONT-FAMILY:굴림; FONT-SIZE:10pt; TEXT-ALIGN:CENTER; COLOR:#000000;}
  TABLE  {TEXT-ALIGN:LEFT; FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000;}
  TH0  {FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000; background-color:#eeeeee; LINE-HEIGHT:1.5em; LETTER-SPACING:-0.02cm;}
  th {font-family: ""gulim"",""arial"", ""sans-serif""; font-size: 9pt; line-height:18pt}
  TD0  {FONT-FAMILY:굴림; FONT-SIZE:10pt; COLOR:#000000; LINE-HEIGHT:1.5em; LETTER-SPACING:-0.02cm;}
  td {font-family: ""gulim"",""arial"", ""sans-serif""; font-size: 9pt;}
body {scrollbar-face-color: #eaeaea; scrollbar-shadow-color: #000000;
	scrollbar-highlight-color: #000000; scrollbar-3dlight-color: #FFFFFF;
	scrollbar-darkshadow-color: #FFFFFF; scrollbar-track-color: #FFFFFF;
	scrollbar-arrow-color: #000000}





등록취소



1.회사명
(주)에이콘


2.주권종류 및 발행주식수
주권종류
단축코드
주식수(주)
등록일


보통주
A22220
10,998,705
1993년 12월 14일


3.액면가(원)
500


4.등록주선인
S.K.증권


5.등록취소사유
최종부도 및 은행거래정지


6.정리매매기간
시작일
2002년 11월 14일


만료일
2002년 12월 4일


7.등록취소일
2002년 12월 05일


8.근거규정
유가증권협회등록규정 제28조, 제28조의2, 제33조


9.기타

정리매매기간중 매매거래방식

- 정리매매기간 최초매매일(11.14)에는 08:00부터 15:00까지 
  가격 제한폭 없이 호가를 접수 받아 15:00에 단일가로 매매
  거래가 체결되며, 매매거래 체결시 시간외매매 가능
- 최초매매일 익일부터 정리매매 종료일까지(11.15 ~ 12.4)는
  12%의 가격제한폭 적용 등 일반종목과 동일한 매매거래방식
  적용
- 관련규정 : 협회중개시장업무규정 제23조





",https://kind.krx.co.kr/external/2002/11/13/K00274/00000000153591/88799_70769.htm,"5.등록취소사유
최종부도 및 은행거래정지


",최종부도 및 은행거래정지,0222202002
