회사명,거래소코드,회계년도,부가가치,종업원1인당 부가가치,종업원1인당 매출액,종업원1인당 순이익,종업원1인당 인건비,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율
(주)CMG제약,058820,2000/12,,,,,,,,,,,,,,,
(주)CMG제약,058820,2001/12,1831.07,15.26,131.86,0.92,9.97,31.57,7.1,174.23,8.76,48.33,214.85,11.57,65.34,34.66,6.03
(주)CMG제약,058820,2002/12,121.48,1.79,388.15,-33.16,37.73,45.84,4.19,226.49,0.79,3.9,42.66,0.46,2111.99,-2011.99,-1856.05
(주)CMG제약,058820,2003/12,1858.57,80.81,756.06,4.79,51.51,27.96,17.2,481.01,16.8,289.02,469.87,10.69,63.75,36.25,5.93
(주)CMG제약,058820,2004/12,-1965.01,-131,872.27,-258.22,33.06,31.75,16.55,345.3,-37.94,-412.59,-791.34,-15.02,0,0,0
(주)CMG제약,058820,2005/12,-1878.32,-104.35,232.57,-142.11,14.06,222.57,32.99,460.02,-22.68,-46.88,-316.3,-44.87,0,0,0
(주)CMG제약,058820,2006/12,-2625.04,-328.13,415.6,-426.33,70.51,12.56,0,1253.74,-26.17,-2612.79,0,-78.95,0,0,0
(주)CMG제약,058820,2007/12,-372.08,-3.32,16.04,-7.95,7.49,1.08,-1.45,197.09,-1.69,-306.79,0,-20.72,0,0,0
(주)CMG제약,058820,2008/12,-918.47,-6.85,80.66,-34.77,20.79,16.36,1.49,257.89,-2.66,-41.89,-461.43,-8.5,0,0,0
(주)CMG제약,058820,2009/12,-11532.47,-96.91,85.27,-152.75,30.87,85.38,25.37,191.9,-50.5,-113.5,-381.92,-113.66,0,0,0
(주)CMG제약,058820,2010/12,-451.7,-3.5,87.99,-59.29,30.59,69.22,17.03,187.04,-1.87,-5.06,-20.57,-3.98,0,0,0
(주)CMG제약,058820,2011/12,3793.19,28.1,131.49,-9.37,23.08,71.32,19.75,204.06,13.77,39.4,142.24,21.37,82.14,17.86,-33.34
(주)CMG제약,058820,2012/12,-1109.28,-8.28,121.31,-51.44,26.3,69.14,18.64,425.29,-1.95,-11.97,-44.42,-6.82,0,0,0
(주)CMG제약,058820,2013/12,5226.74,38.43,149.43,2.47,23.04,66.01,17.77,411.48,9.34,58.22,216.25,25.72,59.94,40.06,6.41
(주)CMG제약,058820,2014/12,5517.85,33.65,138.74,1.05,22.01,113.9,32.6,354.43,9.49,29.54,103.2,24.25,65.41,34.59,3.11
(주)CMG제약,058820,2015/12,2836.01,18.18,173.35,-23.39,27.25,114.25,30.43,362.77,5.01,15.91,59.75,10.49,149.88,-49.88,-128.66
(주)CMG제약,058820,2016/12,9120.17,57,206.06,10.58,31.52,105.51,24.03,693.62,8.22,54.03,237.22,27.66,55.3,44.7,18.57
(주)CMG제약,058820,2017/12,11476.46,57.38,207.68,14.17,34.48,80.77,17.62,547.84,10.47,71.04,325.69,27.63,60.08,39.92,24.7
(주)CMG제약,058820,2018/12,14753.59,66.46,224.62,27.32,39.12,0,0,0,12.9,93.04,419.39,29.59,58.86,41.14,41.11
(주)CMG제약,058820,2019/12,17218.9,71.45,243.25,12.66,46.33,0,0,0,8.96,103.68,396.3,29.37,64.84,35.16,17.72
(주)CMG제약,058820,2020/12,14269.68,60.21,271.98,0.91,46.89,0,0,0,7.3,90.74,398.36,22.14,77.88,22.12,1.51
(주)ES큐브,050120,2001/06,,,,,,,,,,,,,,,
(주)ES큐브,050120,2002/06,1573.87,92.58,1602.03,30.56,41.33,3,0.35,555.73,16.66,3087.65,26213.67,5.78,44.64,55.36,33.01
(주)ES큐브,050120,2003/06,1232.78,77.05,1491.48,23.31,52.25,38.98,0.59,596.13,12.92,197.67,12956.16,5.17,67.82,32.18,30.25
(주)ES큐브,050120,2004/06,1054.17,55.48,1180.66,1.95,53.39,31.47,0.45,823.4,6.74,176.32,12459.17,4.7,96.22,3.78,3.52
(주)ES큐브,050120,2005/12,-3732.54,-219.56,877.11,-305.43,61.16,34.21,0.37,1538.09,-14.27,-641.85,-59644.25,-25.03,0,0,0
(주)ES큐브,050120,2006/12,-1838.82,-59.32,442.76,-107.69,49.78,24.96,0.14,951.18,-6.24,-237.66,-42087.96,-13.4,0,0,0
(주)ES큐브,050120,2007/12,1068.84,41.11,453.1,-15.15,72.1,35.6,0.1,1392.01,2.95,115.48,40348.77,9.07,175.38,-75.38,-36.86
(주)ES큐브,050120,2008/12,-1946.83,-35.4,236.13,-59.19,30.05,19.18,0.04,739.07,-4.79,-184.58,-100559.45,-14.99,0,0,0
(주)ES큐브,050120,2009/12,5634.77,43.68,219.05,29.05,16.39,11.38,0.01,365.96,11.94,383.94,392666.55,19.94,37.52,62.48,66.5
(주)ES큐브,050120,2010/12,670.83,3.41,175.84,-11.42,9.34,8.1,0.01,241.07,1.41,42.03,63107.43,1.94,274.23,-174.23,-335.36
(주)ES큐브,050120,2011/12,5188.03,21.89,175.95,-12.38,20.42,5.94,0,190.86,11.47,368.66,720560.28,12.44,93.3,6.7,-56.54
(주)ES큐브,050120,2012/12,9899.39,41.95,187.2,2.19,21.12,5.92,0,189.31,22.16,709.15,2012070.53,22.41,50.35,49.65,5.22
(주)ES큐브,050120,2013/12,-6788.25,-67.88,458.23,-147.49,48.04,9.15,0,475.1,-14.29,-742.04,-3649596.77,-14.81,0,0,0
(주)ES큐브,050120,2014/12,1585.13,58.71,1377.34,-89.35,115.31,23.72,0,1663.49,3.53,247.52,0,4.26,196.41,-96.41,-152.19
(주)ES큐브,050120,2015/12,6263.14,160.59,945.82,92.57,64.39,15.29,0,1208.3,13.29,1050.25,0,16.98,40.09,59.91,57.64
(주)ES큐브,050120,2016/12,19928.15,664.27,1160.61,582.3,73.21,155.77,0,3482,19.08,426.44,0,57.23,11.02,88.98,87.66
(주)ES큐브,050120,2017/12,4347.53,124.22,1060.14,34.83,64.16,0,0,0,4.15,57.92,0,11.72,51.65,48.35,28.04
(주)ES큐브,050120,2018/12,211.17,7.04,1043.63,-127.87,82.54,0,0,0,0.19,1.94,0,0.67,1172.54,-1072.54,-1816.56
(주)ES큐브,050120,2019/12,-6558.67,-218.62,950.91,-424.62,80.92,0,0,0,-4.82,-62.01,0,-22.99,0,0,0
(주)ES큐브,050120,2020/12,-23593.21,-983.05,1262.21,-1211.73,94.11,0,0,0,-28.77,-4259.32,0,-77.88,0,0,0
(주)가비아,079940,2002/12,,,,,,,,,,,,,,,
(주)가비아,079940,2003/12,3131.88,0,0,0,0,0,0,0,65.62,533.59,20833.37,39.8,45.28,54.72,34.81
(주)가비아,079940,2004/12,4122.32,0,0,0,0,0,0,0,66.25,650.19,19149.54,42.39,47.4,52.6,30.73
(주)가비아,079940,2005/12,5029.68,51.32,141.25,16.82,22.51,40.61,3.17,124.84,41.11,126.37,1618.39,36.34,43.86,56.14,32.78
(주)가비아,079940,2006/12,6458.83,60.93,147.08,18.81,25.34,40.48,1.67,139.09,43.81,150.54,3655.19,41.43,41.59,58.41,30.88
(주)가비아,079940,2007/12,9134.02,83.04,162.23,26.41,31.1,38.08,0.96,225.65,36.8,218.08,8685.5,51.18,37.46,62.54,31.81
(주)가비아,079940,2008/12,7002.31,61.97,181.23,16.85,26.76,35.98,0.51,278.18,22.28,172.21,12128.37,34.19,43.18,56.82,27.2
(주)가비아,079940,2009/12,9742.16,74.94,169.49,24.4,28.82,31.13,0.24,238.92,31.37,240.74,31657.1,44.22,38.45,61.55,32.56
(주)가비아,079940,2010/12,11549.16,74.51,168.17,24.32,29.04,31.99,0.11,227.73,32.72,232.89,66723.44,44.31,38.97,61.03,32.64
(주)가비아,079940,2011/12,12301.71,64.41,176.93,17.08,28.25,37.51,0.14,195.27,32.98,171.73,44832.94,36.4,43.87,56.13,26.52
(주)가비아,079940,2012/12,14854.1,70.4,182.38,27.19,35.3,112.56,9.2,245.48,28.68,62.54,765.2,38.6,50.14,49.86,38.63
(주)가비아,079940,2013/12,14479.99,63.51,177.67,16.61,34.28,99.71,7.5,228.74,27.77,63.7,846.75,35.75,53.97,46.03,26.15
(주)가비아,079940,2014/12,16372.53,66.29,177.76,12.46,35.32,90.34,5.68,226.66,29.24,73.38,1165.99,37.29,53.29,46.71,18.79
(주)가비아,079940,2015/12,19473.65,74.33,184.91,16.37,39.29,84.77,4.16,220.07,33.77,87.68,1787.23,40.2,52.86,47.14,22.02
(주)가비아,079940,2016/12,19772.02,73.78,184.44,13.22,43.37,0,0,0,32.33,88.15,2548.97,40,58.78,41.22,17.92
(주)가비아,079940,2017/12,19088.63,69.41,190.42,9.07,43.81,0,0,0,29.37,87.06,3727.34,36.45,63.11,36.89,13.06
(주)가비아,079940,2018/12,20637.85,73.71,197.13,9.87,46.72,0,0,0,29.77,90.97,4667.74,37.39,63.38,36.62,13.39
(주)가비아,079940,2019/12,24335.99,87.86,210.3,16.8,46.04,0,0,0,29.33,81.31,10145.83,41.78,52.41,47.59,19.13
(주)가비아,079940,2020/12,25871.98,86.82,215.09,15.97,46.19,0,0,0,26.38,55.97,10444.29,40.36,53.2,46.8,18.39
(주)강스템바이오텍,217730,2013/12,,,,,,,,,,,,,,,
(주)강스템바이오텍,217730,2014/12,-2883.69,0,0,0,0,0,0,0,-40.2,-109.74,-1093.38,-1385.12,0,0,0
(주)강스템바이오텍,217730,2015/12,-2880.72,-46.46,23.95,-92.81,21.97,48.06,8.13,402.95,-11.53,-96.67,-571.4,-194.04,0,0,0
(주)강스템바이오텍,217730,2016/12,-7342.64,-92.94,10.67,-105.07,31.89,37.61,6.29,600.53,-15.48,-247.14,-1478.54,-871.21,0,0,0
(주)강스템바이오텍,217730,2017/12,-4768.59,-63.58,71.92,-144.74,38.39,0,0,0,-10.71,-92.53,-808.82,-88.4,0,0,0
(주)강스템바이오텍,217730,2018/12,-8851.47,-99.45,11.25,-151.7,32.34,0,0,0,-13.37,-189.42,-2179.47,-884.23,0,0,0
(주)강스템바이오텍,217730,2019/12,-19803.01,-194.15,2.77,-245.11,34.4,0,0,0,-20.08,-461.82,-8590.77,-7020.62,0,0,0
(주)강스템바이오텍,217730,2020/12,-15138.52,-162.78,3.18,-209.59,30.26,0,0,0,-22.23,-67.13,-223.57,-5125.13,0,0,0
(주)강원,114190,2000/11,,,,,,,,,,,,,,,
(주)강원,114190,2001/11,1510.33,0,0,0,0,0,0,0,12.69,34.11,392.15,11.16,71.01,28.99,6.74
(주)강원,114190,2002/11,3197.01,0,0,0,0,0,0,0,25.34,63.65,668.38,12.62,39.17,60.83,37.37
(주)강원,114190,2003/11,1794.8,0,0,0,0,0,0,0,15.09,57.44,431.41,9.25,71.8,28.2,14.83
(주)강원,114190,2004/11,1424.53,0,0,0,0,0,0,0,11.55,47.07,438.76,8.42,85.92,14.08,1.65
(주)강원,114190,2005/11,154.69,0,0,0,0,0,0,0,1.3,5.42,64.08,0.87,942.68,-842.68,-683.99
(주)강원,114190,2006/11,2323.2,0,0,0,0,0,0,0,17.28,85.09,1296.57,10.19,61.06,38.94,27.53
(주)강원,114190,2007/11,4470.36,0,0,0,0,0,0,0,20.03,142.38,1345.88,14.2,42.15,57.85,52.22
(주)강원,114190,2008/11,4355.88,0,0,0,0,0,0,0,14.91,133.73,1765.57,8.8,42.79,57.21,53.58
(주)강원,114190,2009/11,5150.71,54.79,411.42,27.56,17.42,32.87,2.04,337.32,16.24,166.71,2679.98,13.32,31.79,68.21,50.29
(주)강원,114190,2010/11,4288.56,52.3,373.41,20.94,28.79,38.62,2.71,349.73,14.95,135.43,1927.84,14.01,55.06,44.94,40.03
(주)강원,114190,2011/11,10360.86,110.22,534.29,61.79,30.65,38.2,7.44,562.53,19.59,288.51,1480.64,20.63,27.8,72.2,56.06
(주)강원,114190,2012/12,14870.6,147.23,1054.17,88.86,37.14,41.72,9.77,883.74,16.66,352.94,1507.43,13.97,25.23,74.77,60.35
(주)강원,114190,2013/12,8510.38,75.99,452.33,35.02,30.41,37.52,7.72,646.8,11.75,202.51,984.46,16.8,40.02,59.98,46.09
(주)강원,114190,2014/12,4827.57,32.84,350.21,7.64,25.56,66.28,6.86,456.04,7.2,49.55,479.01,9.38,77.84,22.16,23.27
(주)강원,114190,2015/12,4889.72,36.76,367.31,6.66,25.57,72.98,6.66,608.56,6.04,50.38,551.82,10.01,69.56,30.44,18.12
(주)강원,114190,2016/12,4945.04,39.25,352.77,-6.05,28.34,0,0,0,6.98,52.37,632.13,11.13,72.22,27.78,-15.41
(주)강원,114190,2017/12,-3257.45,-23.78,606.66,-45.92,25.71,0,0,0,-3.71,-35.43,-468.07,-3.92,0,0,0
(주)강원,114190,2018/12,7833.63,65.83,721.89,16.62,27.46,0,0,0,8.74,88.48,1323.76,9.12,41.72,58.28,25.24
(주)강원,114190,2019/12,-25826.58,-241.37,397.66,-312.72,41.32,0,0,0,-46.87,-303.51,-1398.91,-60.7,0,0,0
(주)강원,114190,2020/12,-9089.31,-168.32,710.1,-259.99,67.09,0,0,0,-27.54,-143.63,-599.54,-23.7,0,0,0
(주)강원랜드,035250,2000/12,,,,,,,,,,,,,,,
(주)강원랜드,035250,2001/12,386847.06,380.38,454.3,214.63,34.99,84.7,8.34,683.59,55.64,449.1,4561.21,83.73,9.2,90.8,56.42
(주)강원랜드,035250,2002/12,356237.15,317.22,423.92,196.81,42.83,104.01,4.83,733.21,43.26,304.99,6569.02,74.83,13.5,86.5,62.04
(주)게임빌,063080,2004/12,,,,,,,,,,,,,,,
(주)게임빌,063080,2005/12,3146.5,0,0,0,0,0,0,0,36.58,899.21,4883.9,38.5,35.9,64.1,49.97
(주)게임빌,063080,2006/12,2609.03,0,0,0,0,0,0,0,25.81,801.52,5326.17,23.32,68.87,31.13,39.3
(주)게임빌,063080,2007/12,3810.9,0,0,0,0,0,0,0,30.99,116.17,13226.31,31.03,37.7,62.3,35.64
(주)게임빌,063080,2008/12,8952.54,0,0,0,0,0,0,0,47.76,274.87,39721.98,58.22,17.52,82.48,58.98
(주)게임빌,063080,2009/12,16214.31,162.14,244.03,118.27,18.45,32.88,1.03,445.39,36.4,493.15,15689.8,66.44,11.38,88.62,72.94
(주)게임빌,063080,2010/12,18826.38,155.59,235.84,121.92,16.31,26.57,1.08,488.09,31.88,585.64,14369.74,65.97,10.48,89.52,78.36
(주)게임빌,063080,2011/12,20574.94,143.88,268.25,108.64,18.35,22.6,0.97,542.36,26.53,636.66,14822.16,53.64,12.75,87.25,75.51
(주)게임빌,063080,2012/12,27016.25,151.78,302.03,115,17.15,90.87,3.41,545.18,27.84,167.03,4456.19,50.25,11.3,88.7,75.77
(주)게임빌,063080,2013/12,18751.71,85.62,253.38,55.44,23.09,77.72,6.64,799.36,10.71,110.17,1290.41,33.79,26.97,73.03,64.75
(주)게임빌,063080,2014/12,23567.29,98.61,516,59.12,27.2,94.16,13.79,867.98,11.36,104.73,714.9,19.11,27.59,72.41,59.96
(주)게임빌,063080,2015/12,13804.04,48.27,442.22,-9.1,25.54,80.91,17.15,1005.68,4.8,59.65,281.48,10.91,52.92,47.08,-18.86
(주)게임빌,063080,2016/12,3854.71,10.95,359.07,-24.45,21.97,52.39,1.18,656.46,1.67,20.9,927.37,3.05,200.61,-100.61,-223.28
(주)게임빌,063080,2017/12,-21182.32,-50.55,168.57,-50.04,17.73,51.97,0.98,493.25,-10.25,-97.28,-5163.31,-29.99,0,0,0
(주)게임빌,063080,2018/12,-10834.42,-25.37,150.98,-74.29,16.38,52.11,0.66,427.11,-5.94,-48.69,-3844.23,-16.81,0,0,0
(주)게임빌,063080,2019/12,2180.69,5.47,191.48,-19.48,18.08,0,0,0,1.1,60.12,277.58,2.85,330.79,-230.79,-356.35
(주)게임빌,063080,2020/12,23191.51,87.52,238.14,1.39,68.82,0,0,0,10.66,1241.43,4990.62,36.75,78.63,21.37,1.58
(주)경윤하이드로에너지,019120,2000/12,7171.96,49.46,291.71,14.01,25.51,27.14,4.33,182.66,27.08,182.22,1141.92,16.96,51.57,48.43,28.33
(주)경윤하이드로에너지,019120,2001/12,8315.25,57.74,294.08,16.82,27.3,28.32,6.72,202.44,28.52,203.92,859.87,19.64,47.28,52.72,29.12
(주)경윤하이드로에너지,019120,2002/12,8104.59,56.68,299.79,15.03,29.09,41.12,10.55,210.76,26.89,137.84,536.97,18.9,51.32,48.68,26.53
(주)경윤하이드로에너지,019120,2003/12,6900.15,42.86,236.59,5.95,28.57,40.38,14.44,225.51,19.01,106.14,296.72,18.12,66.67,33.33,13.89
(주)경윤하이드로에너지,019120,2004/12,4408.12,27.21,221.95,7.98,8.37,35.31,11.6,232.85,11.69,77.06,234.56,12.26,30.75,69.25,29.32
(주)경윤하이드로에너지,019120,2005/12,421.88,2.62,184.69,-11.14,7.91,32.33,9.46,233.03,1.12,8.1,27.7,1.42,301.9,-201.9,-425.14
(주)경윤하이드로에너지,019120,2006/12,-199.12,-1.41,224.19,-22.89,9.83,31.21,6.43,264.79,-0.53,-4.52,-21.97,-0.63,0,0,0
(주)경윤하이드로에너지,019120,2007/12,-108.62,-0.84,217.46,-20.71,8.55,29,4.45,261.9,-0.32,-2.9,-18.92,-0.39,0,0,0
(주)경윤하이드로에너지,019120,2008/12,-3567.55,-142.7,928.82,-269.11,42.03,65.81,0.6,1013.83,-14.08,-216.85,-23775.74,-15.36,0,0,0
(주)경윤하이드로에너지,019120,2009/12,-7465.71,-298.63,200.75,-373.43,45.65,65.7,0.62,1353.23,-22.07,-454.57,-48184.54,-148.75,0,0,0
(주)경윤하이드로에너지,019120,2010/12,-26119.75,-1187.26,351.62,-1337.36,66.88,75.49,1.69,712.72,-166.58,-1572.73,-70221.94,-337.66,0,0,0
(주)고려시멘트,198440,2014/12,,,,,,,,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,,,,,,,,
(주)고려시멘트,198440,2017/12,5736.13,52.15,796.91,9.13,14.77,0,0,0,4.95,12.22,87.04,6.54,28.32,71.68,17.5
(주)고려시멘트,198440,2018/12,10194.32,91.02,765.85,41.48,15.49,0,0,0,7.99,21.13,193.26,11.88,17.01,82.99,45.57
(주)고려시멘트,198440,2019/12,7640.36,78.77,731.15,35.01,16.75,0,0,0,6.01,15.25,146.1,10.77,21.27,78.73,44.45
(주)고려시멘트,198440,2020/12,9728.54,102.41,738.77,46.79,13.45,0,0,0,8.43,19.37,224.62,13.86,13.14,86.86,45.69
(주)고바이오랩,348150,2019/12,,,,,,,,,,,,,,,
(주)고바이오랩,348150,2020/12,-55090.14,-1412.57,117.73,-1443.98,18.74,0,0,0,-98.95,-18746.89,0,-1199.83,0,0,0
(주)고영테크놀러지,098460,2005/12,,,,,,,,,,,,,,,
(주)고영테크놀러지,098460,2006/12,5290.43,0,0,0,0,0,0,0,41.17,584.7,4108.25,31.81,27.29,72.71,55.34
(주)고영테크놀러지,098460,2007/12,8539.27,0,0,0,0,0,0,0,44.38,1012.69,5239.52,36.66,25.78,74.22,54.7
(주)고영테크놀러지,098460,2008/12,14176.23,126.57,306.7,72.51,36.52,8.36,0.99,353.74,35.78,1513.35,12753.8,41.27,28.86,71.14,57.29
(주)고영테크놀러지,098460,2009/12,6176.32,51.9,226.18,9.77,32.78,5.74,0.51,418.65,12.4,904.39,10156.42,22.95,63.16,36.84,18.82
(주)고영테크놀러지,098460,2010/12,27186.8,205.96,539.45,120.06,45.26,90.02,0.35,522.87,39.39,228.8,58319.5,38.18,21.97,78.03,58.29
(주)고영테크놀러지,098460,2011/12,29385.6,181.39,495.07,102.35,45,85.58,0.19,537.15,33.77,211.95,93133.89,36.64,24.81,75.19,56.42
(주)고영테크놀러지,098460,2012/12,30645.37,151.71,498.97,73.45,48.32,71.65,0.72,510,29.75,211.75,20964.56,30.4,31.85,68.15,48.41
(주)고영테크놀러지,098460,2013/12,30918.04,138.03,463.99,66.15,49.78,62.52,0.49,541.65,25.48,220.78,28424.63,29.75,36.07,63.93,47.92
(주)고영테크놀러지,098460,2014/12,45503.44,160.22,477.22,80.2,50.89,69.76,0.25,499.55,32.07,229.67,63757.99,33.57,31.76,68.24,50.05
(주)고영테크놀러지,098460,2015/12,48046.7,156.5,451.32,75.8,52.73,63,0.13,521.73,30,248.42,120502.35,34.68,33.69,66.31,48.44
(주)고영테크놀러지,098460,2016/12,56689.51,179.97,486.52,89.09,56.58,0,0,0,29.17,241.62,495061.65,36.99,31.44,68.56,49.5
(주)고영테크놀러지,098460,2017/12,57794.19,169.98,555.69,85.02,51.86,0,0,0,28.1,239.22,321078855.56,30.59,30.51,69.49,50.02
(주)고영테크놀러지,098460,2018/12,78111.1,191.45,538.77,104,41.15,0,0,0,27.9,245.7,459477052.94,35.53,21.5,78.5,54.32
(주)고영테크놀러지,098460,2019/12,71042.25,150.2,442.88,73.37,36.16,0,0,0,23.06,207.72,417895594.71,33.91,24.08,75.92,48.85
(주)고영테크놀러지,098460,2020/12,33313.73,76.76,361.93,17.16,33.52,0,0,0,10.99,101.85,195963094.76,21.21,43.67,56.33,22.35
(주)골드앤에스,035290,2000/12,1606.63,10.78,159.75,-27.51,22.14,63.08,0,452.28,2.38,17.09,0,6.75,205.37,-105.37,-255.09
(주)골드앤에스,035290,2001/12,989.34,8.46,216.08,-93.51,38.91,13.43,0,289.89,2.92,62.94,0,3.91,460.21,-360.21,-1105.87
(주)골드앤에스,035290,2002/12,9253.95,20.56,58.33,-23.92,10.97,3.55,0,60.57,33.95,579.34,0,35.26,53.36,46.64,-116.3
(주)골드앤에스,035290,2003/12,14090.99,30.24,60.66,0.87,8.91,2.98,0,60.67,49.84,1013.67,0,49.85,29.47,70.53,2.89
(주)골드앤에스,035290,2004/12,16711.32,35.33,77.11,3.43,9.93,1.96,0,66.18,53.38,1799.71,0,45.82,28.11,71.89,9.71
(주)골드앤에스,035290,2005/12,17961.15,34.61,81.28,3.98,10.4,1.45,0,71.25,48.57,2380.96,0,42.58,30.06,69.94,11.51
(주)골드앤에스,035290,2006/12,15957.65,27.75,71.03,-3.22,8.58,1.4,0,68.76,40.36,1983.64,0,39.07,30.91,69.09,-11.59
(주)골드앤에스,035290,2007/12,18919.37,37.39,90.24,2.5,10.66,1.01,0,88.93,42.04,3685.51,0,41.43,28.51,71.49,6.67
(주)골드앤에스,035290,2008/12,19712.16,35.33,86.6,0.13,11.38,1.7,0,85.81,41.17,2080.3,0,40.79,32.2,67.8,0.36
(주)골드앤에스,035290,2009/12,18270.96,95.66,266.99,2.21,27.71,5.41,0,288.52,33.16,1766.89,0,35.83,28.97,71.03,2.31
(주)골드앤에스,035290,2010/12,9255.86,52.29,285.24,-49.36,33.35,6.89,0,254.36,20.56,759.24,0,18.33,63.78,36.22,-94.4
(주)골드앤에스,035290,2011/12,16289.67,101.18,295.17,6.84,33.18,6.18,0,287.87,35.15,1636.92,0,34.28,32.79,67.21,6.76
(주)골드앤에스,035290,2012/12,8814.93,56.15,279.55,-38.45,38.89,5.42,0,325.24,17.26,1035.43,0,20.08,69.27,30.73,-68.48
(주)골드앤에스,035290,2013/12,-414.08,-3.63,321.12,-143.67,52.35,7.11,0,302.71,-1.2,-51.1,0,-1.13,0,0,0
(주)골드앤에스,035290,2014/12,2742.66,37.06,397.69,-108.9,56.46,6.79,0,390.33,9.5,545.74,0,9.32,152.34,-52.34,-293.83
(주)골드앤에스,035290,2015/12,-2621.82,-50.42,426.88,-180.7,47.29,5.76,0,453.8,-11.11,-874.59,0,-11.81,0,0,0
(주)골드앤에스,035290,2016/12,5518.5,91.97,264.89,6.47,35.85,0,0,0,30.16,2847.29,0,34.72,38.97,61.03,7.03
(주)골드앤에스,035290,2017/12,-3456.88,-73.55,272.38,-171.55,49.42,0,0,0,-20.34,-3090.12,0,-27,0,0,0
(주)골드앤에스,035290,2018/12,881.62,14.45,142.3,-66.33,51.2,0,0,0,2.08,8.28,14.45,10.16,354.23,-254.23,-458.91
(주)골드앤에스,035290,2019/12,-15644.32,-319.27,155.97,-507.82,53.84,75.45,0.36,328.49,-97.19,-423.17,-87889.43,-204.7,0,0,0
(주)골드앤에스,035290,2020/12,6253.68,390.85,258.67,102.23,105.6,224.65,0,1289.64,30.31,173.98,0,151.1,27.02,72.98,26.16
(주)골드카운티,058900,2001/12,,,,,,,,,,,,,,,
(주)골드카운티,058900,2002/12,1975.73,0,0,0,0,0,0,0,23.17,689.38,2578.58,25.7,49.8,50.2,26.48
(주)골드카운티,058900,2003/12,4715,0,0,0,0,0,0,0,39.73,1568.63,8263.38,37.12,42.71,57.29,33.5
(주)골드카운티,058900,2004/12,2963.5,28.77,170.81,11.32,6.47,5.01,2.72,166.67,17.26,574.86,1057.29,16.84,22.49,77.51,39.34
(주)골드카운티,058900,2005/12,-532.5,-5.07,143.45,-24.49,7.28,5.04,2.86,204.54,-2.48,-100.56,-177.17,-3.54,0,0,0
(주)골드카운티,058900,2006/12,-26827.9,-248.41,102.59,-281.98,10.8,3.73,1.51,444.45,-55.89,-6664.64,-16481.18,-242.13,0,0,0
(주)골드카운티,058900,2007/12,-45286.54,-1415.2,192.6,-1537.91,63.39,12.06,6.35,414.43,-341.48,-11735.03,-22280.43,-734.8,0,0,0
(주)골드카운티,058900,2008/12,-11162.45,-318.93,101.38,-404.74,50.09,11.37,7.04,962.7,-33.13,-2804.48,-4533.36,-314.58,0,0,0
(주)골드카운티,058900,2009/12,-13092.01,-503.54,144.44,-552.28,27.95,93.99,5.29,1467.99,-34.3,-535.75,-9510.67,-348.61,0,0,0
(주)골드퍼시픽,038530,2000/12,2100.99,26.94,129.96,12.99,18.45,84.25,17.89,716.21,3.76,31.97,150.53,20.73,68.5,31.5,48.23
(주)골드퍼시픽,038530,2001/12,1784.25,19.39,154.92,-17.5,25.06,76.76,21.63,588.25,3.3,25.26,89.66,12.52,129.2,-29.2,-90.23
(주)골드퍼시픽,038530,2002/12,-1331.08,-12.21,274.24,-67.37,29.79,31.7,17.77,451.82,-2.7,-38.52,-68.74,-4.45,0,0,0
(주)골드퍼시픽,038530,2003/12,-3770.26,-35.57,437.97,-109.52,43.45,124.32,13.13,444.53,-8,-28.61,-270.95,-8.12,0,0,0
(주)골드퍼시픽,038530,2004/12,-17761.31,-355.23,834.84,-491.51,80,34.92,14.46,575.77,-61.7,-1017.19,-2456.5,-42.55,0,0,0
(주)골드퍼시픽,038530,2005/12,-11495.85,-191.6,286.81,-270.81,51.72,21.68,5.53,469.82,-40.78,-883.81,-3467.42,-66.8,0,0,0
(주)골드퍼시픽,038530,2006/12,4060.21,123.04,777.81,-14.63,78.05,25.86,6.32,389.49,31.59,475.78,1945.79,15.82,63.44,36.56,-11.89
(주)골드퍼시픽,038530,2007/12,-5696.39,-172.62,228.78,-270.39,69.54,18.82,6.3,556.59,-31.01,-917.15,-2738.76,-75.45,0,0,0
(주)골드퍼시픽,038530,2008/12,920.28,36.81,406.06,-54.83,72.5,25.48,7.86,909.14,4.05,144.46,468.22,9.07,196.96,-96.96,-148.96
(주)골드퍼시픽,038530,2009/12,1977.98,89.91,376.51,7.06,58.92,18.09,5.79,1003.83,8.96,496.91,1552.5,23.88,65.53,34.47,7.85
(주)골드퍼시픽,038530,2010/12,1616.53,85.08,564.11,21.45,56.65,93.2,83.99,1211.77,7.02,91.29,101.3,15.08,66.59,33.41,25.21
(주)골드퍼시픽,038530,2011/12,3354.81,56.86,190.46,16.79,17.7,170.68,110.48,465.65,12.21,33.32,51.47,29.86,31.14,68.86,29.52
(주)골드퍼시픽,038530,2012/12,3804.69,54.35,149.87,3.64,15.89,124.91,73.48,426.59,12.74,43.52,73.97,36.27,29.23,70.77,6.69
(주)골드퍼시픽,038530,2013/12,-4183.39,-74.7,115.87,-151,25.43,129.45,67.67,544.96,-13.71,-57.71,-110.39,-64.47,0,0,0
