회사명,거래소코드,회계년도,부가가치,종업원1인당 부가가치,종업원1인당 매출액,종업원1인당 순이익,종업원1인당 인건비,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율
(주)파인넥스,123260,2009/12,3404.88,0,0,0,0,0,0,0,9.6,19.15,47.36,28.07,18.17,81.83,23.77
(주)파인넥스,123260,2010/12,49729.71,0,0,0,0,0,0,0,56.18,120.78,247.05,65.8,2.91,97.09,81.32
(주)파인넥스,123260,2011/12,46852.2,241.51,403.87,166.81,15.77,260.08,128.82,872.01,27.7,92.86,187.48,59.8,6.53,93.47,69.07
(주)파인넥스,123260,2012/12,-19077.97,-102.02,165.24,-128.26,11.88,274.82,104.54,884.64,-11.53,-37.12,-97.59,-61.74,0,0,0
(주)파인넥스,123260,2013/12,-12835.93,-67.56,270.91,-102.66,11.72,264.52,100.07,892.31,-7.57,-25.54,-67.51,-24.94,0,0,0
(주)파인넥스,123260,2014/12,-13581.16,-123.47,423.44,-214.86,19.12,395.94,128.91,1340.9,-9.21,-31.18,-95.77,-29.16,0,0,0
(주)파인넥스,123260,2015/12,-4989.39,-83.16,475.25,-363.13,17.8,632.25,152.28,2197.9,-3.78,-13.15,-54.61,-17.5,0,0,0
(주)파인넥스,123260,2016/12,-50079.55,-1022.03,256.21,-1307.45,16.87,0,0,0,-87.23,-233.09,-878.76,-398.9,0,0,0
(주)파인넥스,123260,2017/12,-9195.61,-180.31,341.29,-329.05,15.73,0,0,0,-16.51,-54.34,-639.81,-52.83,0,0,0
(주)파인넥스,123260,2018/12,-14131.53,-336.47,336.14,-433.39,23.22,0,0,0,-23.93,-83.99,-868.27,-100.1,0,0,0
(주)파인디앤씨,049120,2000/12,,,,,,,,,,,,,,,
(주)파인디앤씨,049120,2001/12,10187.53,70.75,169.2,32.57,16.54,57.28,12.98,136.51,51.83,123.51,545.06,41.81,23.38,76.62,46.04
(주)파인디앤씨,049120,2002/12,16354.92,70.5,174.28,30.15,18.17,65.97,15.22,166.4,42.37,106.87,463.21,40.45,25.78,74.22,42.77
(주)파인디앤씨,049120,2003/12,18577.61,64.73,211.19,23.19,25.02,80.25,10.43,212.41,30.47,80.66,620.53,30.65,38.66,61.34,35.82
(주)파인디앤씨,049120,2004/12,14152.94,30.5,182.62,7.72,6.22,57.42,8.45,167.74,18.18,53.13,360.91,16.7,20.4,79.6,25.32
(주)파인디앤씨,049120,2005/12,26304.11,40.91,199.46,18.63,5.4,82.08,16.61,206.79,19.78,49.84,246.24,20.51,13.2,86.8,45.54
(주)파인디앤씨,049120,2006/12,31367.08,46.54,272.45,10.79,9.46,92.26,19.86,238.44,19.52,50.44,234.32,17.08,20.32,79.68,23.2
(주)파인디앤씨,049120,2007/12,30313.6,53,276.29,7.07,12.33,107.66,27.68,293.64,18.05,49.23,191.45,19.18,23.26,76.74,13.34
(주)파인디앤씨,049120,2008/12,16370.53,25.54,214.41,-4.67,9.15,95.28,26.84,279.24,9.15,26.8,95.15,11.91,35.84,64.16,-18.29
(주)파인디앤씨,049120,2009/12,11932.89,28.01,253.36,-8.79,10.8,80.14,18.04,268.41,10.44,34.96,155.25,11.06,38.56,61.44,-31.39
(주)파인디앤씨,049120,2010/12,17304.95,22.95,219.08,3.83,5.15,50.36,15.34,144.36,15.9,45.57,149.66,10.48,22.43,77.57,16.67
(주)파인디앤씨,049120,2011/12,9965.39,22.29,261.53,-5.85,6.46,62.57,20.65,228.15,9.77,35.63,107.95,8.52,28.99,71.01,-26.26
(주)파인디앤씨,049120,2012/12,5079.04,26.73,305.1,-34.12,8.52,126.42,43.08,470.4,5.68,21.15,62.04,8.76,31.87,68.13,-127.63
(주)파인디앤씨,049120,2013/12,-12915.86,-57.4,188.97,-81.07,5.24,83.49,23.14,307.14,-18.69,-68.75,-248.07,-30.38,0,0,0
(주)파인디앤씨,049120,2014/12,7154.99,25.11,175.27,4.32,7.78,63.94,19.12,233.48,10.75,39.26,131.33,14.32,31,69,17.22
(주)파인디앤씨,049120,2015/12,9130.74,40.76,247.67,11.06,12.36,79.98,22.37,248.68,16.39,50.97,182.21,16.46,30.33,69.67,27.14
(주)파인디앤씨,049120,2016/12,10742.18,67.99,361.9,23.47,21.51,0,0,0,12.88,41.49,125.35,18.79,31.64,68.36,34.53
(주)파인디앤씨,049120,2017/12,-3301.24,-14.42,263.35,-51.62,10.99,0,0,0,-3.82,-10.8,-28.65,-5.47,0,0,0
(주)파인디앤씨,049120,2018/12,9966.23,55.68,326.82,2.33,14.01,0,0,0,12.12,35.9,104.65,17.04,25.17,74.83,4.18
(주)파인디앤씨,049120,2019/12,6115.35,32.88,388.92,-23.34,11.89,0,0,0,6.83,25.84,88.6,8.45,36.16,63.84,-70.98
(주)파인디앤씨,049120,2020/12,-3045.75,-18.69,334.64,-69.64,10.84,149.19,56.9,475.55,-3.93,-12.53,-32.84,-5.58,0,0,0
(주)파인디지털,038950,2000/12,7391.54,61.6,94.53,29.49,15.96,50.98,3.04,505.59,12.18,120.83,2023.72,65.16,25.91,74.09,47.87
(주)파인디지털,038950,2001/12,7179.39,56.53,113.04,18.43,19.18,47.51,2.21,461,12.26,118.98,2561.14,50.01,33.93,66.07,32.61
(주)파인디지털,038950,2002/12,1030.96,9.04,236.26,-17.78,21.06,108.01,1.17,554.97,1.63,8.37,776.2,3.83,232.83,-132.83,-196.66
(주)파인디지털,038950,2003/12,7456.41,79.32,330.48,32.76,25.39,135.95,0.55,671.18,11.82,58.35,14502.69,24,32,68,41.3
(주)파인디지털,038950,2004/12,2259.97,31.39,245.61,9.79,28.01,175.48,1.42,867.83,3.62,17.89,2210.13,12.78,89.23,10.77,31.18
(주)파인디지털,038950,2005/12,2589.18,27.54,329.26,10.32,18.9,133.26,1.08,784.93,3.51,20.67,2538.79,8.37,68.6,31.4,37.48
(주)파인디지털,038950,2006/12,-4830.68,-53.08,616.07,-67.38,31.49,139.38,5.44,793.18,-6.69,-38.08,-976.46,-8.62,0,0,0
(주)파인디지털,038950,2007/12,-1952.41,-20.77,501.59,-53.07,27.11,226.73,5.23,730.7,-2.84,-9.16,-397.25,-4.14,0,0,0
(주)파인디지털,038950,2008/12,2722.57,27.5,373.29,-28.77,26.66,210.67,2.92,650.58,4.23,13.05,941.98,7.37,96.94,3.06,-104.62
(주)파인디지털,038950,2009/12,8432.7,99.21,790.22,68.65,27.18,237.36,4.3,779.9,12.72,41.8,2306.91,12.55,27.39,72.61,69.2
(주)파인디지털,038950,2010/12,15111.32,154.2,1022.43,119.44,30.36,201.94,1.67,822.66,18.74,76.36,9207.65,15.08,19.69,80.31,77.46
(주)파인디지털,038950,2011/12,4526.28,36.21,514.81,14.95,22.85,33.61,1.66,604.62,5.99,107.73,2182.35,7.03,63.09,36.91,41.3
(주)파인디지털,038950,2012/12,15148.96,114.76,667.18,77.82,30.68,31.04,0.96,687.35,16.7,369.76,11936.68,17.2,26.73,73.27,67.81
(주)파인디지털,038950,2013/12,10381.09,68.3,557.06,39.98,29.86,28.8,2.05,639.02,10.69,237.11,3338.98,12.26,43.73,56.27,58.55
(주)파인디지털,038950,2014/12,14815.7,94.97,537.63,52.5,32.17,27.23,1.78,682.07,13.92,348.79,5329.24,17.67,33.88,66.12,55.27
(주)파인디지털,038950,2015/12,3623.55,21.57,410.56,-1.07,27.66,24.66,1.08,600.95,3.59,87.47,2000.35,5.25,128.22,-28.22,-4.95
(주)파인디지털,038950,2016/12,1521.24,8.84,364.66,-9.77,27.78,0,0,0,1.59,38.89,1363.94,2.43,314.08,-214.08,-110.48
(주)파인디지털,038950,2017/12,1319.72,8.68,377.32,-31.29,31.32,0,0,0,1.47,33.82,564.22,2.3,360.75,-260.75,-360.38
(주)파인디지털,038950,2018/12,5090.8,35.6,463.84,1.94,30.24,0,0,0,5.79,137.42,2951.39,7.68,84.95,15.05,5.46
(주)파인디지털,038950,2019/12,7624.28,52.22,539.97,12.66,33.83,0,0,0,8.18,213.44,5623.7,9.67,64.79,35.21,24.24
(주)파인디지털,038950,2020/12,11781.02,77.51,578.62,36.06,40.02,0,0,0,12.27,319.73,4644.6,13.4,51.63,48.37,46.52
(주)파인테크닉스,106240,2009/12,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,2010/12,11453.5,42.9,215.41,26.06,16.68,68.35,7.82,303.06,14.15,62.76,548.54,19.91,38.87,61.13,60.76
(주)파인테크닉스,106240,2011/12,8886.45,22.27,180.04,-3.47,16.73,47.99,13.84,214.98,10.36,46.41,160.94,12.37,75.12,24.88,-15.59
(주)파인테크닉스,106240,2012/12,13528.39,36.66,256.92,0.88,20.71,54.96,13,268.78,13.64,66.71,282.05,14.27,56.48,43.52,2.4
(주)파인테크닉스,106240,2013/12,-7991.43,-37.34,377.04,-94.82,26.69,131.76,42.88,599.67,-6.23,-28.34,-87.09,-9.9,0,0,0
(주)파인테크닉스,106240,2014/12,28119.01,115.72,627.47,66.55,25.97,120.12,40.13,578.03,20.02,96.33,288.33,18.44,22.44,77.56,57.52
(주)파인테크닉스,106240,2015/12,18634.47,68.51,528.71,17.41,28.99,101.57,30.62,584.71,11.72,67.45,223.75,12.96,42.31,57.69,25.42
(주)파인테크닉스,106240,2016/12,16537.64,51.68,593.08,1.75,23.54,0,0,0,8.94,46.32,103.09,8.71,45.56,54.44,3.39
(주)파인테크닉스,106240,2017/12,-18338.77,-71.92,587.27,-146.3,29.85,0,0,0,-12.01,-57.06,-140.22,-12.25,0,0,0
(주)파인테크닉스,106240,2018/12,-2902.79,-17.38,649.9,-121.14,44.45,0,0,0,-2.53,-14.35,-31.75,-2.67,0,0,0
(주)파인테크닉스,106240,2019/12,25967.8,154.57,570.47,62.78,43.8,0,0,0,24.09,204.47,586.54,27.1,28.34,71.66,40.61
(주)파인테크닉스,106240,2020/12,17916.55,101.8,645.87,23.3,40.7,0,0,0,16.71,93.77,258.48,15.76,39.98,60.02,22.89
(주)파인텍,131760,2009/12,,,,,,,,,,,,,,,
(주)파인텍,131760,2010/12,4036.82,0,0,0,0,0,0,0,13.14,74.68,156.68,11.21,46.04,53.96,27.69
(주)파인텍,131760,2011/12,1618.43,0,0,0,0,0,0,0,3.08,33.71,80.12,1.14,89.82,10.18,-85.45
(주)파인텍,131760,2012/12,5350.2,0,0,0,0,0,0,0,10.07,103.9,321.35,5.35,26.19,73.81,13.3
(주)파인텍,131760,2013/12,10774.21,0,0,0,0,0,0,0,12.72,108.79,168.62,7.87,18.08,81.92,38.99
(주)파인텍,131760,2014/12,20349.42,0,0,0,0,0,0,0,21.67,157.66,211.06,14.33,14.16,85.84,58.11
(주)파인텍,131760,2015/12,8684.3,87.72,1190.6,8.01,30.11,122.58,72.03,875.8,10.02,71.56,121.78,7.37,34.33,65.67,9.13
(주)파인텍,131760,2016/12,-5108.58,-81.09,649.86,-156.63,48.57,174.91,106.5,1871.14,-4.33,-46.36,-76.14,-12.48,0,0,0
(주)파인텍,131760,2017/12,12786.33,89.41,599.13,-149.73,19.59,0,0,0,8.98,58.65,179.12,14.92,21.91,78.09,-167.46
(주)파인텍,131760,2018/12,8544.12,63.76,401.39,-150.68,24.44,0,0,0,8.29,45.49,186.07,15.89,38.33,61.67,-236.31
(주)파인텍,131760,2019/12,5110.01,31.35,389.38,-23.77,23.59,0,0,0,4.37,29.71,139.48,8.05,75.24,24.76,-75.83
(주)파인텍,131760,2020/12,-19454.95,-123.13,403.55,-197.19,20.39,0,0,0,-20.1,-177.94,-894.79,-30.51,0,0,0
(주)파커스,065690,2001/12,,,,,,,,,,,,,,,
(주)파커스,065690,2002/12,9506.32,56.92,135.4,27.32,21.67,30.25,12.2,162.77,34.97,188.18,466.5,42.04,38.08,61.92,47.99
(주)파커스,065690,2003/12,12732.73,57.61,127.64,24.52,22.7,24.72,11,147.92,38.95,233.04,523.75,45.14,39.4,60.6,42.56
(주)파커스,065690,2004/12,11021.58,46.12,168.8,28.49,4.59,40.72,16.33,161.95,28.47,113.25,282.41,27.32,9.94,90.06,61.77
(주)파커스,065690,2005/12,8617.27,54.54,281.26,26.92,6.23,63.47,25.96,252.07,21.64,85.93,210.11,19.39,11.43,88.57,49.36
(주)파커스,065690,2006/12,8509.7,55.26,295.17,28.35,8.51,54.63,19.92,292.01,18.92,101.15,277.41,18.72,15.41,84.59,51.31
(주)파커스,065690,2007/12,15131.81,108.08,386.02,64.63,13.98,70.84,32.33,413.17,26.16,152.58,334.27,28,12.94,87.06,59.8
(주)파커스,065690,2008/12,21580.67,121.92,353.49,74.36,13.24,70.72,37.76,401.7,30.35,172.4,322.93,34.49,10.86,89.14,60.99
(주)파커스,065690,2009/12,21319.75,107.68,394.89,69.72,16.22,94.6,30.48,455.35,23.65,113.82,353.24,27.27,15.06,84.94,64.75
(주)파커스,065690,2010/12,15802.76,56.44,281.9,26.99,12.98,76.92,23.14,317.07,17.8,73.37,243.85,20.02,23.01,76.99,47.83
(주)파커스,065690,2011/12,9603.17,17.06,127.62,4.72,5.63,65.67,15.12,164.92,10.34,25.98,112.83,13.37,33.02,66.98,27.65
(주)파커스,065690,2012/12,9238.05,41.8,352.14,10.67,15.31,149.37,27.2,430.89,9.7,27.98,153.68,11.87,36.63,63.37,25.54
(주)파커스,065690,2013/12,8423.78,36.31,272.35,9.65,13.83,135.97,25.02,411.65,8.82,26.7,145.11,13.33,38.08,61.92,26.59
(주)파커스,065690,2014/12,7964.31,35.71,242.19,8.71,12.86,132.26,21.71,430.14,8.3,27,164.54,14.75,36.01,63.99,24.38
(주)파커스,065690,2015/12,10526.44,63.03,350.81,22.34,18.06,172.68,32.69,586.39,10.75,36.5,192.84,17.97,28.65,71.35,35.44
(주)파커스,065690,2016/12,9143.75,54.11,320.42,15.93,18.14,140.92,16.59,591.67,9.14,38.39,326.07,16.89,33.53,66.47,29.44
(주)파커스,065690,2017/12,4326.12,34.61,451.77,-12.08,29.2,0,0,0,3.93,29.32,191.04,7.66,84.36,15.64,-34.92
(주)파커스,065690,2018/12,10248.18,94.2,446.46,41.79,31.8,0,0,0,9.15,74.92,506.73,21.25,33.51,66.49,44.04
(주)파커스,065690,2019/12,713.91,7.07,432.71,-35.31,31.8,0,0,0,0.73,5.36,30.54,1.63,449.83,-349.83,-499.57
(주)파커스,065690,2020/12,-4637.54,-53.31,397.92,-94.94,39.21,135.89,12.63,997.26,-5.35,-39.23,-422.06,-13.4,0,0,0
(주)파크시스템스,140860,2000/12,768.26,0,0,0,0,0,0,0,18.62,324.03,402.41,47.15,60.4,39.6,-3.63
(주)파크시스템스,140860,2001/12,1168.7,0,0,0,0,0,0,0,29.67,356.94,548.53,55.96,34.6,65.4,23.74
(주)파크시스템스,140860,2006/12,1963.95,0,0,0,0,0,0,0,19.23,263.63,1026.14,20.91,55.78,44.22,22.34
(주)파크시스템스,140860,2007/12,3030.4,0,0,0,0,0,0,0,27.92,431.6,1343.98,31.64,44.49,55.51,32.25
(주)파크시스템스,140860,2008/12,3572.97,0,0,0,0,0,0,0,21.68,301.92,3549.22,30.35,44.74,55.26,33.6
(주)파크시스템스,140860,2009/12,3820.64,0,0,0,0,0,0,0,24.16,363.28,2631.49,26.93,53.33,46.67,9.54
(주)파크시스템스,140860,2010/12,5124.23,0,0,0,0,0,0,0,33.61,534.07,4023.11,31.08,45.74,54.26,26.17
(주)파크시스템스,140860,2011/12,4525.21,0,0,0,0,0,0,0,26.66,341.53,2432.26,29.07,53.42,46.58,18.62
(주)파크시스템스,140860,2012/12,4583.91,0,0,0,0,0,0,0,24.67,320.94,3327.2,25.23,56.25,43.75,18.09
(주)파크시스템스,140860,2013/12,1634.63,0,0,0,0,0,0,0,9.23,108.41,1704.2,11.72,156.23,-56.23,-119.53
(주)파크시스템스,140860,2014/12,2532.79,0,0,0,0,0,0,0,13.7,257.81,7200.55,19.3,81.09,18.91,-27.14
(주)파크시스템스,140860,2015/12,6256.02,74.48,204.03,40.88,24.25,4.84,2.57,310.85,23.96,1540.27,2903.51,36.5,32.56,67.44,54.9
(주)파크시스템스,140860,2016/12,6698.06,70.51,219.4,37.4,27.3,13.48,5.9,327.41,21.53,522.87,1194.34,32.14,38.72,61.28,53.05
(주)파크시스템스,140860,2017/12,9197.51,75.39,230.73,38.38,30.28,0,0,0,24.64,686.11,1675.13,32.67,40.16,59.84,50.91
(주)파크시스템스,140860,2018/12,11386.57,82.51,264.17,42.91,30.35,0,0,0,25.91,714.41,1684.24,31.23,36.78,63.22,52.01
(주)파크시스템스,140860,2019/12,13831.98,82.83,263.23,48.16,27.05,0,0,0,25.09,522.1,2601.59,31.46,32.66,67.34,58.14
(주)파크시스템스,140860,2020/12,19924.34,106.55,335.47,57.89,34.52,0,0,0,19.71,114.19,2355.82,31.76,32.4,67.6,54.33
(주)파트론,091700,2003/12,,,,,,,,,,,,,,,
(주)파트론,091700,2004/12,5040.79,0,0,0,0,0,0,0,25.44,60.5,88.98,32.33,24.37,75.63,19.75
(주)파트론,091700,2005/12,6984.17,0,0,0,0,0,0,0,22.37,54.63,72.04,26.18,22.07,77.93,21.94
(주)파트론,091700,2006/12,14442.47,60.94,181.11,23.52,13.07,66.23,42.44,212.51,28.68,92,143.6,33.65,21.45,78.55,38.6
(주)파트론,091700,2007/12,20236.95,73.59,251.6,35.26,13.81,65.4,30.58,275.62,26.7,112.51,240.61,29.25,18.76,81.24,47.92
(주)파트론,091700,2008/12,29076.49,117.72,475.3,67.16,17.4,58.4,30.59,377.48,31.19,201.57,384.78,24.77,14.78,85.22,57.05
(주)파트론,091700,2009/12,36512.65,125.04,658.07,82.57,15.19,53.58,23.75,406.78,30.74,233.39,526.43,19,12.15,87.85,66.03
(주)파트론,091700,2010/12,37198.89,104.49,653.4,66.43,13.94,64.42,25.33,461.61,22.64,162.21,412.52,15.99,13.34,86.66,63.58
(주)파트론,091700,2011/12,46712,130.85,1008.14,90.43,15.66,88.58,37.66,739.08,17.7,147.72,347.43,12.98,11.97,88.03,69.11
(주)파트론,091700,2012/12,114561.79,268.29,1830.15,159.25,50.64,93.31,52.17,928.53,28.89,287.54,514.31,14.66,18.87,81.13,59.36
(주)파트론,091700,2013/12,160321.34,348.52,2201.29,216.55,54.46,75.74,39.64,1001.76,34.79,460.16,879.18,15.83,15.63,84.37,62.13
(주)파트론,091700,2014/12,105672.28,226.76,1569.86,127.69,53.16,78.16,40.69,945.03,24,290.14,557.33,14.44,23.44,76.56,56.31
(주)파트론,091700,2015/12,96901.34,201.04,1609.91,99.94,53.8,68.16,32.71,973.53,20.65,294.94,614.69,12.49,26.76,73.24,49.71
(주)파트론,091700,2016/12,58088.46,123.07,1618.27,40.98,54.77,0,0,0,12.16,205.3,457.14,7.6,44.5,55.5,33.3
(주)파트론,091700,2017/12,40956.25,87.14,1610.42,6.16,55.12,0,0,0,8.86,176.47,496.12,5.41,63.26,36.74,7.07
(주)파트론,091700,2018/12,53160.85,116.84,1638.68,19.56,59.3,44.34,12.29,954.44,12.24,263.5,950.78,7.13,50.75,49.25,16.74
(주)파트론,091700,2019/12,121457.82,264.04,2616.61,123.37,63.7,0,0,0,25.48,520.26,1325.26,10.09,24.13,75.87,46.72
(주)파트론,091700,2020/12,66304.02,140.77,2371.34,55.29,60.39,0,0,0,12.05,155.4,229.96,5.94,42.9,57.1,39.28
(주)파티게임즈,194510,2013/12,,,,,,,,,,,,,,,
(주)파티게임즈,194510,2014/12,2152.11,14.64,169.08,6.97,6.96,4.38,1.17,304.72,4.8,334.6,1246.82,8.66,47.56,52.44,47.6
(주)파티게임즈,194510,2015/12,-8020.49,-56.09,133.24,-98.24,20.75,3.36,0.86,579.22,-9.68,-1670.33,-6490.28,-42.09,0,0,0
(주)파티게임즈,194510,2016/12,-17566.11,-167.3,236.87,-204.89,29.17,2.88,0.76,622.9,-26.86,-5801.46,-22071.86,-70.63,0,0,0
(주)파티게임즈,194510,2017/12,-62477.96,-801,332.09,-879.83,31.39,1.77,0,2799.79,-28.61,-45193.32,-17850844.86,-241.2,0,0,0
(주)파티게임즈,194510,2018/12,31022.24,660.05,286.66,334.41,70.1,3.46,0,3647.62,18.1,19084.03,0,230.26,10.62,89.38,50.66
(주)파티게임즈,194510,2019/12,-2570.73,-51.41,226.33,-175.69,57.34,4.58,0.88,1961.29,-2.62,-1122.13,-5818.24,-22.72,0,0,0
(주)판타지오,032800,2000/12,2599.92,38.8,149.3,-49.46,31.93,64.62,20.49,468.7,8.28,60.05,189.34,25.99,82.28,17.72,-127.47
(주)판타지오,032800,2001/12,-7707.3,-148.22,23.48,-243.9,33.1,63.57,6.99,367.61,-40.32,-233.14,-2120.69,-631.25,0,0,0
(주)판타지오,032800,2002/12,-4762.94,-108.25,29.08,-206.49,36.48,71.39,8.42,246.19,-43.97,-151.64,-1285.13,-372.18,0,0,0
(주)판타지오,032800,2003/12,-1401.31,-35.93,57.94,-104.65,38.46,74.33,6.88,207.05,-17.35,-48.34,-522.34,-62.02,0,0,0
(주)판타지오,032800,2004/12,-2293.94,-40.24,122.28,-71.14,13.79,47.93,3.11,201.13,-20.01,-83.96,-1294.61,-32.91,0,0,0
(주)판타지오,032800,2005/12,-2612.4,-19.64,954.06,-40.44,10.76,35.37,1.66,152.76,-12.86,-55.53,-1182.33,-2.06,0,0,0
(주)판타지오,032800,2006/12,-21921.76,-233.21,170.85,-270.89,24.87,49.99,1.39,83.98,-277.7,-466.48,-16719.23,-136.5,0,0,0
(주)판타지오,032800,2007/12,-2636.19,-114.62,413.3,-175.63,31.84,202.02,2.27,649.51,-17.65,-56.74,-5046.99,-27.73,0,0,0
(주)판타지오,032800,2008/12,-2564.49,-106.85,828.95,-160.47,35.02,191.77,4.31,813.94,-13.13,-55.72,-2478.13,-12.89,0,0,0
(주)판타지오,032800,2009/12,-971.11,-6.23,37.49,-19.35,8.3,32.2,3.16,134.45,-4.63,-19.33,-196.97,-16.6,0,0,0
(주)판타지오,032800,2010/12,1108.9,6.52,49.2,-10.6,11.49,28.39,2.3,114.5,5.7,22.98,283.88,13.26,176.12,-76.12,-162.47
(주)판타지오,032800,2011/12,2380.74,14.88,53.36,3.24,8.87,3.98,1.84,128.3,11.6,373.41,806.84,27.89,59.61,40.39,21.74
(주)판타지오,187770,2011/12,,,,,,,,,,,,,,,
(주)판타지오,187770,2012/12,2789.97,0,0,0,0,0,0,0,47.72,398.35,606.55,19.77,20.5,79.5,64.43
(주)판타지오,032800,2012/12,717.54,4.4,50.66,-6.34,8.37,3.33,1.03,118.24,3.72,132.02,427.96,8.69,190.15,-90.15,-143.92
(주)판타지오,032800,2013/12,-890.96,-4.95,43.5,-15.95,7.9,3.55,0.22,89.81,-5.51,-139.39,-2202.9,-11.38,0,0,0
(주)판타지오,187770,2013/12,2890.28,41.89,232.52,15.33,14.11,9.89,5.26,181.54,23.07,423.37,796.48,18.01,33.69,66.31,36.59
(주)판타지오,032800,2014/12,-22476.41,-113.52,45.39,-126.14,7.62,6.78,1.39,180.66,-62.83,-1674.53,-8138.67,-250.1,0,0,0
(주)판타지오,032800,2015/12,4666.67,37.63,163.22,17.8,12.54,8,1.96,317.92,11.84,470.42,1918.31,23.06,33.33,66.67,47.29
(주)판타지오,032800,2016/12,805.91,6.4,154.68,-18.67,15.42,0,0,0,2.35,89.83,449.18,4.13,241.15,-141.15,-291.87
(주)판타지오,032800,2017/12,-5853.06,-133.02,171.2,-195.01,34.54,0,0,0,-10.32,-908.62,-3439.74,-77.7,0,0,0
(주)판타지오,032800,2018/12,-6045.15,-201.51,241.35,-239.19,24.05,0,0,0,-12.04,-1285.95,-3846.1,-83.49,0,0,0
(주)판타지오,032800,2019/12,-15580.31,-299.62,204.47,-335.38,19.3,0,0,0,-42.83,-637.85,-8886.48,-146.53,0,0,0
(주)판타지오,032800,2020/12,-7368.43,-139.03,172.52,-172.97,23.45,0,0,0,-27.67,-343.92,-5721.32,-80.59,0,0,0
(주)팜스빌,318010,2012/12,,,,,,,,,,,,,,,
(주)팜스빌,318010,2013/12,2648.98,0,0,0,0,0,0,0,24.94,44.92,117837.19,35.46,21.04,78.96,60.32
(주)팜스빌,318010,2014/12,3094.91,0,0,0,0,0,0,0,25.08,52.88,937851.21,36,21.92,78.08,61.83
(주)팜스빌,318010,2015/12,4363.19,0,0,0,0,0,0,0,24.97,73.82,185905.16,23.68,14.13,85.87,70.09
(주)팜스빌,318010,2016/12,4307.95,0,0,0,0,0,0,0,16.35,74.05,92306.54,27.48,15.22,84.78,62.58
(주)팜스빌,318010,2017/12,5589.42,0,0,0,0,0,0,0,19.63,59.23,17141.24,36,15.52,84.48,59.99
(주)팜스빌,318010,2018/12,7621.37,0,0,0,0,0,0,0,22.74,4484,19387.38,38.68,11.2,88.8,65.41
(주)팜스빌,318010,2019/12,10762.48,384.37,1066.25,262.21,48.59,0,0,0,15.84,8720.15,39849.22,36.05,12.64,87.36,68.22
(주)팜스빌,318010,2020/12,5240.45,158.8,1191.02,91.64,49.12,0,0,0,7.56,33.04,646.1,13.33,30.93,69.07,57.71
(주)팜스토리,027710,2000/12,5428.85,84.83,1415.44,16.32,39.67,127.71,45.11,990.77,8.56,66.42,188.04,5.99,46.76,53.24,19.24
(주)팜스토리,027710,2001/12,9189.84,135.14,1810.93,56.83,42.71,132.95,31.64,1033.24,13.08,101.65,427.1,7.46,31.6,68.4,42.05
(주)팜스토리,027710,2002/12,12765.37,159.57,2001.35,88.2,42.27,108.2,18.55,857.08,18.62,147.47,860.23,7.97,26.49,73.51,55.27
(주)팜스토리,027710,2003/12,8384.78,97.5,1320.27,37.67,42.45,93.27,13.41,928.21,10.5,104.53,727.11,7.38,43.54,56.46,38.64
(주)팜스토리,027710,2004/12,8871.56,110.89,1324.31,44.1,31.57,96.15,11.58,1073.17,10.33,115.33,957.52,8.37,28.47,71.53,39.77
(주)팜스토리,027710,2005/12,11921.53,141.92,1384.11,62.64,36.61,86.63,8.66,1533.48,9.25,163.82,1638.39,10.25,25.79,74.21,44.14
(주)팜스토리,027710,2006/12,9296.71,102.16,1208.05,37.98,37.65,75.91,5.11,1411.87,7.24,134.59,1999.86,8.46,36.85,63.15,37.17
(주)팜스토리,027710,2007/12,11227.39,127.58,1567.03,43.77,50.94,74.74,3.32,1510.69,8.45,170.71,3837.92,8.14,39.93,60.07,34.31
(주)팜스토리,027710,2008/12,5591.7,62.13,1941.44,-3.75,46.11,77.74,2.53,1942.12,3.2,79.92,2454.46,3.2,74.22,25.78,-6.04
(주)팜스토리,027710,2009/12,21709.3,210.77,2026.83,112.91,44.32,65.61,2.04,1766.04,11.93,321.25,10336.38,10.4,21.03,78.97,53.57
(주)팜스토리,027710,2010/12,14949.3,155.72,2090.04,63.86,44.45,66.88,1.71,1799.99,8.65,232.84,9097.4,7.45,28.54,71.46,41.01
(주)팜스토리,027710,2011/12,29218.94,86.19,1344.15,19.49,25.54,140.35,25.21,902.82,9.55,61.41,341.94,6.41,29.63,70.37,22.61
(주)팜스토리,027710,2012/12,37643.83,84.4,1036.9,33.93,21.5,118.51,25.29,818.35,10.31,71.22,333.7,8.14,25.47,74.53,40.2
(주)팜스토리,027710,2013/12,32975.78,69.28,951.13,23.48,20.96,108.46,22,764.86,9.06,63.88,314.91,7.28,30.25,69.75,33.89
(주)팜스토리,027710,2014/12,37958.03,102.31,1091.27,45.61,27.37,141.04,29.08,1064.25,9.61,72.54,351.81,9.38,26.75,73.25,44.58
(주)팜스토리,027710,2015/12,21315.41,58.72,1112.49,6.13,26.68,141.67,30.76,1160.15,5.06,41.45,190.9,5.28,45.44,54.56,10.43
(주)팜스토리,027710,2016/12,34706.68,98.6,1087.12,32.29,28.69,0,0,0,8.66,67.05,319.45,9.07,29.09,70.91,32.75
