iter	Passed	Remaining
287	849	2099
288	851	2095
289	854	2091
290	858	2090
291	861	2087
292	863	2083
293	866	2080
294	868	2076
295	872	2074
296	875	2071
297	877	2068
298	880	2065
299	883	2061
300	886	2058
301	889	2055
302	892	2052
303	895	2049
304	897	2045
305	900	2042
306	904	2042
307	907	2038
308	910	2035
309	912	2031
310	915	2028
311	918	2026
312	921	2023
313	924	2019
314	927	2016
315	930	2015
316	935	2015
317	938	2012
318	941	2009
319	944	2006
320	946	2003
321	950	2001
322	953	1997
323	956	1994
324	960	1994
325	966	1997
326	971	2000
327	975	1998
328	977	1994
329	982	1994
330	986	1993
331	990	1993
332	994	1991
333	998	1991
334	1003	1991
335	1006	1989
336	1009	1985
337	1015	1988
338	1019	1987
339	1022	1985
340	1026	1982
341	1030	1983
342	1034	1981
343	1037	1978
344	1040	1975
345	1043	1973
346	1049	1974
347	1052	1972
348	1055	1969
349	1059	1966
350	1064	1967
351	1066	1963
352	1069	1960
353	1072	1957
354	1077	1957
355	1080	1954
356	1083	1951
357	1085	1947
358	1088	1944
359	1092	1943
360	1097	1941
361	1100	1940
362	1103	1936
363	1108	1937
364	1113	1936
365	1116	1933
366	1119	1930
367	1122	1928
368	1127	1927
369	1130	1924
370	1132	1920
371	1135	1916
372	1139	1915
373	1142	1913
374	1145	1908
375	1147	1904
376	1152	1903
377	1158	1906
378	1161	1903
379	1164	1900
380	1167	1896
381	1173	1897
382	1176	1894
383	1178	1891
384	1182	1888
385	1189	1891
386	1193	1890
387	1196	1886
388	1198	1882
389	1203	1883
390	1206	1879
391	1209	1875
392	1211	1871
393	1214	1867
394	1217	1864
395	1220	1862
396	1223	1858
397	1225	1854
398	1228	1849
399	1230	1845
400	1234	1843
401	1237	1840
402	1239	1836
403	1242	1832
404	1244	1828
405	1247	1824
406	1251	1823
407	1254	1820
408	1257	1816
409	1259	1812
410	1261	1808
411	1266	1806
412	1268	1803
413	1271	1799
414	1273	1795
415	1276	1791
416	1278	1787
417	1281	1784
418	1284	1780
419	1286	1777
420	1289	1773
421	1291	1769
422	1294	1766
423	1297	1762
424	1300	1758
425	1302	1755
426	1305	1751
427	1308	1748
428	1312	1747
429	1315	1744
430	1319	1741
431	1321	1737
432	1324	1734
433	1327	1731
434	1331	1729
435	1335	1727
436	1338	1724
437	1341	1721
438	1345	1719
439	1348	1716
440	1351	1713
441	1355	1710
442	1359	1708
443	1363	1707
444	1366	1703
445	1368	1700
446	1378	1705
447	1382	1703
448	1385	1699
449	1387	1695
450	1390	1692
451	1393	1689
452	1396	1686
453	1399	1683
454	1402	1679
455	1404	1676
456	1408	1673
457	1411	1670
458	1415	1668
459	1418	1665
460	1422	1662
461	1426	1661
462	1429	1657
463	1432	1654
464	1434	1650
465	1438	1648
466	1442	1646
467	1445	1642
468	1447	1639
469	1450	1635
470	1454	1634
471	1457	1630
472	1460	1626
473	1463	1624
474	1466	1620
475	1471	1620
476	1475	1617
477	1477	1613
478	1479	1609
479	1482	1605
480	1486	1603
481	1489	1601
482	1492	1597
483	1494	1593
484	1496	1589
485	1500	1587
486	1503	1583
487	1505	1579
488	1508	1575
489	1510	1572
490	1513	1568
491	1517	1566
492	1520	1563
493	1522	1559
494	1524	1555
495	1527	1551
496	1529	1548
497	1533	1545
498	1535	1541
499	1538	1538
500	1540	1534
501	1542	1530
502	1545	1526
503	1548	1523
504	1550	1519
505	1552	1516
506	1555	1512
507	1557	1508
508	1559	1504
509	1562	1501
510	1565	1497
511	1567	1494
512	1569	1490
513	1572	1486
514	1574	1482
515	1576	1478
516	1579	1475
517	1581	1471
518	1584	1468
519	1586	1464
520	1588	1460
521	1591	1457
522	1594	1454
523	1596	1450
524	1598	1446
525	1601	1442
526	1603	1439
527	1605	1435
528	1607	1431
529	1611	1428
530	1613	1425
531	1615	1421
532	1617	1417
533	1620	1413
534	1622	1410
535	1625	1407
536	1628	1403
537	1630	1400
538	1632	1396
539	1635	1392
540	1637	1389
541	1639	1385
542	1643	1382
543	1645	1379
544	1648	1375
545	1650	1372
546	1652	1368
547	1655	1365
548	1658	1362
549	1660	1358
550	1662	1354
551	1664	1351
552	1667	1347
553	1669	1343
554	1672	1341
555	1674	1337
556	1677	1333
557	1679	1330
558	1681	1326
559	1684	1323
560	1686	1319
561	1689	1316
562	1691	1313
563	1699	1313
564	1701	1309
565	1704	1306
566	1706	1303
567	1708	1299
568	1710	1295
569	1712	1292
570	1715	1289
571	1717	1285
572	1720	1282
573	1723	1278
574	1725	1275
575	1727	1271
576	1730	1268
577	1732	1264
578	1735	1261
579	1737	1258
580	1740	1255
581	1743	1252
582	1745	1248
583	1747	1245
584	1750	1242
585	1753	1238
586	1755	1235
587	1758	1232
588	1760	1228
589	1763	1225
590	1766	1222
591	1769	1219
592	1771	1215
593	1773	1212
594	1776	1209
595	1778	1205
596	1780	1202
597	1783	1199
598	1786	1195
599	1788	1192
600	1791	1189
601	1793	1185
602	1795	1182
603	1798	1179
604	1801	1175
605	1803	1172
606	1805	1168
607	1807	1165
608	1809	1161
609	1811	1158
610	1814	1155
611	1817	1152
612	1819	1148
613	1821	1145
614	1823	1141
615	1826	1138
616	1829	1135
617	1832	1132
618	1834	1129
619	1837	1126
620	1839	1122
621	1842	1119
622	1845	1116
623	1848	1113
624	1850	1110
625	1853	1107
626	1855	1103
627	1857	1100
628	1860	1097
629	1863	1094
630	1865	1091
631	1868	1087
632	1871	1084
633	1874	1081
634	1877	1078
635	1879	1075
636	1883	1073
637	1885	1069
638	1888	1066
639	1891	1064
640	1894	1061
641	1896	1057
642	1899	1054
643	1902	1051
644	1905	1048
645	1908	1045
646	1911	1042
647	1914	1039
648	1917	1036
649	1920	1033
650	1923	1031
651	1925	1027
652	1928	1024
653	1931	1021
654	1934	1018
655	1936	1015
656	1941	1013
657	1944	1010
658	1947	1007
659	1950	1004
660	1952	1001
661	1956	999
662	1959	996
663	1962	993
664	1964	989
665	1967	986
666	1973	985
667	1975	982
668	1978	978
669	1980	975
670	1983	972
671	1986	969
672	1990	967
673	1994	964
674	1997	961
675	2000	958
676	2004	956
677	2007	953
678	2010	950
679	2013	947
680	2019	946
681	2022	943
682	2025	940
683	2028	937
684	2032	934
685	2036	932
686	2039	929
687	2042	926
688	2045	923
689	2048	920
690	2052	917
691	2055	914
692	2057	911
693	2060	908
694	2064	906
695	2067	903
696	2070	900
697	2074	897
698	2079	895
699	2083	893
700	2087	890
701	2091	887
702	2095	885
703	2100	882
704	2104	880
705	2106	877
706	2108	873
707	2111	871
708	2114	868
709	2117	864
710	2120	861
711	2122	858
712	2125	855
713	2128	852
714	2131	849
715	2133	846
716	2135	843
717	2138	839
718	2140	836
719	2143	833
720	2145	830
721	2147	827
722	2150	823
723	2152	820
724	2154	817
725	2157	814
726	2160	811
727	2162	808
728	2165	804
729	2167	801
730	2169	798
731	2172	795
732	2175	792
733	2177	789
734	2180	786
735	2182	782
736	2184	779
737	2187	776
738	2189	773
739	2192	770
740	2194	767
741	2197	763
742	2199	760
743	2201	757
744	2204	754
745	2208	751
746	2211	748
747	2214	745
748	2216	742
749	2219	739
750	2223	737
751	2225	734
752	2228	731
753	2232	728
754	2236	725
755	2239	722
756	2242	719
757	2245	716
758	2248	714
759	2252	711
760	2255	708
761	2257	705
762	2260	702
763	2262	699
764	2265	695
765	2268	692
766	2270	689
767	2273	686
768	2276	683
769	2278	680
770	2281	677
771	2283	674
772	2286	671
773	2288	668
774	2290	665
775	2293	661
776	2295	658
777	2297	655
778	2300	652
779	2303	649
780	2305	646
781	2308	643
782	2310	640
783	2312	637
784	2315	634
785	2317	631
786	2320	628
787	2323	624
788	2325	621
789	2327	618
790	2330	615
791	2332	612
792	2335	609
793	2337	606
794	2339	603
795	2341	600
796	2344	597
797	2346	593
798	2348	590
799	2351	587
800	2353	584
801	2355	581
802	2358	578
803	2360	575
804	2362	572
805	2365	569
806	2367	566
807	2369	563
808	2372	560
809	2375	557
810	2377	554
811	2380	551
812	2383	548
813	2385	545
814	2388	542
815	2391	539
816	2393	536
817	2395	532
818	2397	529
819	2400	526
820	2402	523
821	2405	520
822	2407	517
823	2410	514
824	2412	511
825	2414	508
826	2416	505
827	2419	502
828	2421	499
829	2423	496
830	2426	493
831	2428	490
832	2430	487
833	2433	484
834	2436	481
835	2438	478
836	2441	475
837	2444	472
838	2446	469
839	2448	466
840	2451	463
841	2454	460
842	2456	457
843	2459	454
844	2461	451
845	2463	448
846	2466	445
847	2468	442
848	2471	439
849	2474	436
850	2476	433
851	2478	430
852	2481	427
853	2484	424
854	2487	421
855	2489	418
856	2491	415
857	2493	412
858	2496	409
859	2499	406
860	2502	403
861	2504	400
862	2507	397
863	2509	395
864	2512	392
865	2517	389
866	2520	386
867	2522	383
868	2525	380
869	2528	377
870	2533	375
871	2538	372
872	2541	369
873	2544	366
874	2550	364
875	2553	361
876	2556	358
877	2558	355
878	2564	353
879	2569	350
880	2572	347
881	2575	344
882	2580	341
883	2583	339
884	2586	336
885	2589	333
886	2591	330
887	2595	327
888	2598	324
889	2600	321
890	2603	318
891	2606	315
892	2609	312
893	2612	309
894	2614	306
895	2617	303
896	2620	300
897	2623	297
898	2626	295
899	2629	292
900	2631	289
901	2634	286
902	2636	283
903	2640	280
904	2642	277
905	2645	274
906	2648	271
907	2650	268
908	2653	265
909	2656	262
910	2659	259
911	2662	256
912	2664	253
913	2667	250
914	2669	248
915	2673	245
916	2676	242
917	2679	239
918	2682	236
919	2684	233
920	2688	230
921	2692	227
922	2696	224
923	2699	222
924	2703	219
925	2706	216
926	2708	213
927	2711	210
928	2714	207
929	2716	204
930	2721	201
931	2725	198
932	2728	195
933	2731	193
934	2735	190
935	2738	187
936	2740	184
937	2743	181
938	2746	178
939	2749	175
940	2752	172
941	2755	169
942	2758	166
943	2760	163
944	2763	160
945	2768	158
946	2771	155
947	2773	152
948	2777	149
949	2780	146
950	2783	143
951	2786	140
952	2789	137
953	2793	134
954	2800	131
955	2804	129
956	2807	126
957	2811	123
958	2815	120
959	2818	117
960	2821	114
961	2824	111
962	2827	108
963	2830	105
964	2833	102
965	2836	99
966	2838	96
967	2841	93
968	2844	90
969	2847	88
970	2849	85
971	2852	82
972	2854	79
973	2857	76
974	2860	73
975	2864	70
976	2866	67
977	2867	64
978	2870	61
979	2872	58
980	2876	55
981	2879	52
982	2882	49
983	2885	46
984	2888	43
985	2890	41
986	2894	38
987	2896	35
988	2900	32
989	2903	29
990	2906	26
991	2909	23
992	2912	20
993	2915	17
994	2918	14
995	2922	11
996	2925	8
997	2927	5
998	2930	2
999	2933	0
