,회사명,거래소코드,회계년도,종가,년,key,종가변동률
229,(주)광림,14200,2009/12,1410.0,2009,142002010,2.032258064516129
230,(주)광림,14200,2010/12,2000.0,2010,142002011,0.41843971631205673
231,(주)광림,14200,2011/12,2080.0,2011,142002012,0.04
232,(주)광림,14200,2012/12,1985.0,2012,142002013,-0.04567307692307692
233,(주)광림,14200,2013/12,1770.0,2013,142002014,-0.10831234256926953
234,(주)광림,14200,2014/12,1510.0,2014,142002015,-0.14689265536723164
235,(주)광림,14200,2015/12,3100.0,2015,142002016,1.0529801324503312
236,(주)광림,14200,2016/12,7860.0,2016,142002017,1.5354838709677419
237,(주)광림,14200,2017/12,3835.0,2017,142002018,-0.5120865139949109
238,(주)광림,14200,2018/12,2495.0,2018,142002019,-0.3494132985658409
239,(주)광림,14200,2019/12,2225.0,2019,142002020,-0.10821643286573146
240,(주)광림,14200,2020/12,1680.0,2020,142002021,-0.2449438202247191
241,(주)광진윈텍,90150,2001/12,,2001,901502002,0.25878594249201275
242,(주)광진윈텍,90150,2002/12,,2002,901502003,0.25878594249201275
243,(주)광진윈텍,90150,2003/12,,2003,901502004,0.25878594249201275
244,(주)광진윈텍,90150,2004/12,,2004,901502005,0.25878594249201275
245,(주)광진윈텍,90150,2005/12,,2005,901502006,0.25878594249201275
246,(주)광진윈텍,90150,2006/12,3130.0,2006,901502007,0.25878594249201275
247,(주)광진윈텍,90150,2007/12,3940.0,2007,901502008,0.25878594249201275
248,(주)광진윈텍,90150,2008/12,2130.0,2008,901502009,-0.4593908629441624
249,(주)광진윈텍,90150,2009/12,2685.0,2009,901502010,0.2605633802816901
250,(주)광진윈텍,90150,2010/12,2675.0,2010,901502011,-0.0037243947858473
251,(주)광진윈텍,90150,2011/12,1980.0,2011,901502012,-0.25981308411214954
252,(주)광진윈텍,90150,2012/12,1975.0,2012,901502013,-0.0025252525252525255
253,(주)광진윈텍,90150,2013/12,2340.0,2013,901502014,0.1848101265822785
254,(주)광진윈텍,90150,2014/12,2150.0,2014,901502015,-0.0811965811965812
255,(주)광진윈텍,90150,2015/12,3405.0,2015,901502016,0.5837209302325581
256,(주)광진윈텍,90150,2016/12,5310.0,2016,901502017,0.5594713656387665
257,(주)광진윈텍,90150,2017/12,2500.0,2017,901502018,-0.5291902071563088
258,(주)광진윈텍,90150,2018/12,2295.0,2018,901502019,-0.082
259,(주)광진윈텍,90150,2019/12,3375.0,2019,901502020,0.47058823529411764
260,(주)광진윈텍,90150,2020/12,4235.0,2020,901502021,0.2548148148148148
261,(주)구영테크,53270,1999/12,,1999,532702000,-0.42209631728045327
262,(주)구영테크,53270,2000/12,,2000,532702001,-0.42209631728045327
263,(주)구영테크,53270,2001/12,,2001,532702002,-0.42209631728045327
264,(주)구영테크,53270,2002/12,3530.0,2002,532702003,-0.42209631728045327
265,(주)구영테크,53270,2003/12,2040.0,2003,532702004,-0.42209631728045327
266,(주)구영테크,53270,2004/12,1355.0,2004,532702005,-0.33578431372549017
267,(주)구영테크,53270,2005/12,2675.0,2005,532702006,0.974169741697417
268,(주)구영테크,53270,2006/12,1360.0,2006,532702007,-0.491588785046729
269,(주)구영테크,53270,2007/12,1495.0,2007,532702008,0.09926470588235294
270,(주)구영테크,53270,2008/12,595.0,2008,532702009,-0.6020066889632107
271,(주)구영테크,53270,2009/12,965.0,2009,532702010,0.6218487394957983
272,(주)구영테크,53270,2010/12,1680.0,2010,532702011,0.7409326424870466
273,(주)구영테크,53270,2011/12,1380.0,2011,532702012,-0.17857142857142858
274,(주)구영테크,53270,2012/12,1440.0,2012,532702013,0.043478260869565216
275,(주)구영테크,53270,2013/12,1485.0,2013,532702014,0.03125
276,(주)구영테크,53270,2014/12,1370.0,2014,532702015,-0.07744107744107744
277,(주)구영테크,53270,2015/12,2190.0,2015,532702016,0.5985401459854015
278,(주)구영테크,53270,2016/12,2365.0,2016,532702017,0.07990867579908675
279,(주)구영테크,53270,2017/12,2080.0,2017,532702018,-0.12050739957716702
280,(주)구영테크,53270,2018/12,1540.0,2018,532702019,-0.25961538461538464
281,(주)구영테크,53270,2019/12,1820.0,2019,532702020,0.18181818181818182
282,(주)구영테크,53270,2020/12,1650.0,2020,532702021,-0.09340659340659341
283,(주)국보디자인,66620,1999/12,,1999,666202000,-0.11315789473684211
284,(주)국보디자인,66620,2000/12,,2000,666202001,-0.11315789473684211
285,(주)국보디자인,66620,2001/12,,2001,666202002,-0.11315789473684211
286,(주)국보디자인,66620,2002/12,3800.0,2002,666202003,-0.11315789473684211
287,(주)국보디자인,66620,2003/12,3370.0,2003,666202004,-0.11315789473684211
288,(주)국보디자인,66620,2004/12,1335.0,2004,666202005,-0.6038575667655787
289,(주)국보디자인,66620,2005/12,3300.0,2005,666202006,1.4719101123595506
290,(주)국보디자인,66620,2006/12,2940.0,2006,666202007,-0.10909090909090909
291,(주)국보디자인,66620,2007/12,4330.0,2007,666202008,0.47278911564625853
292,(주)국보디자인,66620,2008/12,2370.0,2008,666202009,-0.45265588914549654
293,(주)국보디자인,66620,2009/12,2815.0,2009,666202010,0.1877637130801688
294,(주)국보디자인,66620,2010/12,3475.0,2010,666202011,0.2344582593250444
295,(주)국보디자인,66620,2011/12,4875.0,2011,666202012,0.4028776978417266
296,(주)국보디자인,66620,2012/12,6800.0,2012,666202013,0.39487179487179486
297,(주)국보디자인,66620,2013/12,10100.0,2013,666202014,0.4852941176470588
298,(주)국보디자인,66620,2014/12,13600.0,2014,666202015,0.3465346534653465
299,(주)국보디자인,66620,2015/12,19300.0,2015,666202016,0.41911764705882354
300,(주)국보디자인,66620,2016/12,17200.0,2016,666202017,-0.10880829015544041
301,(주)국보디자인,66620,2017/12,18300.0,2017,666202018,0.06395348837209303
302,(주)국보디자인,66620,2018/12,13400.0,2018,666202019,-0.2677595628415301
303,(주)국보디자인,66620,2019/12,17050.0,2019,666202020,0.27238805970149255
304,(주)국보디자인,66620,2020/12,17600.0,2020,666202021,0.03225806451612903
305,(주)국순당,43650,1999/12,,1999,436502000,1.6375545851528384
306,(주)국순당,43650,2000/12,11450.0,2000,436502001,1.6375545851528384
307,(주)국순당,43650,2001/12,30200.0,2001,436502002,1.6375545851528384
308,(주)국순당,43650,2002/12,26750.0,2002,436502003,-0.11423841059602649
309,(주)국순당,43650,2003/12,26600.0,2003,436502004,-0.005607476635514018
310,(주)국순당,43650,2004/12,12800.0,2004,436502005,-0.518796992481203
311,(주)국순당,43650,2005/12,16450.0,2005,436502006,0.28515625
312,(주)국순당,43650,2006/12,6130.0,2006,436502007,-0.6273556231003039
313,(주)국순당,43650,2007/12,5450.0,2007,436502008,-0.11092985318107668
314,(주)국순당,43650,2008/12,3225.0,2008,436502009,-0.40825688073394495
315,(주)국순당,43650,2009/12,9500.0,2009,436502010,1.945736434108527
316,(주)국순당,43650,2010/12,11100.0,2010,436502011,0.16842105263157894
317,(주)국순당,43650,2011/12,7970.0,2011,436502012,-0.281981981981982
318,(주)국순당,43650,2012/12,7390.0,2012,436502013,-0.07277289836888332
319,(주)국순당,43650,2013/12,5940.0,2013,436502014,-0.19621109607577808
320,(주)국순당,43650,2014/12,5900.0,2014,436502015,-0.006734006734006734
321,(주)국순당,43650,2015/12,6410.0,2015,436502016,0.08644067796610169
322,(주)국순당,43650,2016/12,6940.0,2016,436502017,0.08268330733229329
323,(주)국순당,43650,2017/12,5680.0,2017,436502018,-0.18155619596541786
324,(주)국순당,43650,2018/12,4060.0,2018,436502019,-0.2852112676056338
325,(주)국순당,43650,2019/12,3250.0,2019,436502020,-0.19950738916256158
326,(주)국순당,43650,2020/12,5620.0,2020,436502021,0.7292307692307692
327,(주)국영지앤엠,6050,1999/12,3875.0,1999,60502000,0.03225806451612903
328,(주)국영지앤엠,6050,2000/12,4000.0,2000,60502001,0.03225806451612903
329,(주)국영지앤엠,6050,2001/12,2150.0,2001,60502002,-0.4625
330,(주)국영지앤엠,6050,2002/12,1230.0,2002,60502003,-0.42790697674418604
331,(주)국영지앤엠,6050,2003/12,805.0,2003,60502004,-0.34552845528455284
332,(주)국영지앤엠,6050,2004/12,995.0,2004,60502005,0.2360248447204969
333,(주)국영지앤엠,6050,2005/12,1950.0,2005,60502006,0.9597989949748744
334,(주)국영지앤엠,6050,2006/12,1790.0,2006,60502007,-0.08205128205128205
335,(주)국영지앤엠,6050,2007/12,2550.0,2007,60502008,0.4245810055865922
336,(주)국영지앤엠,6050,2008/12,570.0,2008,60502009,-0.7764705882352941
337,(주)국영지앤엠,6050,2009/12,800.0,2009,60502010,0.40350877192982454
338,(주)국영지앤엠,6050,2010/12,1180.0,2010,60502011,0.475
339,(주)국영지앤엠,6050,2011/12,1485.0,2011,60502012,0.2584745762711864
340,(주)국영지앤엠,6050,2012/12,897.0,2012,60502013,-0.39595959595959596
341,(주)국영지앤엠,6050,2013/12,989.0,2013,60502014,0.10256410256410256
342,(주)국영지앤엠,6050,2014/12,999.0,2014,60502015,0.010111223458038422
343,(주)국영지앤엠,6050,2015/12,2465.0,2015,60502016,1.4674674674674675
