iter	Logloss
0	0.6862163126
1	0.6797235308
2	0.6740380726
3	0.6677571318
4	0.661813555
5	0.6560459555
6	0.650730328
7	0.6449050346
8	0.6394249018
9	0.6335849066
10	0.628200893
11	0.6230257132
12	0.6178520927
13	0.6128739963
14	0.6081360866
15	0.6034700714
16	0.5990319356
17	0.5944550229
18	0.5894173392
19	0.5850466429
20	0.5798802063
21	0.5758248211
22	0.5714658194
23	0.5671754823
24	0.5631968923
25	0.5591383885
26	0.5548637
27	0.5508680135
28	0.5465941603
29	0.5425805976
30	0.5387818274
31	0.5354208285
32	0.5319198274
33	0.5285622256
34	0.5249358685
35	0.52143871
36	0.5178559018
37	0.5144595961
38	0.5111862517
39	0.5078505913
40	0.5044281674
41	0.5014126075
42	0.4986058813
43	0.4958761173
44	0.4926713261
45	0.4899274172
46	0.4868371226
47	0.4840709937
48	0.4808258279
49	0.477687251
50	0.4748555204
51	0.4722116289
52	0.4692785444
53	0.46636083
54	0.4637715138
55	0.461140932
56	0.4586119269
57	0.4556566224
58	0.4531771806
59	0.4505518892
60	0.4485263128
61	0.4458388725
62	0.443499043
63	0.4414704594
64	0.4393531354
65	0.4367716713
66	0.4348909977
67	0.4327185972
68	0.4306647308
69	0.428690611
70	0.4264205042
71	0.4241548524
72	0.4218183086
73	0.420142487
74	0.4179063783
75	0.4160181589
76	0.4140658413
77	0.4121178954
78	0.4104319106
79	0.4085339177
80	0.4070100993
81	0.405388491
82	0.4039553343
83	0.4024776821
84	0.4007932566
85	0.3989605312
86	0.3971649504
87	0.3951475603
88	0.3931080059
89	0.3914862027
90	0.3899556181
91	0.3885511969
92	0.3869897049
93	0.3854365941
94	0.38405275
95	0.3825150093
96	0.3810592429
97	0.3792178857
98	0.3777672705
99	0.3764197357
100	0.3748675715
101	0.3738288323
102	0.3723678589
103	0.3712417714
104	0.3699818075
105	0.3688769375
106	0.3678061492
107	0.3668426736
108	0.3659277032
109	0.3646651219
110	0.3633019663
111	0.3623094211
112	0.3611719173
113	0.360337334
114	0.3594238393
115	0.3584033938
116	0.357234036
117	0.3561009038
118	0.3548933433
119	0.3537569255
120	0.3525016116
121	0.3514825306
122	0.3503028703
123	0.349236899
124	0.3481825947
125	0.3472017163
126	0.3463362812
127	0.3451606583
128	0.3441814785
129	0.3430252632
130	0.342136578
131	0.3411482651
132	0.3402261664
133	0.3392774484
134	0.3384107047
135	0.3373346259
136	0.3364448826
137	0.3357313671
138	0.3350619574
139	0.3342479789
140	0.3332577448
141	0.3325251558
142	0.3316689373
143	0.3308056462
144	0.3298314784
145	0.3291278477
146	0.3282195599
147	0.3273644552
148	0.3267641276
149	0.3258859119
150	0.3252769526
151	0.3247848845
152	0.3241461037
153	0.3233693812
154	0.3224802504
155	0.3218110634
156	0.3211537939
157	0.3204311176
158	0.3198566019
159	0.319032683
160	0.3181187985
161	0.3172355708
162	0.3164363499
163	0.3155569369
164	0.3148102586
165	0.3142592159
166	0.3136946964
167	0.3128025584
168	0.3122036788
169	0.3113745808
170	0.3105072523
171	0.3096227159
172	0.3088245253
173	0.3080836665
174	0.3070657549
175	0.3062766973
176	0.3056773443
177	0.3048551518
178	0.3043759757
179	0.3039676082
180	0.3033539988
181	0.3026544056
182	0.3018518712
183	0.3010709164
184	0.3004989624
185	0.2998656113
186	0.2991537943
187	0.2983667694
188	0.2976701555
189	0.297009656
190	0.2963321157
191	0.2958088896
192	0.2951093242
193	0.2946531198
194	0.2941226542
195	0.2938339345
196	0.2932836157
197	0.2927417059
198	0.2921446083
199	0.2915891104
200	0.2911305671
201	0.2906481332
202	0.2902143715
203	0.2896256551
204	0.2892899896
205	0.2890167793
206	0.2884748417
207	0.2878684162
208	0.2872808693
209	0.2865899914
210	0.2859420498
211	0.2856192484
212	0.2852146399
213	0.2850034394
214	0.2843338347
215	0.2840853503
216	0.283741944
217	0.2833290935
218	0.2829652215
219	0.282397667
220	0.2820502511
221	0.2816783042
222	0.2812107949
223	0.2806483916
224	0.2800712029
225	0.2794929003
226	0.2789615158
227	0.2782777661
228	0.277938982
229	0.277330858
230	0.2767797317
231	0.2761250517
232	0.2757584509
233	0.275315946
234	0.2749552483
235	0.2744040106
236	0.2739569949
237	0.2733725109
238	0.2729047232
239	0.2724382442
240	0.2719127349
241	0.2714847648
242	0.2712699723
243	0.2706210839
244	0.270295526
245	0.2696621192
246	0.2692797027
247	0.2690113374
248	0.2684418059
249	0.2681354049
250	0.2676299158
251	0.2672884586
252	0.2669662698
253	0.2667114369
254	0.2662082867
255	0.2657063616
256	0.265261852
257	0.2648897937
258	0.2641493526
259	0.2636803954
260	0.2632922709
261	0.2628264044
262	0.2624795454
263	0.2621843101
264	0.2618056527
265	0.2615056282
266	0.2612181615
267	0.2607525735
268	0.2602997105
269	0.2599998251
270	0.2596270986
271	0.259250975
272	0.2590376861
273	0.2584008544
274	0.2581397286
275	0.2576856683
276	0.2575030919
277	0.2572997156
278	0.2569121479
279	0.2565831651
280	0.2563060287
281	0.2560525602
282	0.2557615573
283	0.2554662663
284	0.2551938913
285	0.2547945454
286	0.2544855271
287	0.2540754611
288	0.2538131658
289	0.2534666966
290	0.253120673
291	0.2525457118
292	0.2522633128
293	0.2520879481
294	0.251771551
295	0.2515089773
296	0.2512573186
297	0.2510537475
298	0.2505818666
299	0.2503493372
300	0.2501671227
301	0.2497015069
302	0.2493472691
303	0.2490666522
304	0.2488491866
305	0.2484976775
306	0.2482200678
307	0.2479454096
308	0.2477435648
309	0.247474392
310	0.2472344837
311	0.2469322316
312	0.2465777154
313	0.2462842621
314	0.2457722573
315	0.2454713139
316	0.2451862976
317	0.2448945985
318	0.2445651702
319	0.2443069402
320	0.2440569801
321	0.2437988337
322	0.2433286235
323	0.2431539828
324	0.2428950846
325	0.2424611558
326	0.2421977468
327	0.2419075792
328	0.2416209757
329	0.2412722511
330	0.2409710849
331	0.2407241599
332	0.2402733573
333	0.2400822326
334	0.2399139683
335	0.2397477644
336	0.2395919744
337	0.2392000073
338	0.2389466502
339	0.2387560545
340	0.2385392293
341	0.2381082242
342	0.2378527231
343	0.2374676614
344	0.2371989619
345	0.2368969326
346	0.2366629552
347	0.2363740406
348	0.2362665051
349	0.2359562616
350	0.2357898629
351	0.2354837682
352	0.2351214277
353	0.2348310373
354	0.2344855148
355	0.2342781568
356	0.2340223215
357	0.2335304065
358	0.2333540951
359	0.2331707669
360	0.2328594375
361	0.2326597367
362	0.2324123243
363	0.2320724682
364	0.231736204
365	0.2314283552
366	0.2310235935
367	0.2307661711
368	0.2305391409
369	0.2304838974
370	0.2303612145
371	0.2300055288
372	0.2296594216
373	0.229477235
374	0.2293269025
375	0.2292405289
376	0.2290467311
377	0.2288639598
378	0.2286782648
379	0.2284603537
380	0.2283153673
381	0.228079594
382	0.2278924928
383	0.2276900911
384	0.2275713064
385	0.227390888
386	0.2271470954
387	0.2269331939
388	0.2265344049
389	0.2264191426
390	0.2261711733
391	0.226001113
392	0.2258868809
393	0.2254728053
394	0.2252632058
395	0.2248977049
396	0.2245506649
397	0.2243992604
398	0.224177284
399	0.2239490704
400	0.2236070563
401	0.2232647221
402	0.2231841679
403	0.2229930293
404	0.2227024997
405	0.2224646798
406	0.2221402078
407	0.2219028334
408	0.2218101669
409	0.2216528732
410	0.2214770073
411	0.221293345
412	0.2210774108
413	0.2208368065
414	0.2205590993
415	0.2202377876
416	0.2199342407
417	0.2196254313
418	0.2193757913
419	0.2191919062
420	0.2189826826
421	0.2187674028
422	0.2185860794
423	0.2183348941
424	0.2180608206
425	0.2177637755
426	0.2176430556
427	0.2175803915
428	0.2173996807
429	0.2172999417
430	0.2170893537
431	0.2169214235
432	0.2166159414
433	0.2162571928
434	0.2160507954
435	0.2158265497
436	0.2155320383
437	0.2152864219
438	0.2150090907
439	0.2148091114
440	0.214419177
441	0.2141453402
442	0.2139625549
443	0.2137612113
444	0.2136193296
445	0.2134265482
446	0.2131865703
447	0.2130291514
448	0.2128418971
449	0.2124723031
450	0.2122015292
451	0.2118926222
452	0.2117176752
453	0.2115322169
454	0.2112898165
455	0.2110023777
456	0.2107411127
457	0.2104946749
458	0.2103352651
459	0.210083147
460	0.2099439663
461	0.2096667325
462	0.2095622599
463	0.2093899859
464	0.2091820849
465	0.2090648735
466	0.2087751792
467	0.2086384906
468	0.2083786735
469	0.2082219785
470	0.2080722725
471	0.2079003188
472	0.2075897272
473	0.2074824145
474	0.2072257717
475	0.2070334497
476	0.2068070878
477	0.2065284478
478	0.2062883307
479	0.2061021485
480	0.2058069828
481	0.2055717802
482	0.2053392229
483	0.2051152974
484	0.2049615122
485	0.2048481572
486	0.2046430824
487	0.2045054053
488	0.2043458423
489	0.2042604989
490	0.2040696666
491	0.2039314604
492	0.203498534
493	0.2033265385
494	0.2031919939
495	0.2029048196
496	0.2025225006
497	0.2023303596
498	0.202067591
499	0.2018779838
500	0.2017370349
501	0.2015379746
502	0.2013529478
503	0.2010235473
504	0.2009005303
505	0.2007478171
506	0.2005574303
507	0.200352453
508	0.2001775059
509	0.1998688078
510	0.1995898894
511	0.1994988796
512	0.1992544188
513	0.1990874353
514	0.1988979952
515	0.1986924332
516	0.1985099124
517	0.1983031391
518	0.1980764848
519	0.1978286966
520	0.1974666066
521	0.1973675916
522	0.1971992437
523	0.1970495656
524	0.1968358172
525	0.1967072313
526	0.196558291
527	0.1964091976
528	0.1962045823
529	0.1960256813
530	0.195803329
531	0.1954543678
532	0.1953288726
533	0.195125914
534	0.1948394636
535	0.1947473679
536	0.194608758
