번호,시간,회사명,종목코드,공시제목,제출인
6,2005-01-12 15:20,파워넷,037030,회사정리절차개시결정,파워넷
5,2004-12-10 16:58,파워넷,037030,회사재산보전처분결정,파워넷
4,2004-12-08 18:21,파워넷,037030,회사정리절차개시신청,파워넷
3,2003-06-10 11:06,유니크,011320,화의채무변제완료보고서제출,유니크
2,2003-02-05 15:07,대호특수강,021040,회사정리절차종결결정,대호특수강
1,2003-01-28 14:15,대호특수강,021040,회사정리절차종결신청,대호특수강
